Date;Autres usages;Climatisation et ventilation;Cuisson;Eclairage;Energie;Industrie hors metallurgie;Metallurgie;Conso_TS_heat;Conso_TS_air_con;Conso_ECS;Conso_H2;Taux_pertes
2019-06-20 00:00:00;15889.47604018649;815.3841949772894;226.98395193216027;1315.600070719326;959.940408665834;25386.311551175673;6600.35387898351;-0.0;1183.1693394456502;11315.216783833337;7677.184800454909;0.068538
2019-06-20 01:00:00;13758.968537149429;735.7970138486969;160.16475123349002;1061.6817776123066;895.5819935352354;23684.307124634262;6157.838600383717;-0.0;846.4537809555089;8218.037647438428;7677.184800454909;0.068658
2019-06-20 02:00:00;13977.22967077868;757.639232167087;151.12686649227268;1028.7066222372703;902.9079502017574;23878.04688580872;6208.210235992682;-0.0;660.2450464840081;5906.1282270701095;7677.184800454909;0.06877799999999999
2019-06-20 03:00:00;13665.22557926696;753.985154041784;157.64319560813982;981.3282936710007;905.4117679879158;23944.26249749385;6225.426069447955;-0.0;445.6304928399121;4426.742745412926;7677.184800454909;0.068898
2019-06-20 04:00:00;13116.142921121778;764.1187956634352;220.85383371500393;967.5086795580331;891.447749939366;23574.973674724934;6129.412251151884;-0.0;384.3647164196941;3555.964574369063;7677.184800454909;0.068898
2019-06-20 05:00:00;13693.919428142131;787.9875552059088;434.85521600962204;743.5856374052639;866.1429109211049;22905.76909258763;5955.421306816003;-0.0;243.4373394052452;2964.994785911313;7677.184800454909;0.069018
2019-06-20 06:00:00;15033.102757037681;822.3966491188121;1110.0741539877695;721.141310489114;823.2758142550771;21772.11813917342;5660.676018786726;-0.0;12.415679538355969;2735.310331193541;7677.184800454909;0.069258
2019-06-20 07:00:00;18710.68062821952;926.5544990154904;1787.8043006405562;1017.607891384594;831.6881878562938;21994.58922223933;5718.517738466449;-0.0;0.0;2662.3727488929226;7677.184800454909;0.069618
2019-06-20 08:00:00;22036.836044023472;1060.809549916094;1453.5821579195951;1185.5678881715867;867.8269304076254;22950.304244420153;5967.000295889384;-0.0;0.0;3357.3436633371225;7677.184800454909;0.069858
2019-06-20 09:00:00;23928.579227803213;1112.2685212191818;1326.2280340081816;1239.8782864538866;886.9013755796246;23454.741454530296;6098.152231535491;-0.0;0.0;4598.406477948891;7677.184800454909;0.069978
2019-06-20 10:00:00;24948.57444970204;1136.9396554398222;1210.3331322071585;1274.1588803995926;897.8490809370804;23744.262135887737;6173.426650216445;-0.0;0.0;5426.0418991586275;7677.184800454909;0.069978
2019-06-20 11:00:00;24709.27927014376;1128.2388292800183;1876.0580116269336;1247.862760337082;899.322695533776;23783.232331983876;6183.558766691838;-0.0;0.0;6780.21289159023;7677.184800454909;0.069738
2019-06-20 12:00:00;23050.03471194736;1059.250028673069;3443.2974435712067;1168.0012337328326;909.7365945416224;24058.635266187477;6255.162532684315;-0.0;0.0;11998.761231896846;7677.184800454909;0.069378
2019-06-20 13:00:00;24371.629414111165;1066.4304231745896;2014.3038645325114;1206.5827960635434;929.7001286785428;24586.585512021225;6392.42789406779;-0.0;583.8289920711145;20080.051594796092;7677.184800454909;0.068898
2019-06-20 14:00:00;25154.74980633096;1130.2360235564968;869.7104942933474;1218.6628948762914;931.1756777060247;24625.607707311054;6402.573505236678;-0.0;595.5062706403654;17564.9575683075;7677.184800454909;0.068898
2019-06-20 15:00:00;24393.175479463796;1156.0541681580376;769.8998556672682;1185.9645816673599;946.873882734545;25040.75761807476;6510.511029702266;-0.0;766.9459295067494;10182.489440716105;7677.184800454909;0.06877799999999999
2019-06-20 16:00:00;23351.444958287233;1147.3393459027106;897.4571020110645;1147.9560615977393;949.9749622520583;25122.768303011493;6531.833506270026;-0.0;787.5916105564331;9423.584884789656;7677.184800454909;0.06877799999999999
2019-06-20 17:00:00;22270.02193968674;1115.1603784452675;1160.1232659468958;1128.0865832158768;934.6234531379821;24716.785963872007;6426.279523153297;-0.0;469.1272543527294;13499.31524077714;7677.184800454909;0.069018
2019-06-20 18:00:00;21245.281592772117;1068.4820307242144;2982.407213075676;1106.444944080126;906.8443516259663;23982.148243265434;6235.276193083244;-0.0;251.41057629974608;26513.197447420058;7677.184800454909;0.069138
2019-06-20 19:00:00;19175.788119611803;1001.469053859974;6159.0260812780025;1088.896341705006;924.8850693098188;24459.2481497459;6359.320605646708;-0.0;20.237392649089593;34159.525888355;7677.184800454909;0.069258
2019-06-20 20:00:00;18559.448865380527;992.2133161057984;4372.229624085921;1168.1923017155575;945.3495316047506;25000.444873800814;6500.029919095574;-0.0;0.0;32517.1495305573;7677.184800454909;0.069618
2019-06-20 21:00:00;17245.810454246952;894.2909946605678;1759.105821292194;1521.9149748219643;917.502118822664;24264.000537179243;6308.556880825879;-0.0;0.0;27371.064843243235;7677.184800454909;0.069858
2019-06-20 22:00:00;14930.722981305245;725.7929742685122;666.2757393995198;1686.641619083606;836.0270916702988;22109.334754194562;5748.351108488278;-0.0;0.0;19992.4643651447;7677.184800454909;0.069978
2019-06-20 23:00:00;16076.294731514334;755.0013370666809;382.06613851975015;1606.6989178416566;902.8851034909222;23877.443156043228;6208.053266737157;-0.0;0.0;14088.980572732002;7677.184800454909;0.069978
2019-06-21 00:00:00;15963.896698245535;812.7816274432678;226.2594670375791;1309.713688278267;958.3124375282989;25343.25828263421;6589.160178991954;-0.0;0.0;11230.821410273891;7677.184800454909;0.070098
2019-06-21 01:00:00;13723.36177590139;728.2663963369415;158.5255074343328;1052.3888940714448;886.9028544450065;23454.7809126965;6098.162551487802;-0.0;0.0;8166.728408083777;7677.184800454909;0.070218
2019-06-21 02:00:00;14063.71538690625;756.8750423537703;150.97445589320824;1028.86817704129;899.5231228593877;23788.533106012484;6184.936989154905;-0.0;0.0;5876.4473999754155;7677.184800454909;0.070218
2019-06-21 03:00:00;13740.015749952994;753.0833723177495;157.45465954688373;988.5559450032239;904.2050732384981;23912.350728906997;6217.129084560663;-0.0;0.0;4409.901744544231;7677.184800454909;0.070338
2019-06-21 04:00:00;13107.760979631808;757.2340145629752;218.8639362677855;961.8904541911892;886.5928134788784;23446.58186216565;6096.030795360074;-0.0;0.0;3542.4363423671043;7677.184800454909;0.070578
2019-06-21 05:00:00;13602.186121910301;782.9363217499034;432.0676978793029;738.8190502693848;864.7459084299674;22868.824413555205;5945.815900839561;-0.0;0.0;2957.3441340751547;7677.184800454909;0.070578
2019-06-21 06:00:00;14855.03309442751;817.6169967925376;1103.62255449433;713.4200921583447;824.3358376618321;21800.15141968772;5667.964565927837;-0.0;0.0;2734.973408401087;7677.184800454909;0.070698
2019-06-21 07:00:00;18555.82174173286;927.0683659676096;1788.7958734637275;1010.2850340699979;834.2575462078995;22062.538215990175;5736.184250807012;-0.0;0.0;2662.3727488929226;7677.184800454909;0.070818
2019-06-21 08:00:00;21787.584121773594;1061.275401307363;1454.220452624098;1174.1492669145023;871.0369798365664;23035.19678368877;5989.072141651924;-0.0;0.0;3357.3436633371225;7677.184800454909;0.070818
2019-06-21 09:00:00;23791.03105263103;1115.5673346461106;1330.1614090081375;1228.7241579840652;885.235933774751;23410.698093693103;6086.701118533881;-0.0;0.0;4598.406477948891;7677.184800454909;0.070578
2019-06-21 10:00:00;24772.72007338531;1148.2016702550627;1222.3221420832394;1263.5809796707244;904.6487018041477;23924.082399274736;6220.179332655698;-0.0;0.0;5426.0418991586275;7677.184800454909;0.070218
