AREAS,TECHNOLOGIES,energyCost,margvarCost,capacityCost,EnergyNbhourCap,minCapacity,maxCapacity,RampConstraintPlus,RampConstraintMoins,RampConstraintPlus2,RampConstraintMoins2
FR,CCG,39.74,0.0005,101000.0,0.0,6529.0,6529.0,0.35,0.35,0.0,0.0
FR,TAC,57.23,0.0,74000.0,0.0,703.0,703.0,0.0,0.0,0.0,0.0
FR,OldNuke,10.0,0.0,177024.52,0.0,63130.0,63130.0,0.08,0.08,0.0,0.0
FR,NewNuke,0.0,0.0,1e+10,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FR,WindOnShore,0.0,0.0,168000.0,0.0,13569.0,13569.0,0.0,0.0,0.0,0.0
FR,WindOffShore,0.0,0.0,265328.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FR,HydroRiver,0.0,0.0,121000.0,0.0,10326.98,10326.98,0.0,0.0,0.0,0.0
FR,Solar,0.0,0.0,227000.0,0.0,7660.0,7660.0,0.0,0.0,0.0,0.0
FR,HydroReservoir,0.0,0.0,121000.0,2100.0,8230.66,8230.66,0.0,0.0,0.0,0.0
FR,Biomass,60.0,0.0005,293490.3,0.0,170.0,170.0,0.15,0.15,0.0,0.0
FR,Coal,37.13,0.0005,124000.0,0.0,2997.0,2997.0,0.15,0.15,0.0,0.0
FR,Lignite,31.24,0.0005,139745.93,0.0,0.0,0.0,0.15,0.15,0.0,0.0
FR,curtailment,5000.0,0.0,0.0,0.0,30000.0,30000.0,0.0,0.0,0.0,0.0
DE,CCG,39.74,0.0005,101000.0,0.0,17112.0,17112.0,0.35,0.35,0.0,0.0
DE,TAC,57.23,0.0,74000.0,0.0,10720.0,10720.0,0.0,0.0,0.0,0.0
DE,Coal,37.13,0.0005,124000.0,0.0,27437.0,27437.0,0.15,0.15,0.0,0.0
DE,Lignite,31.24,0.0005,139745.93,0.0,21262.0,21262.0,0.15,0.15,0.0,0.0
DE,WindOnShore,0.0,0.0,168000.0,0.0,47042.0,47042.0,0.0,0.0,0.0,0.0
DE,WindOffShore,0.0,0.0,265328.27,0.0,4131.3,4131.3,0.0,0.0,0.0,0.0
DE,HydroRiver,0.0,0.0,121000.0,0.0,4007.13,4007.13,0.0,0.0,0.0,0.0
DE,Solar,0.0,0.0,227000.0,0.0,40834.46,40834.46,0.0,0.0,0.0,0.0
DE,HydroReservoir,0.0,0.0,121000.0,700.0,1439.0,1439.0,0.0,0.0,0.0,0.0
DE,Biomass,60.0,0.0005,293490.3,0.0,7080.25,7080.25,0.15,0.15,0.0,0.0
DE,OldNuke,10.0,0.0,177024.52,0.0,10793.0,10793.0,0.08,0.08,0.0,0.0
DE,NewNuke,0.0,0.0,1e+10,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DE,curtailment,5000.0,0.0,0.0,0.0,30000.0,30000.0,0.0,0.0,0.0,0.0
GB,CCG,39.74,0.0005,101000.0,0.0,35459.0,35459.0,0.35,0.35,0.0,0.0
GB,TAC,57.23,0.0,74000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GB,WindOnShore,0.0,0.0,168000.0,0.0,10799.8,10799.8,0.0,0.0,0.0,0.0
