Date;Consommation hors metallurgie;Metallurgie;Conso_VE;Conso_H2;Taux_pertes
2019-01-01 00:00:00;59058.7685497621;2467.8483510611795;8377.519004949174;6514.991577776255;0.085698
2019-01-01 01:00:00;56914.51800302426;2344.3752474724233;6032.618840705721;6514.991577776255;0.08581799999999999
2019-01-01 02:00:00;58113.37089254137;2333.5950200460916;4276.627092549618;6514.991577776255;0.08581799999999999
2019-01-01 03:00:00;57920.35600327152;2283.9555614231217;3157.4616303764687;6514.991577776255;0.08581799999999999
2019-01-01 04:00:00;55799.17037201242;2139.2914882218124;2501.4425565092665;6514.991577776255;0.08581799999999999
2019-01-01 05:00:00;54246.54479518875;1934.6004325769277;2062.7301717011487;6514.991577776255;0.08581799999999999
2019-01-01 06:00:00;53442.958400953365;1619.5280764110905;1903.9388172486706;6514.991577776255;0.08581799999999999
2019-01-01 07:00:00;53360.25585150189;1420.785601165212;1863.0025684275847;6514.991577776255;0.085938
2019-01-01 08:00:00;53914.55762423061;1388.18273338985;2414.015916389179;6514.991577776255;0.085938
2019-01-01 09:00:00;54101.51842272238;1437.6920238743273;3484.8943089480695;6514.991577776255;0.085938
2019-01-01 10:00:00;56272.58501108151;1540.502670918137;4162.230784422821;6514.991577776255;0.085938
2019-01-01 11:00:00;58710.596810211;1632.024688028055;5192.943167435159;6514.991577776255;0.085578
2019-01-01 12:00:00;63689.980752719726;1743.9750525772383;9077.492224373156;6514.991577776255;0.08521799999999999
2019-01-01 13:00:00;69074.76795141876;1963.1390398298508;15107.742426434956;6514.991577776255;0.084858
2019-01-01 14:00:00;67306.90760049672;1913.551563096689;13224.865056729626;6514.991577776255;0.084858
2019-01-01 15:00:00;63794.1906000812;1899.238483325953;7717.255711202326;6514.991577776255;0.084738
2019-01-01 16:00:00;60554.19887837944;1891.6915031086899;7131.3222587096925;6514.991577776255;0.084618
2019-01-01 17:00:00;58080.83367898583;1802.96591343086;10170.612640370864;6514.991577776255;0.084858
2019-01-01 18:00:00;60975.34322810997;1691.9357068723302;19967.511688922776;6514.991577776255;0.08509800000000001
2019-01-01 19:00:00;63590.97625239374;1769.9299608802107;25934.700790779294;6514.991577776255;0.085338
2019-01-01 20:00:00;63890.519823929644;2060.1888044552443;24714.001957525987;6514.991577776255;0.08545799999999999
2019-01-01 21:00:00;62118.3974969648;2162.167250342415;20757.96512843221;6514.991577776255;0.08545799999999999
2019-01-01 22:00:00;54652.24288272753;2073.89784214993;15063.924781230638;6514.991577776255;0.085338
2019-01-01 23:00:00;55427.31740553954;2494.346277823302;10534.808529202777;6514.991577776255;0.085338
2019-01-02 00:00:00;69318.137192665;2762.982841612062;8591.93259107255;6514.991577776255;0.088458
2019-01-02 01:00:00;66446.94748870296;2609.055939170803;6180.140098910142;6514.991577776255;0.088458
2019-01-02 02:00:00;67284.46803866254;2556.91233686311;4381.207446137011;6514.991577776255;0.088458
2019-01-02 03:00:00;67565.37538925056;2530.6672310421427;3234.673986679359;6514.991577776255;0.088458
2019-01-02 04:00:00;66529.727617806;2461.0633215303237;2562.6126663616283;6514.991577776255;0.088458
2019-01-02 05:00:00;66576.34904863825;2363.2552289932996;2110.8792248381787;6514.991577776255;0.088338
2019-01-02 06:00:00;69527.10235406045;2212.583530107684;1948.38130092151;6514.991577776255;0.088338
2019-01-02 07:00:00;75653.802585607;2290.5711985896764;1902.3042042886873;6514.991577776255;0.08821799999999999
2019-01-02 08:00:00;80864.3504560462;2471.914403127144;2462.261349432192;6514.991577776255;0.088098
2019-01-02 09:00:00;81936.21868639629;2595.121066920537;3546.803219560286;6514.991577776255;0.08785799999999999
2019-01-02 10:00:00;82614.56189392359;2639.441486415088;4226.92981343258;6514.991577776255;0.087618
2019-01-02 11:00:00;83015.31178268275;2614.633829990079;5273.933688389277;6514.991577776255;0.087258
2019-01-02 12:00:00;86351.01318003803;2644.4403495933598;9229.688351078712;6514.991577776255;0.087018
2019-01-02 13:00:00;88572.51721188647;2706.7133087089196;15361.89589204092;6514.991577776255;0.086658
2019-01-02 14:00:00;86592.50616812764;2665.532620368438;13432.511497640728;6514.991577776255;0.086538
2019-01-02 15:00:00;82472.07594674671;2655.02015882251;7829.897305901083;6514.991577776255;0.086298
2019-01-02 16:00:00;78125.60257508211;2618.161615556011;7227.512661675468;6514.991577776255;0.086058
2019-01-02 17:00:00;73932.9469216927;2433.0310424835125;10307.490614158221;6514.991577776255;0.086298
2019-01-02 18:00:00;75055.68730356391;2173.718032542829;20235.636716929715;6514.991577776255;0.086538
2019-01-02 19:00:00;79535.68682573497;2322.8262048641313;26311.132228153256;6514.991577776255;0.086898
2019-01-02 20:00:00;77371.01516606589;2538.186777340827;25099.87797006347;6514.991577776255;0.087138
2019-01-02 21:00:00;73475.11989179731;2551.829985330098;21105.223486305484;6514.991577776255;0.087258
2019-01-02 22:00:00;65319.05215165004;2450.6294367862133;15349.847292849807;6514.991577776255;0.087378
2019-01-02 23:00:00;65743.12191032499;2924.4710191828153;10734.765642403785;6514.991577776255;0.087378
2019-01-03 00:00:00;53996.16008240006;2930.375034032507;7920.724843208059;6514.991577776255;0.079818
2019-01-03 01:00:00;50396.20746407633;2742.457437793703;5704.048765614055;6514.991577776255;0.079938
2019-01-03 02:00:00;51277.55208624818;2733.8490509719727;4043.6981231958775;6514.991577776255;0.079938
2019-01-03 03:00:00;51238.924527780684;2700.2895288314257;2988.9983075337996;6514.991577776255;0.08005799999999999
2019-01-03 04:00:00;50662.87775641096;2656.2696499718304;2367.9804986495687;6514.991577776255;0.08005799999999999
