Date;Autres usages;Climatisation et ventilation;Cuisson;Eclairage;Energie;Industrie hors metallurgie;Metallurgie;Conso_TS_heat;Conso_TS_air_con;Conso_ECS;Conso_VE;Conso_H2;Taux_pertes
2019-01-01 00:00:00;14745.655102405712;662.57669084321;205.41352110436782;1305.9105537690734;958.0770300843498;12931.477487885237;3265.3039759153785;19201.732717232117;0.0;660.4376577580074;8377.519004949174;3214.660903118721;0.085698
2019-01-01 01:00:00;13421.921917117326;606.1292505102991;147.3856868704699;934.4792346026533;910.1418564978575;12284.480819069759;3101.9320183582577;19875.37039057138;0.0;661.4804218030484;6032.618840705721;3214.660903118721;0.08581799999999999
2019-01-01 02:00:00;13850.905847005371;615.3327669924872;136.5727384070173;1029.0318060397783;905.9566997242305;12227.992633411179;3087.6682896079333;20597.756383173964;0.0;661.7351161066734;4276.627092549618;3214.660903118721;0.08581799999999999
2019-01-01 03:00:00;13413.052500568394;597.2346298215775;138.10117851752796;964.9035956827736;886.6855110916163;11967.882912133944;3021.9884347115926;21052.97023116807;0.0;926.310898800869;3157.4616303764687;3214.660903118721;0.08581799999999999
2019-01-01 04:00:00;12339.518941739934;573.3024145529608;184.0127086600611;897.714866746884;830.5234874853165;11209.845969979571;2830.5778996220974;20897.686362144424;0.0;1322.9647711914358;2501.4425565092665;3214.660903118721;0.08581799999999999
2019-01-01 05:00:00;11773.168153287304;547.8013294121741;336.05199177839785;871.3139736415241;751.0575856468276;10137.268830553698;2559.7433819564744;20896.1421297189;0.0;1984.054789449277;2062.7301717011487;3214.660903118721;0.08581799999999999
2019-01-01 06:00:00;11971.508665442256;501.9995826631611;690.3141949325249;908.1104253202453;628.7390422595867;8486.295663386332;2142.85916909674;21532.610724482558;0.0;2646.996621253954;1903.9388172486706;3214.660903118721;0.08581799999999999
2019-01-01 07:00:00;12420.473937069366;490.1015398323733;958.1164124139372;1187.9037102678926;551.582530087266;7444.888978232863;1879.8954443100936;23363.906712621632;0.0;1325.3685799255886;1863.0025684275847;3214.660903118721;0.085938
2019-01-01 08:00:00;13393.956186313908;529.17470743069;668.483432267157;992.743225117457;538.9253286438216;7274.050683185329;1836.7573504611114;24024.002129747383;0.0;927.6197038637937;2414.015916389179;3214.660903118721;0.085938
2019-01-01 09:00:00;14246.34843252105;567.8146673059431;637.4319490397928;904.2799350571067;558.1460002556445;7533.478380059831;1902.2649749446814;22953.14182354885;0.0;1060.2219280246081;3484.8943089480695;3214.660903118721;0.085938
2019-01-01 10:00:00;15580.838107367232;616.7078034685662;730.6491049886927;960.6388541058118;598.0595226422314;8072.204140811765;2038.2976507021806;22478.721864124647;0.0;1326.2336127036278;4162.230784422821;3214.660903118721;0.085938
2019-01-01 11:00:00;16295.390785868118;647.0642133923284;1197.859469978816;986.4079421936522;633.59052691569;8551.77767096419;2159.393911023162;21642.36647230809;0.0;2638.118972766438;5192.943167435159;3214.660903118721;0.085578
2019-01-01 12:00:00;15842.26501824755;646.5154334006364;2339.167081721821;1000.4604291034548;677.0522985021704;9138.395380747237;2307.519694485682;20469.166991295664;0.0;7211.479982680648;9077.492224373156;3214.660903118721;0.08521799999999999
2019-01-01 13:00:00;18647.450341744363;719.20553516257;1503.4678458162543;1136.4530423860767;762.1369406993266;10286.810483703355;2597.5038981932144;19928.961208060435;0.0;9125.722011125532;15107.742426434956;3214.660903118721;0.084858
2019-01-01 14:00:00;18953.609338859864;740.3259002707548;634.1480454532117;1099.2655869015864;742.88591468334;10026.973142795192;2531.8928225115264;19816.41649580816;0.0;8479.746435774789;13224.865056729626;3214.660903118721;0.084858
2019-01-01 15:00:00;18363.08595441349;739.0645417730663;547.8437068759715;1065.9922595576418;737.3292495537386;9951.972770461682;2512.954642512386;19146.299835932725;0.0;6513.991581385007;7717.255711202326;3214.660903118721;0.084738
2019-01-01 16:00:00;17572.8002325198;727.8832470197437;633.7428672727589;1124.2555754810421;734.3993219366663;9912.426708866991;2502.96894606593;19238.53806576784;0.0;3898.2853593901614;7131.3222587096925;3214.660903118721;0.084618
2019-01-01 17:00:00;16116.918107491209;684.85166725238;792.4066935842632;1682.5778957650004;699.9539514427761;9447.506529475382;2385.572745194885;20308.772734137965;0.0;1823.7603816591095;10170.612640370864;3214.660903118721;0.084858
2019-01-01 18:00:00;15446.639430997742;637.4115124724784;2009.3597631753898;2033.0315926895685;656.8494181708509;8865.710307786363;2238.664457752354;23605.14445566857;0.0;1307.4680153607906;19967.511688922776;3214.660903118721;0.08509800000000001
2019-01-01 19:00:00;13646.024641306856;611.1220705218334;4703.96694922349;2121.0654380314613;687.1286064056668;9274.39859112158;2341.8616204147093;24285.73323175539;0.0;1576.309970252202;25934.700790779294;3214.660903118721;0.085338
2019-01-01 20:00:00;14896.11857318651;688.1204976810458;3434.039296425687;2338.543787626345;799.8139687200276;10795.349354622018;2725.9141314057547;21731.06337593667;0.0;1842.4829189161278;24714.001957525987;3214.660903118721;0.08545799999999999
2019-01-01 21:00:00;15309.408220285899;673.2596018093391;1473.6752333551963;2123.4820535551917;839.4044127920563;11329.714467104455;2860.8456901742925;20422.974826024358;0.0;2369.2158533141173;20757.96512843221;3214.660903118721;0.08545799999999999
2019-01-01 22:00:00;13076.898853167662;575.0291650224618;587.8216297364661;1721.3929575636357;805.1361338983675;10867.184476568424;2744.0530803696092;18260.607097914995;0.0;1575.8168137495259;15063.924781230638;3214.660903118721;0.085338
