Date;Consommation hors metallurgie;Metallurgie;Conso_VE;Conso_H2;Taux_pertes
2019-01-01 00:00:00;55508.16058261841;5787.435315859658;12419.274293676583;7677.184800454909;0.085578
2019-01-01 01:00:00;53152.59819764948;5497.874330493158;9040.997604146403;7677.184800454909;0.085698
2019-01-01 02:00:00;54130.022946729456;5472.593251575435;6505.5361498604925;7677.184800454909;0.085698
2019-01-01 03:00:00;53752.920728789504;5356.182064570691;4881.993026960212;7677.184800454909;0.085698
2019-01-01 04:00:00;51526.310890764;5016.9254138039;3921.663233002668;7677.184800454909;0.085698
2019-01-01 05:00:00;49735.88925356654;4536.897439730694;3273.9353933905068;7677.184800454909;0.085698
2019-01-01 06:00:00;48424.3857905894;3798.010514064785;3027.759315044344;7677.184800454909;0.085698
2019-01-01 07:00:00;47844.805456645;3331.932758717797;2950.6663623684535;7677.184800454909;0.08581799999999999
2019-01-01 08:00:00;48243.78669808529;3255.4746618171926;3720.8918339184625;7677.184800454909;0.08581799999999999
2019-01-01 09:00:00;48739.090590729174;3371.5805870819313;5096.342464778278;7677.184800454909;0.08581799999999999
2019-01-01 10:00:00;51067.2007860889;3612.685341064027;6013.597949271395;7677.184800454909;0.08581799999999999
2019-01-01 11:00:00;53613.86111938293;3827.3167440725983;7489.346886611607;7677.184800454909;0.08545799999999999
2019-01-01 12:00:00;58434.759225032816;4089.8553612192745;13209.352672824949;7677.184800454909;0.08509800000000001
2019-01-01 13:00:00;63760.86338905757;4603.824300698466;21947.961577599966;7677.184800454909;0.084738
2019-01-01 14:00:00;62019.01717859335;4487.535018195971;19198.90554765786;7677.184800454909;0.084738
2019-01-01 15:00:00;58935.73976453503;4453.968926783485;11103.574200441328;7677.184800454909;0.084618
2019-01-01 16:00:00;56010.409297540915;4436.270246141823;10264.47024673276;7677.184800454909;0.084498
2019-01-01 17:00:00;53422.86591187792;4228.196840455796;14773.194237318508;7677.184800454909;0.084738
2019-01-01 18:00:00;55453.37668954922;3967.8161171882107;29116.077594772294;7677.184800454909;0.084978
2019-01-01 19:00:00;58104.5911010104;4150.723101681499;37643.42812262484;7677.184800454909;0.08521799999999999
2019-01-01 20:00:00;59192.30411208622;4831.419012888682;35878.01953631266;7677.184800454909;0.085338
2019-01-01 21:00:00;57697.641960870504;5070.572143562255;30200.051772173072;7677.184800454909;0.085338
2019-01-01 22:00:00;50869.4046018001;4863.5685446322195;22034.19358854991;7677.184800454909;0.08521799999999999
2019-01-01 23:00:00;53181.225993239495;5849.576507426079;15527.816867614569;7677.184800454909;0.08521799999999999
2019-01-02 00:00:00;64759.830404211614;6479.565273037922;12737.486357917116;7677.184800454909;0.088338
2019-01-02 01:00:00;61694.53866261957;6118.586045579978;9262.331577833145;7677.184800454909;0.088338
2019-01-02 02:00:00;62236.84953338549;5996.30230583482;6664.7991245149415;7677.184800454909;0.088338
2019-01-02 03:00:00;62322.50466693093;5934.754013278097;5001.5098073186855;7677.184800454909;0.088338
2019-01-02 04:00:00;61242.09840725866;5771.523511753404;4017.6700407585067;7677.184800454909;0.088338
2019-01-02 05:00:00;61175.46842344449;5542.150418920436;3350.4419117520997;7677.184800454909;0.08821799999999999
2019-01-02 06:00:00;63683.6360352865;5188.805080315566;3098.5131014598596;7677.184800454909;0.08821799999999999
2019-01-02 07:00:00;69516.58888438178;5371.696620867543;3012.982388034381;7677.184800454909;0.088098
2019-01-02 08:00:00;74731.34133297924;5796.970753202299;3795.3385582695905;7677.184800454909;0.087978
2019-01-02 09:00:00;76333.47964851231;6085.9069015197265;5186.979276942899;7677.184800454909;0.087738
2019-01-02 10:00:00;77266.7801758349;6189.844228497773;6107.1791176625065;7677.184800454909;0.08749799999999999
2019-01-02 11:00:00;77631.54373092754;6131.666947533133;7606.282998864838;7677.184800454909;0.087138
2019-01-02 12:00:00;80732.58065297082;6201.567232986538;13431.072716950974;7677.184800454909;0.086898
2019-01-02 13:00:00;82733.550840099;6347.60567276891;22317.600756255084;7677.184800454909;0.086538
2019-01-02 14:00:00;80838.51393674605;6251.031436377671;19500.690134872966;7677.184800454909;0.086418
2019-01-02 15:00:00;77243.21848703038;6226.378304356264;11265.824903373954;7677.184800454909;0.086178
2019-01-02 16:00:00;73254.19929833995;6139.940077752936;10403.077723976128;7677.184800454909;0.085938
2019-01-02 17:00:00;68849.31611115573;5705.784058326379;14972.237830528098;7677.184800454909;0.086178
2019-01-02 18:00:00;68915.4454812342;5097.660276754772;29507.488143246315;7677.184800454909;0.086418
2019-01-02 19:00:00;73453.61220080363;5447.338935901117;38190.41760385079;7677.184800454909;0.086778
2019-01-02 20:00:00;72049.99759645545;5952.388357701867;36438.83217136123;7677.184800454909;0.087018
2019-01-02 21:00:00;68348.93441609084;5984.383509958599;30705.830126570545;7677.184800454909;0.087138
2019-01-02 22:00:00;60855.59235446403;5747.054652869224;22452.883537860995;7677.184800454909;0.087258
2019-01-02 23:00:00;63072.87325290159;6858.276704623624;15822.8737676508;7677.184800454909;0.087258
2019-01-03 00:00:00;53598.80400680464;6872.122411160564;11741.344243772835;7677.184800454909;0.07969799999999999
2019-01-03 01:00:00;49812.89360304731;6431.430448675812;8548.026480935026;7677.184800454909;0.079818
2019-01-03 02:00:00;50575.93467724612;6411.242627214563;6150.814069948309;7677.184800454909;0.079818
2019-01-03 03:00:00;50372.66042560029;6332.541047542513;4621.229142541718;7677.184800454909;0.079938
2019-01-03 04:00:00;49745.900140890226;6229.308528655226;3712.193834262656;7677.184800454909;0.079938
