Mois,heures,Nature,type,UsagesGroupe,UsageDetail,WeekDay,Conso
1,1,Autre,Autre,Chauffage,AuxiliaireChauffage,Week,0.0
1,1,Agroalimentaires,Ind,Chauffage,AuxiliaireChauffage,Week,0.0
1,1,ChimieMateriaux,Ind,Chauffage,AuxiliaireChauffage,Week,0.0
1,1,ComposantsElec,Ind,Chauffage,AuxiliaireChauffage,Week,0.0
1,1,ConstructionMecanique,Ind,Chauffage,AuxiliaireChauffage,Week,0.0
1,1,ConstructionNavArm,Ind,Chauffage,AuxiliaireChauffage,Week,0.0
1,1,EquipTransport,Ind,Chauffage,AuxiliaireChauffage,Week,0.0
1,1,FonderieMetaux,Ind,Chauffage,AuxiliaireChauffage,Week,0.0
1,1,MineraiMetal,Ind,Chauffage,AuxiliaireChauffage,Week,0.0
1,1,papier,Ind,Chauffage,AuxiliaireChauffage,Week,0.0
1,1,ParachimiePharma,Ind,Chauffage,AuxiliaireChauffage,Week,0.0
1,1,Textile,Ind,Chauffage,AuxiliaireChauffage,Week,0.0
1,1,Principal,Residentiel,Chauffage,AuxiliaireChauffage,Week,0.00624965
1,1,Secondaire,Residentiel,Chauffage,AuxiliaireChauffage,Week,0.0014286820000000001
1,1,MatConstruction,Ind,Chauffage,AuxiliaireChauffage,Week,0.0
1,1,MatVerre,Ind,Chauffage,AuxiliaireChauffage,Week,0.0
1,1,ADMBUR,Tertiaire,Chauffage,AuxiliaireChauffage,Week,0.000135048
1,1,Autres,Tertiaire,Chauffage,AuxiliaireChauffage,Week,0.0
1,1,CHR,Tertiaire,Chauffage,AuxiliaireChauffage,Week,0.003275472
1,1,COM,Tertiaire,Chauffage,AuxiliaireChauffage,Week,0.004201555
1,1,ENS,Tertiaire,Chauffage,AuxiliaireChauffage,Week,0.000149381
1,1,EP,Tertiaire,Chauffage,AuxiliaireChauffage,Week,0.0
1,1,HCO,Tertiaire,Chauffage,AuxiliaireChauffage,Week,0.00012837799999999998
1,1,SAN,Tertiaire,Chauffage,AuxiliaireChauffage,Week,0.000378148
1,1,SPL,Tertiaire,Chauffage,AuxiliaireChauffage,Week,0.0
1,1,TRA,Tertiaire,Chauffage,AuxiliaireChauffage,Week,0.0
1,2,Autre,Autre,Chauffage,AuxiliaireChauffage,Week,0.0
1,2,Agroalimentaires,Ind,Chauffage,AuxiliaireChauffage,Week,0.0
1,2,ChimieMateriaux,Ind,Chauffage,AuxiliaireChauffage,Week,0.0
1,2,ComposantsElec,Ind,Chauffage,AuxiliaireChauffage,Week,0.0
1,2,ConstructionMecanique,Ind,Chauffage,AuxiliaireChauffage,Week,0.0
1,2,ConstructionNavArm,Ind,Chauffage,AuxiliaireChauffage,Week,0.0
1,2,EquipTransport,Ind,Chauffage,AuxiliaireChauffage,Week,0.0
1,2,FonderieMetaux,Ind,Chauffage,AuxiliaireChauffage,Week,0.0
1,2,MineraiMetal,Ind,Chauffage,AuxiliaireChauffage,Week,0.0
1,2,papier,Ind,Chauffage,AuxiliaireChauffage,Week,0.0
1,2,ParachimiePharma,Ind,Chauffage,AuxiliaireChauffage,Week,0.0
1,2,Textile,Ind,Chauffage,AuxiliaireChauffage,Week,0.0
1,2,Principal,Residentiel,Chauffage,AuxiliaireChauffage,Week,0.006274732
1,2,Secondaire,Residentiel,Chauffage,AuxiliaireChauffage,Week,0.001434155
1,2,MatConstruction,Ind,Chauffage,AuxiliaireChauffage,Week,0.0
1,2,MatVerre,Ind,Chauffage,AuxiliaireChauffage,Week,0.0
1,2,ADMBUR,Tertiaire,Chauffage,AuxiliaireChauffage,Week,0.00013559
1,2,Autres,Tertiaire,Chauffage,AuxiliaireChauffage,Week,0.0
1,2,CHR,Tertiaire,Chauffage,AuxiliaireChauffage,Week,0.00328802
1,2,COM,Tertiaire,Chauffage,AuxiliaireChauffage,Week,0.004218417
1,2,ENS,Tertiaire,Chauffage,AuxiliaireChauffage,Week,0.000149985
1,2,EP,Tertiaire,Chauffage,AuxiliaireChauffage,Week,0.0
1,2,HCO,Tertiaire,Chauffage,AuxiliaireChauffage,Week,0.000128893
1,2,SAN,Tertiaire,Chauffage,AuxiliaireChauffage,Week,0.00037965599999999997
1,2,SPL,Tertiaire,Chauffage,AuxiliaireChauffage,Week,0.0
1,2,TRA,Tertiaire,Chauffage,AuxiliaireChauffage,Week,0.0
1,3,Autre,Autre,Chauffage,AuxiliaireChauffage,Week,0.0
1,3,Agroalimentaires,Ind,Chauffage,AuxiliaireChauffage,Week,0.0
1,3,ChimieMateriaux,Ind,Chauffage,AuxiliaireChauffage,Week,0.0
1,3,ComposantsElec,Ind,Chauffage,AuxiliaireChauffage,Week,0.0
1,3,ConstructionMecanique,Ind,Chauffage,AuxiliaireChauffage,Week,0.0
1,3,ConstructionNavArm,Ind,Chauffage,AuxiliaireChauffage,Week,0.0
1,3,EquipTransport,Ind,Chauffage,AuxiliaireChauffage,Week,0.0
1,3,FonderieMetaux,Ind,Chauffage,AuxiliaireChauffage,Week,0.0
1,3,MineraiMetal,Ind,Chauffage,AuxiliaireChauffage,Week,0.0
1,3,papier,Ind,Chauffage,AuxiliaireChauffage,Week,0.0
1,3,ParachimiePharma,Ind,Chauffage,AuxiliaireChauffage,Week,0.0
1,3,Textile,Ind,Chauffage,AuxiliaireChauffage,Week,0.0
1,3,Principal,Residentiel,Chauffage,AuxiliaireChauffage,Week,0.006299814
1,3,Secondaire,Residentiel,Chauffage,AuxiliaireChauffage,Week,0.001473524
1,3,MatConstruction,Ind,Chauffage,AuxiliaireChauffage,Week,0.0
1,3,MatVerre,Ind,Chauffage,AuxiliaireChauffage,Week,0.0
1,3,ADMBUR,Tertiaire,Chauffage,AuxiliaireChauffage,Week,0.00013613200000000002
1,3,Autres,Tertiaire,Chauffage,AuxiliaireChauffage,Week,0.0
1,3,CHR,Tertiaire,Chauffage,AuxiliaireChauffage,Week,0.0033782779999999997
1,3,COM,Tertiaire,Chauffage,AuxiliaireChauffage,Week,0.00423528
1,3,ENS,Tertiaire,Chauffage,AuxiliaireChauffage,Week,0.000150589
1,3,EP,Tertiaire,Chauffage,AuxiliaireChauffage,Week,0.0
1,3,HCO,Tertiaire,Chauffage,AuxiliaireChauffage,Week,0.000129408
1,3,SAN,Tertiaire,Chauffage,AuxiliaireChauffage,Week,0.0003905
1,3,SPL,Tertiaire,Chauffage,AuxiliaireChauffage,Week,0.0
1,3,TRA,Tertiaire,Chauffage,AuxiliaireChauffage,Week,0.0
1,4,Autre,Autre,Chauffage,AuxiliaireChauffage,Week,0.0
1,4,Agroalimentaires,Ind,Chauffage,AuxiliaireChauffage,Week,0.0
1,4,ChimieMateriaux,Ind,Chauffage,AuxiliaireChauffage,Week,0.0
1,4,ComposantsElec,Ind,Chauffage,AuxiliaireChauffage,Week,0.0
1,4,ConstructionMecanique,Ind,Chauffage,AuxiliaireChauffage,Week,0.0
1,4,ConstructionNavArm,Ind,Chauffage,AuxiliaireChauffage,Week,0.0
1,4,EquipTransport,Ind,Chauffage,AuxiliaireChauffage,Week,0.0
1,4,FonderieMetaux,Ind,Chauffage,AuxiliaireChauffage,Week,0.0
1,4,MineraiMetal,Ind,Chauffage,AuxiliaireChauffage,Week,0.0
1,4,papier,Ind,Chauffage,AuxiliaireChauffage,Week,0.0
1,4,ParachimiePharma,Ind,Chauffage,AuxiliaireChauffage,Week,0.0
1,4,Textile,Ind,Chauffage,AuxiliaireChauffage,Week,0.0
1,4,Principal,Residentiel,Chauffage,AuxiliaireChauffage,Week,0.006480943
1,4,Secondaire,Residentiel,Chauffage,AuxiliaireChauffage,Week,0.00153023
1,4,MatConstruction,Ind,Chauffage,AuxiliaireChauffage,Week,0.0
1,4,MatVerre,Ind,Chauffage,AuxiliaireChauffage,Week,0.0
1,4,ADMBUR,Tertiaire,Chauffage,AuxiliaireChauffage,Week,0.000140044
1,4,Autres,Tertiaire,Chauffage,AuxiliaireChauffage,Week,0.0
1,4,CHR,Tertiaire,Chauffage,AuxiliaireChauffage,Week,0.0035082859999999998
1,4,COM,Tertiaire,Chauffage,AuxiliaireChauffage,Week,0.00435705
1,4,ENS,Tertiaire,Chauffage,AuxiliaireChauffage,Week,0.00015495
1,4,EP,Tertiaire,Chauffage,AuxiliaireChauffage,Week,0.0
1,4,HCO,Tertiaire,Chauffage,AuxiliaireChauffage,Week,0.000133129
1,4,SAN,Tertiaire,Chauffage,AuxiliaireChauffage,Week,0.00040611900000000003
1,4,SPL,Tertiaire,Chauffage,AuxiliaireChauffage,Week,0.0
1,4,TRA,Tertiaire,Chauffage,AuxiliaireChauffage,Week,0.0
1,5,Autre,Autre,Chauffage,AuxiliaireChauffage,Week,0.0
1,5,Agroalimentaires,Ind,Chauffage,AuxiliaireChauffage,Week,0.0
1,5,ChimieMateriaux,Ind,Chauffage,AuxiliaireChauffage,Week,0.0
1,5,ComposantsElec,Ind,Chauffage,AuxiliaireChauffage,Week,0.0
1,5,ConstructionMecanique,Ind,Chauffage,AuxiliaireChauffage,Week,0.0
1,5,ConstructionNavArm,Ind,Chauffage,AuxiliaireChauffage,Week,0.0
1,5,EquipTransport,Ind,Chauffage,AuxiliaireChauffage,Week,0.0
1,5,FonderieMetaux,Ind,Chauffage,AuxiliaireChauffage,Week,0.0
1,5,MineraiMetal,Ind,Chauffage,AuxiliaireChauffage,Week,0.0
1,5,papier,Ind,Chauffage,AuxiliaireChauffage,Week,0.0
1,5,ParachimiePharma,Ind,Chauffage,AuxiliaireChauffage,Week,0.0
1,5,Textile,Ind,Chauffage,AuxiliaireChauffage,Week,0.0
1,5,Principal,Residentiel,Chauffage,AuxiliaireChauffage,Week,0.006692263
1,5,Secondaire,Residentiel,Chauffage,AuxiliaireChauffage,Week,0.001594006
1,5,MatConstruction,Ind,Chauffage,AuxiliaireChauffage,Week,0.0
1,5,MatVerre,Ind,Chauffage,AuxiliaireChauffage,Week,0.0
1,5,ADMBUR,Tertiaire,Chauffage,AuxiliaireChauffage,Week,0.000145521
1,5,Autres,Tertiaire,Chauffage,AuxiliaireChauffage,Week,0.0
1,5,CHR,Tertiaire,Chauffage,AuxiliaireChauffage,Week,0.0036545009999999997
1,5,COM,Tertiaire,Chauffage,AuxiliaireChauffage,Week,0.004499118
1,5,ENS,Tertiaire,Chauffage,AuxiliaireChauffage,Week,0.000161057
1,5,EP,Tertiaire,Chauffage,AuxiliaireChauffage,Week,0.0
1,5,HCO,Tertiaire,Chauffage,AuxiliaireChauffage,Week,0.00013747
1,5,SAN,Tertiaire,Chauffage,AuxiliaireChauffage,Week,0.000426114
1,5,SPL,Tertiaire,Chauffage,AuxiliaireChauffage,Week,0.0
1,5,TRA,Tertiaire,Chauffage,AuxiliaireChauffage,Week,0.0
1,6,Autre,Autre,Chauffage,AuxiliaireChauffage,Week,0.0
1,6,Agroalimentaires,Ind,Chauffage,AuxiliaireChauffage,Week,0.0
1,6,ChimieMateriaux,Ind,Chauffage,AuxiliaireChauffage,Week,0.0
1,6,ComposantsElec,Ind,Chauffage,AuxiliaireChauffage,Week,0.0
1,6,ConstructionMecanique,Ind,Chauffage,AuxiliaireChauffage,Week,0.0
1,6,ConstructionNavArm,Ind,Chauffage,AuxiliaireChauffage,Week,0.0
1,6,EquipTransport,Ind,Chauffage,AuxiliaireChauffage,Week,0.0
1,6,FonderieMetaux,Ind,Chauffage,AuxiliaireChauffage,Week,0.0
1,6,MineraiMetal,Ind,Chauffage,AuxiliaireChauffage,Week,0.0
1,6,papier,Ind,Chauffage,AuxiliaireChauffage,Week,0.0
1,6,ParachimiePharma,Ind,Chauffage,AuxiliaireChauffage,Week,0.0
1,6,Textile,Ind,Chauffage,AuxiliaireChauffage,Week,0.0
1,6,Principal,Residentiel,Chauffage,AuxiliaireChauffage,Week,0.006941414
1,6,Secondaire,Residentiel,Chauffage,AuxiliaireChauffage,Week,0.001693315
1,6,MatConstruction,Ind,Chauffage,AuxiliaireChauffage,Week,0.0
1,6,MatVerre,Ind,Chauffage,AuxiliaireChauffage,Week,0.0
1,6,ADMBUR,Tertiaire,Chauffage,AuxiliaireChauffage,Week,0.000152728
1,6,Autres,Tertiaire,Chauffage,AuxiliaireChauffage,Week,0.0
1,6,CHR,Tertiaire,Chauffage,AuxiliaireChauffage,Week,0.003882183
1,6,COM,Tertiaire,Chauffage,AuxiliaireChauffage,Week,0.004666618
1,6,ENS,Tertiaire,Chauffage,AuxiliaireChauffage,Week,0.000169092
1,6,EP,Tertiaire,Chauffage,AuxiliaireChauffage,Week,0.0
1,6,HCO,Tertiaire,Chauffage,AuxiliaireChauffage,Week,0.000142587
1,6,SAN,Tertiaire,Chauffage,AuxiliaireChauffage,Week,0.000447894
1,6,SPL,Tertiaire,Chauffage,AuxiliaireChauffage,Week,0.0
1,6,TRA,Tertiaire,Chauffage,AuxiliaireChauffage,Week,0.0
1,7,Autre,Autre,Chauffage,AuxiliaireChauffage,Week,0.0
1,7,Agroalimentaires,Ind,Chauffage,AuxiliaireChauffage,Week,0.0
1,7,ChimieMateriaux,Ind,Chauffage,AuxiliaireChauffage,Week,0.0
1,7,ComposantsElec,Ind,Chauffage,AuxiliaireChauffage,Week,0.0
1,7,ConstructionMecanique,Ind,Chauffage,AuxiliaireChauffage,Week,0.0
1,7,ConstructionNavArm,Ind,Chauffage,AuxiliaireChauffage,Week,0.0
1,7,EquipTransport,Ind,Chauffage,AuxiliaireChauffage,Week,0.0
1,7,FonderieMetaux,Ind,Chauffage,AuxiliaireChauffage,Week,0.0
1,7,MineraiMetal,Ind,Chauffage,AuxiliaireChauffage,Week,0.0
1,7,papier,Ind,Chauffage,AuxiliaireChauffage,Week,0.0
1,7,ParachimiePharma,Ind,Chauffage,AuxiliaireChauffage,Week,0.0
1,7,Textile,Ind,Chauffage,AuxiliaireChauffage,Week,0.0
1,7,Principal,Residentiel,Chauffage,AuxiliaireChauffage,Week,0.0073502559999999995
1,7,Secondaire,Residentiel,Chauffage,AuxiliaireChauffage,Week,0.0017984820000000001
1,7,MatConstruction,Ind,Chauffage,AuxiliaireChauffage,Week,0.0
1,7,MatVerre,Ind,Chauffage,AuxiliaireChauffage,Week,0.0
1,7,ADMBUR,Tertiaire,Chauffage,AuxiliaireChauffage,Week,0.000159767
1,7,Autres,Tertiaire,Chauffage,AuxiliaireChauffage,Week,0.0
1,7,CHR,Tertiaire,Chauffage,AuxiliaireChauffage,Week,0.004123293
1,7,COM,Tertiaire,Chauffage,AuxiliaireChauffage,Week,0.0049414770000000005
1,7,ENS,Tertiaire,Chauffage,AuxiliaireChauffage,Week,0.000177159
1,7,EP,Tertiaire,Chauffage,AuxiliaireChauffage,Week,0.0
1,7,HCO,Tertiaire,Chauffage,AuxiliaireChauffage,Week,0.000150986
1,7,SAN,Tertiaire,Chauffage,AuxiliaireChauffage,Week,0.000479786
1,7,SPL,Tertiaire,Chauffage,AuxiliaireChauffage,Week,0.0
1,7,TRA,Tertiaire,Chauffage,AuxiliaireChauffage,Week,0.0
1,8,Autre,Autre,Chauffage,AuxiliaireChauffage,Week,0.0
1,8,Agroalimentaires,Ind,Chauffage,AuxiliaireChauffage,Week,0.0
1,8,ChimieMateriaux,Ind,Chauffage,AuxiliaireChauffage,Week,0.0
1,8,ComposantsElec,Ind,Chauffage,AuxiliaireChauffage,Week,0.0
1,8,ConstructionMecanique,Ind,Chauffage,AuxiliaireChauffage,Week,0.0
1,8,ConstructionNavArm,Ind,Chauffage,AuxiliaireChauffage,Week,0.0
1,8,EquipTransport,Ind,Chauffage,AuxiliaireChauffage,Week,0.0
1,8,FonderieMetaux,Ind,Chauffage,AuxiliaireChauffage,Week,0.0
1,8,MineraiMetal,Ind,Chauffage,AuxiliaireChauffage,Week,0.0
1,8,papier,Ind,Chauffage,AuxiliaireChauffage,Week,0.0
1,8,ParachimiePharma,Ind,Chauffage,AuxiliaireChauffage,Week,0.0
1,8,Textile,Ind,Chauffage,AuxiliaireChauffage,Week,0.0
1,8,Principal,Residentiel,Chauffage,AuxiliaireChauffage,Week,0.0077553959999999995
1,8,Secondaire,Residentiel,Chauffage,AuxiliaireChauffage,Week,0.001914675
1,8,MatConstruction,Ind,Chauffage,AuxiliaireChauffage,Week,0.0
1,8,MatVerre,Ind,Chauffage,AuxiliaireChauffage,Week,0.0
1,8,ADMBUR,Tertiaire,Chauffage,AuxiliaireChauffage,Week,0.000165715
1,8,Autres,Tertiaire,Chauffage,AuxiliaireChauffage,Week,0.0
1,8,CHR,Tertiaire,Chauffage,AuxiliaireChauffage,Week,0.0043896840000000005
1,8,COM,Tertiaire,Chauffage,AuxiliaireChauffage,Week,0.005213848
1,8,ENS,Tertiaire,Chauffage,AuxiliaireChauffage,Week,0.00018403400000000002
1,8,EP,Tertiaire,Chauffage,AuxiliaireChauffage,Week,0.0
1,8,HCO,Tertiaire,Chauffage,AuxiliaireChauffage,Week,0.000159308
1,8,SAN,Tertiaire,Chauffage,AuxiliaireChauffage,Week,0.0005117909999999999
1,8,SPL,Tertiaire,Chauffage,AuxiliaireChauffage,Week,0.0
1,8,TRA,Tertiaire,Chauffage,AuxiliaireChauffage,Week,0.0
1,9,Autre,Autre,Chauffage,AuxiliaireChauffage,Week,0.0
1,9,Agroalimentaires,Ind,Chauffage,AuxiliaireChauffage,Week,0.0
1,9,ChimieMateriaux,Ind,Chauffage,AuxiliaireChauffage,Week,0.0
1,9,ComposantsElec,Ind,Chauffage,AuxiliaireChauffage,Week,0.0
1,9,ConstructionMecanique,Ind,Chauffage,AuxiliaireChauffage,Week,0.0
1,9,ConstructionNavArm,Ind,Chauffage,AuxiliaireChauffage,Week,0.0
1,9,EquipTransport,Ind,Chauffage,AuxiliaireChauffage,Week,0.0
1,9,FonderieMetaux,Ind,Chauffage,AuxiliaireChauffage,Week,0.0
1,9,MineraiMetal,Ind,Chauffage,AuxiliaireChauffage,Week,0.0
1,9,papier,Ind,Chauffage,AuxiliaireChauffage,Week,0.0
1,9,ParachimiePharma,Ind,Chauffage,AuxiliaireChauffage,Week,0.0
1,9,Textile,Ind,Chauffage,AuxiliaireChauffage,Week,0.0
1,9,Principal,Residentiel,Chauffage,AuxiliaireChauffage,Week,0.008242751999999999
1,9,Secondaire,Residentiel,Chauffage,AuxiliaireChauffage,Week,0.001882341
1,9,MatConstruction,Ind,Chauffage,AuxiliaireChauffage,Week,0.0
1,9,MatVerre,Ind,Chauffage,AuxiliaireChauffage,Week,0.0
1,9,ADMBUR,Tertiaire,Chauffage,AuxiliaireChauffage,Week,0.000176241
1,9,Autres,Tertiaire,Chauffage,AuxiliaireChauffage,Week,0.0
1,9,CHR,Tertiaire,Chauffage,AuxiliaireChauffage,Week,0.004315554
1,9,COM,Tertiaire,Chauffage,AuxiliaireChauffage,Week,0.005541491
1,9,ENS,Tertiaire,Chauffage,AuxiliaireChauffage,Week,0.000195815
1,9,EP,Tertiaire,Chauffage,AuxiliaireChauffage,Week,0.0
1,9,HCO,Tertiaire,Chauffage,AuxiliaireChauffage,Week,0.00016931900000000002
1,9,SAN,Tertiaire,Chauffage,AuxiliaireChauffage,Week,0.000503475
1,9,SPL,Tertiaire,Chauffage,AuxiliaireChauffage,Week,0.0
1,9,TRA,Tertiaire,Chauffage,AuxiliaireChauffage,Week,0.0
1,10,Autre,Autre,Chauffage,AuxiliaireChauffage,Week,0.0
1,10,Agroalimentaires,Ind,Chauffage,AuxiliaireChauffage,Week,0.0
1,10,ChimieMateriaux,Ind,Chauffage,AuxiliaireChauffage,Week,0.0
1,10,ComposantsElec,Ind,Chauffage,AuxiliaireChauffage,Week,0.0
1,10,ConstructionMecanique,Ind,Chauffage,AuxiliaireChauffage,Week,0.0
1,10,ConstructionNavArm,Ind,Chauffage,AuxiliaireChauffage,Week,0.0
1,10,EquipTransport,Ind,Chauffage,AuxiliaireChauffage,Week,0.0
1,10,FonderieMetaux,Ind,Chauffage,AuxiliaireChauffage,Week,0.0
1,10,MineraiMetal,Ind,Chauffage,AuxiliaireChauffage,Week,0.0
1,10,papier,Ind,Chauffage,AuxiliaireChauffage,Week,0.0
1,10,ParachimiePharma,Ind,Chauffage,AuxiliaireChauffage,Week,0.0
1,10,Textile,Ind,Chauffage,AuxiliaireChauffage,Week,0.0
1,10,Principal,Residentiel,Chauffage,AuxiliaireChauffage,Week,0.008017814
1,10,Secondaire,Residentiel,Chauffage,AuxiliaireChauffage,Week,0.001823645
1,10,MatConstruction,Ind,Chauffage,AuxiliaireChauffage,Week,0.0
1,10,MatVerre,Ind,Chauffage,AuxiliaireChauffage,Week,0.0
1,10,ADMBUR,Tertiaire,Chauffage,AuxiliaireChauffage,Week,0.000171383
1,10,Autres,Tertiaire,Chauffage,AuxiliaireChauffage,Week,0.0
1,10,CHR,Tertiaire,Chauffage,AuxiliaireChauffage,Week,0.0041809840000000004
1,10,COM,Tertiaire,Chauffage,AuxiliaireChauffage,Week,0.005390267
1,10,ENS,Tertiaire,Chauffage,AuxiliaireChauffage,Week,0.000190553
1,10,EP,Tertiaire,Chauffage,AuxiliaireChauffage,Week,0.0
1,10,HCO,Tertiaire,Chauffage,AuxiliaireChauffage,Week,0.000164698
1,10,SAN,Tertiaire,Chauffage,AuxiliaireChauffage,Week,0.000489318
1,10,SPL,Tertiaire,Chauffage,AuxiliaireChauffage,Week,0.0
1,10,TRA,Tertiaire,Chauffage,AuxiliaireChauffage,Week,0.0
1,11,Autre,Autre,Chauffage,AuxiliaireChauffage,Week,0.0
1,11,Agroalimentaires,Ind,Chauffage,AuxiliaireChauffage,Week,0.0
1,11,ChimieMateriaux,Ind,Chauffage,AuxiliaireChauffage,Week,0.0
1,11,ComposantsElec,Ind,Chauffage,AuxiliaireChauffage,Week,0.0
1,11,ConstructionMecanique,Ind,Chauffage,AuxiliaireChauffage,Week,0.0
1,11,ConstructionNavArm,Ind,Chauffage,AuxiliaireChauffage,Week,0.0
1,11,EquipTransport,Ind,Chauffage,AuxiliaireChauffage,Week,0.0
1,11,FonderieMetaux,Ind,Chauffage,AuxiliaireChauffage,Week,0.0
1,11,MineraiMetal,Ind,Chauffage,AuxiliaireChauffage,Week,0.0
1,11,papier,Ind,Chauffage,AuxiliaireChauffage,Week,0.0
1,11,ParachimiePharma,Ind,Chauffage,AuxiliaireChauffage,Week,0.0
1,11,Textile,Ind,Chauffage,AuxiliaireChauffage,Week,0.0
1,11,Principal,Residentiel,Chauffage,AuxiliaireChauffage,Week,0.007596881
1,11,Secondaire,Residentiel,Chauffage,AuxiliaireChauffage,Week,0.001726233
1,11,MatConstruction,Ind,Chauffage,AuxiliaireChauffage,Week,0.0
1,11,MatVerre,Ind,Chauffage,AuxiliaireChauffage,Week,0.0
1,11,ADMBUR,Tertiaire,Chauffage,AuxiliaireChauffage,Week,0.000162292
1,11,Autres,Tertiaire,Chauffage,AuxiliaireChauffage,Week,0.0
1,11,CHR,Tertiaire,Chauffage,AuxiliaireChauffage,Week,0.0039576509999999995
1,11,COM,Tertiaire,Chauffage,AuxiliaireChauffage,Week,0.00510728
1,11,ENS,Tertiaire,Chauffage,AuxiliaireChauffage,Week,0.00018050599999999998
1,11,EP,Tertiaire,Chauffage,AuxiliaireChauffage,Week,0.0
1,11,HCO,Tertiaire,Chauffage,AuxiliaireChauffage,Week,0.000156052
1,11,SAN,Tertiaire,Chauffage,AuxiliaireChauffage,Week,0.00046365
1,11,SPL,Tertiaire,Chauffage,AuxiliaireChauffage,Week,0.0
1,11,TRA,Tertiaire,Chauffage,AuxiliaireChauffage,Week,0.0
1,12,Autre,Autre,Chauffage,AuxiliaireChauffage,Week,0.0
1,12,Agroalimentaires,Ind,Chauffage,AuxiliaireChauffage,Week,0.0
1,12,ChimieMateriaux,Ind,Chauffage,AuxiliaireChauffage,Week,0.0
1,12,ComposantsElec,Ind,Chauffage,AuxiliaireChauffage,Week,0.0
1,12,ConstructionMecanique,Ind,Chauffage,AuxiliaireChauffage,Week,0.0
1,12,ConstructionNavArm,Ind,Chauffage,AuxiliaireChauffage,Week,0.0
1,12,EquipTransport,Ind,Chauffage,AuxiliaireChauffage,Week,0.0
1,12,FonderieMetaux,Ind,Chauffage,AuxiliaireChauffage,Week,0.0
1,12,MineraiMetal,Ind,Chauffage,AuxiliaireChauffage,Week,0.0
1,12,papier,Ind,Chauffage,AuxiliaireChauffage,Week,0.0
1,12,ParachimiePharma,Ind,Chauffage,AuxiliaireChauffage,Week,0.0
1,12,Textile,Ind,Chauffage,AuxiliaireChauffage,Week,0.0
1,12,Principal,Residentiel,Chauffage,AuxiliaireChauffage,Week,0.007185273000000001
1,12,Secondaire,Residentiel,Chauffage,AuxiliaireChauffage,Week,0.0016315610000000001
1,12,MatConstruction,Ind,Chauffage,AuxiliaireChauffage,Week,0.0
1,12,MatVerre,Ind,Chauffage,AuxiliaireChauffage,Week,0.0
1,12,ADMBUR,Tertiaire,Chauffage,AuxiliaireChauffage,Week,0.000154206
1,12,Autres,Tertiaire,Chauffage,AuxiliaireChauffage,Week,0.0
1,12,CHR,Tertiaire,Chauffage,AuxiliaireChauffage,Week,0.003740602
1,12,COM,Tertiaire,Chauffage,AuxiliaireChauffage,Week,0.004830562
1,12,ENS,Tertiaire,Chauffage,AuxiliaireChauffage,Week,0.00017152099999999997
1,12,EP,Tertiaire,Chauffage,AuxiliaireChauffage,Week,0.0
1,12,HCO,Tertiaire,Chauffage,AuxiliaireChauffage,Week,0.00014759700000000002
1,12,SAN,Tertiaire,Chauffage,AuxiliaireChauffage,Week,0.000438588
1,12,SPL,Tertiaire,Chauffage,AuxiliaireChauffage,Week,0.0
1,12,TRA,Tertiaire,Chauffage,AuxiliaireChauffage,Week,0.0
1,13,Autre,Autre,Chauffage,AuxiliaireChauffage,Week,0.0
1,13,Agroalimentaires,Ind,Chauffage,AuxiliaireChauffage,Week,0.0
1,13,ChimieMateriaux,Ind,Chauffage,AuxiliaireChauffage,Week,0.0
1,13,ComposantsElec,Ind,Chauffage,AuxiliaireChauffage,Week,0.0
1,13,ConstructionMecanique,Ind,Chauffage,AuxiliaireChauffage,Week,0.0
1,13,ConstructionNavArm,Ind,Chauffage,AuxiliaireChauffage,Week,0.0
1,13,EquipTransport,Ind,Chauffage,AuxiliaireChauffage,Week,0.0
1,13,FonderieMetaux,Ind,Chauffage,AuxiliaireChauffage,Week,0.0
1,13,MineraiMetal,Ind,Chauffage,AuxiliaireChauffage,Week,0.0
1,13,papier,Ind,Chauffage,AuxiliaireChauffage,Week,0.0
1,13,ParachimiePharma,Ind,Chauffage,AuxiliaireChauffage,Week,0.0
1,13,Textile,Ind,Chauffage,AuxiliaireChauffage,Week,0.0
1,13,Principal,Residentiel,Chauffage,AuxiliaireChauffage,Week,0.006831342
1,13,Secondaire,Residentiel,Chauffage,AuxiliaireChauffage,Week,0.001553841
1,13,MatConstruction,Ind,Chauffage,AuxiliaireChauffage,Week,0.0
1,13,MatVerre,Ind,Chauffage,AuxiliaireChauffage,Week,0.0
1,13,ADMBUR,Tertiaire,Chauffage,AuxiliaireChauffage,Week,0.000147365
1,13,Autres,Tertiaire,Chauffage,AuxiliaireChauffage,Week,0.0
1,13,CHR,Tertiaire,Chauffage,AuxiliaireChauffage,Week,0.003562417
1,13,COM,Tertiaire,Chauffage,AuxiliaireChauffage,Week,0.004592619
1,13,ENS,Tertiaire,Chauffage,AuxiliaireChauffage,Week,0.000163853
1,13,EP,Tertiaire,Chauffage,AuxiliaireChauffage,Week,0.0
1,13,HCO,Tertiaire,Chauffage,AuxiliaireChauffage,Week,0.000140326
1,13,SAN,Tertiaire,Chauffage,AuxiliaireChauffage,Week,0.000417283
1,13,SPL,Tertiaire,Chauffage,AuxiliaireChauffage,Week,0.0
1,13,TRA,Tertiaire,Chauffage,AuxiliaireChauffage,Week,0.0
1,14,Autre,Autre,Chauffage,AuxiliaireChauffage,Week,0.0
