Mois,heures,Nature,type,UsagesGroupe,UsageDetail,WeekDay,Conso
10,1,ParachimiePharma,Ind,Chauffage,Chauffage,Week,0.000687817
10,1,Textile,Ind,Chauffage,Chauffage,Week,0.0
10,1,Principal,Residentiel,Chauffage,Chauffage,Week,0.014181849
10,1,Secondaire,Residentiel,Chauffage,Chauffage,Week,0.0017714620000000001
10,1,MatConstruction,Ind,Chauffage,Chauffage,Week,0.012525663999999999
10,1,MatVerre,Ind,Chauffage,Chauffage,Week,0.0024458120000000003
10,1,ADMBUR,Tertiaire,Chauffage,Chauffage,Week,0.002799463
10,1,Autres,Tertiaire,Chauffage,Chauffage,Week,0.0
10,1,CHR,Tertiaire,Chauffage,Chauffage,Week,0.001899106
10,1,COM,Tertiaire,Chauffage,Chauffage,Week,0.001445272
10,1,ENS,Tertiaire,Chauffage,Chauffage,Week,0.000400403
10,1,EP,Tertiaire,Chauffage,Chauffage,Week,0.0
10,1,HCO,Tertiaire,Chauffage,Chauffage,Week,0.00035214400000000004
10,1,SAN,Tertiaire,Chauffage,Chauffage,Week,0.000505579
10,1,SPL,Tertiaire,Chauffage,Chauffage,Week,0.00044326699999999996
10,1,TRA,Tertiaire,Chauffage,Chauffage,Week,0.00013450799999999998
10,2,Autre,Autre,Chauffage,Chauffage,Week,0.0
10,2,Agroalimentaires,Ind,Chauffage,Chauffage,Week,0.000387525
10,2,ChimieMateriaux,Ind,Chauffage,Chauffage,Week,2.08e-05
10,2,ComposantsElec,Ind,Chauffage,Chauffage,Week,0.00032759
10,2,ConstructionMecanique,Ind,Chauffage,Chauffage,Week,3.5600000000000005e-05
10,2,ConstructionNavArm,Ind,Chauffage,Chauffage,Week,0.000124032
10,2,EquipTransport,Ind,Chauffage,Chauffage,Week,3.2e-05
10,2,FonderieMetaux,Ind,Chauffage,Chauffage,Week,0.000142923
10,2,MineraiMetal,Ind,Chauffage,Chauffage,Week,9.26e-06
10,2,papier,Ind,Chauffage,Chauffage,Week,0.00026157400000000004
10,2,ParachimiePharma,Ind,Chauffage,Chauffage,Week,0.000687817
10,2,Textile,Ind,Chauffage,Chauffage,Week,0.0
10,2,Principal,Residentiel,Chauffage,Chauffage,Week,0.014786317
10,2,Secondaire,Residentiel,Chauffage,Chauffage,Week,0.0018334620000000001
10,2,MatConstruction,Ind,Chauffage,Chauffage,Week,0.012525663999999999
10,2,MatVerre,Ind,Chauffage,Chauffage,Week,0.0024458120000000003
10,2,ADMBUR,Tertiaire,Chauffage,Chauffage,Week,0.002876239
10,2,Autres,Tertiaire,Chauffage,Chauffage,Week,0.0
10,2,CHR,Tertiaire,Chauffage,Chauffage,Week,0.001951223
10,2,COM,Tertiaire,Chauffage,Chauffage,Week,0.001484879
10,2,ENS,Tertiaire,Chauffage,Chauffage,Week,0.000411467
10,2,EP,Tertiaire,Chauffage,Chauffage,Week,0.0
10,2,HCO,Tertiaire,Chauffage,Chauffage,Week,0.00036715300000000005
10,2,SAN,Tertiaire,Chauffage,Chauffage,Week,0.0005204469999999999
10,2,SPL,Tertiaire,Chauffage,Chauffage,Week,0.000455544
10,2,TRA,Tertiaire,Chauffage,Chauffage,Week,0.000138234
10,3,Autre,Autre,Chauffage,Chauffage,Week,0.0
10,3,Agroalimentaires,Ind,Chauffage,Chauffage,Week,0.000387525
10,3,ChimieMateriaux,Ind,Chauffage,Chauffage,Week,2.08e-05
10,3,ComposantsElec,Ind,Chauffage,Chauffage,Week,0.00032759
10,3,ConstructionMecanique,Ind,Chauffage,Chauffage,Week,3.5600000000000005e-05
10,3,ConstructionNavArm,Ind,Chauffage,Chauffage,Week,0.000124032
10,3,EquipTransport,Ind,Chauffage,Chauffage,Week,3.2e-05
10,3,FonderieMetaux,Ind,Chauffage,Chauffage,Week,0.000142923
10,3,MineraiMetal,Ind,Chauffage,Chauffage,Week,9.26e-06
10,3,papier,Ind,Chauffage,Chauffage,Week,0.00026157400000000004
10,3,ParachimiePharma,Ind,Chauffage,Chauffage,Week,0.000687817
10,3,Textile,Ind,Chauffage,Chauffage,Week,0.0
10,3,Principal,Residentiel,Chauffage,Chauffage,Week,0.015355603999999998
10,3,Secondaire,Residentiel,Chauffage,Chauffage,Week,0.0018918539999999999
10,3,MatConstruction,Ind,Chauffage,Chauffage,Week,0.012525663999999999
10,3,MatVerre,Ind,Chauffage,Chauffage,Week,0.0024458120000000003
10,3,ADMBUR,Tertiaire,Chauffage,Chauffage,Week,0.002948547
10,3,Autres,Tertiaire,Chauffage,Chauffage,Week,0.0
10,3,CHR,Tertiaire,Chauffage,Chauffage,Week,0.002000306
10,3,COM,Tertiaire,Chauffage,Chauffage,Week,0.00152218
10,3,ENS,Tertiaire,Chauffage,Chauffage,Week,0.00042188699999999997
10,3,EP,Tertiaire,Chauffage,Chauffage,Week,0.0
10,3,HCO,Tertiaire,Chauffage,Chauffage,Week,0.000381289
10,3,SAN,Tertiaire,Chauffage,Chauffage,Week,0.000534449
10,3,SPL,Tertiaire,Chauffage,Chauffage,Week,0.00046710699999999997
10,3,TRA,Tertiaire,Chauffage,Chauffage,Week,0.000141743
10,4,Autre,Autre,Chauffage,Chauffage,Week,0.0
10,4,Agroalimentaires,Ind,Chauffage,Chauffage,Week,0.000401539
10,4,ChimieMateriaux,Ind,Chauffage,Chauffage,Week,2.1e-05
10,4,ComposantsElec,Ind,Chauffage,Chauffage,Week,0.000350965
10,4,ConstructionMecanique,Ind,Chauffage,Chauffage,Week,4.14e-05
10,4,ConstructionNavArm,Ind,Chauffage,Chauffage,Week,0.000155251
10,4,EquipTransport,Ind,Chauffage,Chauffage,Week,3.91e-05
10,4,FonderieMetaux,Ind,Chauffage,Chauffage,Week,0.000156504
10,4,MineraiMetal,Ind,Chauffage,Chauffage,Week,9.4e-06
10,4,papier,Ind,Chauffage,Chauffage,Week,0.000262454
10,4,ParachimiePharma,Ind,Chauffage,Chauffage,Week,0.000741769
10,4,Textile,Ind,Chauffage,Chauffage,Week,0.0
10,4,Principal,Residentiel,Chauffage,Chauffage,Week,0.01592489
10,4,Secondaire,Residentiel,Chauffage,Chauffage,Week,0.001950246
10,4,MatConstruction,Ind,Chauffage,Chauffage,Week,0.012892341000000002
10,4,MatVerre,Ind,Chauffage,Chauffage,Week,0.002449916
10,4,ADMBUR,Tertiaire,Chauffage,Chauffage,Week,0.0030208540000000003
10,4,Autres,Tertiaire,Chauffage,Chauffage,Week,0.0
10,4,CHR,Tertiaire,Chauffage,Chauffage,Week,0.002313748
10,4,COM,Tertiaire,Chauffage,Chauffage,Week,0.001559482
10,4,ENS,Tertiaire,Chauffage,Chauffage,Week,0.000432306
10,4,EP,Tertiaire,Chauffage,Chauffage,Week,0.0
10,4,HCO,Tertiaire,Chauffage,Chauffage,Week,0.000395424
10,4,SAN,Tertiaire,Chauffage,Chauffage,Week,0.0006238680000000001
10,4,SPL,Tertiaire,Chauffage,Chauffage,Week,0.00047867
10,4,TRA,Tertiaire,Chauffage,Chauffage,Week,0.000145251
10,5,Autre,Autre,Chauffage,Chauffage,Week,0.0
10,5,Agroalimentaires,Ind,Chauffage,Chauffage,Week,0.000424894
10,5,ChimieMateriaux,Ind,Chauffage,Chauffage,Week,2.13e-05
10,5,ComposantsElec,Ind,Chauffage,Chauffage,Week,0.00038992300000000003
10,5,ConstructionMecanique,Ind,Chauffage,Chauffage,Week,5.11e-05
10,5,ConstructionNavArm,Ind,Chauffage,Chauffage,Week,0.000207283
10,5,EquipTransport,Ind,Chauffage,Chauffage,Week,5.08e-05
10,5,FonderieMetaux,Ind,Chauffage,Chauffage,Week,0.000179138
10,5,MineraiMetal,Ind,Chauffage,Chauffage,Week,9.62e-06
10,5,papier,Ind,Chauffage,Chauffage,Week,0.00026392
10,5,ParachimiePharma,Ind,Chauffage,Chauffage,Week,0.0008316889999999999
10,5,Textile,Ind,Chauffage,Chauffage,Week,0.0
10,5,Principal,Residentiel,Chauffage,Chauffage,Week,0.016494177
10,5,Secondaire,Residentiel,Chauffage,Chauffage,Week,0.002008638
10,5,MatConstruction,Ind,Chauffage,Chauffage,Week,0.013503468000000001
10,5,MatVerre,Ind,Chauffage,Chauffage,Week,0.002456756
10,5,ADMBUR,Tertiaire,Chauffage,Chauffage,Week,0.003207645
10,5,Autres,Tertiaire,Chauffage,Chauffage,Week,0.0
10,5,CHR,Tertiaire,Chauffage,Chauffage,Week,0.002729891
10,5,COM,Tertiaire,Chauffage,Chauffage,Week,0.001659151
10,5,ENS,Tertiaire,Chauffage,Chauffage,Week,0.0005001480000000001
10,5,EP,Tertiaire,Chauffage,Chauffage,Week,0.0
10,5,HCO,Tertiaire,Chauffage,Chauffage,Week,0.00040956
10,5,SAN,Tertiaire,Chauffage,Chauffage,Week,0.000793953
10,5,SPL,Tertiaire,Chauffage,Chauffage,Week,0.0005539540000000001
10,5,TRA,Tertiaire,Chauffage,Chauffage,Week,0.00016809599999999998
10,6,Autre,Autre,Chauffage,Chauffage,Week,0.0
10,6,Agroalimentaires,Ind,Chauffage,Chauffage,Week,0.000425517
10,6,ChimieMateriaux,Ind,Chauffage,Chauffage,Week,2.13e-05
10,6,ComposantsElec,Ind,Chauffage,Chauffage,Week,0.000398695
10,6,ConstructionMecanique,Ind,Chauffage,Chauffage,Week,5.15e-05
10,6,ConstructionNavArm,Ind,Chauffage,Chauffage,Week,0.000215552
10,6,EquipTransport,Ind,Chauffage,Chauffage,Week,5.0900000000000004e-05
10,6,FonderieMetaux,Ind,Chauffage,Chauffage,Week,0.00018010400000000002
10,6,MineraiMetal,Ind,Chauffage,Chauffage,Week,9.66e-06
10,6,papier,Ind,Chauffage,Chauffage,Week,0.00026392
10,6,ParachimiePharma,Ind,Chauffage,Chauffage,Week,0.000850156
10,6,Textile,Ind,Chauffage,Chauffage,Week,0.0
10,6,Principal,Residentiel,Chauffage,Chauffage,Week,0.017343602
10,6,Secondaire,Residentiel,Chauffage,Chauffage,Week,0.002049315
10,6,MatConstruction,Ind,Chauffage,Chauffage,Week,0.01358356
10,6,MatVerre,Ind,Chauffage,Chauffage,Week,0.0024731510000000003
10,6,ADMBUR,Tertiaire,Chauffage,Chauffage,Week,0.003505872
10,6,Autres,Tertiaire,Chauffage,Chauffage,Week,0.0
10,6,CHR,Tertiaire,Chauffage,Chauffage,Week,0.003437516
10,6,COM,Tertiaire,Chauffage,Chauffage,Week,0.0018196170000000002
10,6,ENS,Tertiaire,Chauffage,Chauffage,Week,0.000624973
10,6,EP,Tertiaire,Chauffage,Chauffage,Week,0.0
10,6,HCO,Tertiaire,Chauffage,Chauffage,Week,0.00043065199999999996
10,6,SAN,Tertiaire,Chauffage,Chauffage,Week,0.000877893
10,6,SPL,Tertiaire,Chauffage,Chauffage,Week,0.000692473
10,6,TRA,Tertiaire,Chauffage,Chauffage,Week,0.00021013
10,7,Autre,Autre,Chauffage,Chauffage,Week,0.0
10,7,Agroalimentaires,Ind,Chauffage,Chauffage,Week,0.00042614
10,7,ChimieMateriaux,Ind,Chauffage,Chauffage,Week,2.13e-05
10,7,ComposantsElec,Ind,Chauffage,Chauffage,Week,0.000407468
10,7,ConstructionMecanique,Ind,Chauffage,Chauffage,Week,5.2000000000000004e-05
10,7,ConstructionNavArm,Ind,Chauffage,Chauffage,Week,0.000223821
10,7,EquipTransport,Ind,Chauffage,Chauffage,Week,5.11e-05
10,7,FonderieMetaux,Ind,Chauffage,Chauffage,Week,0.000181069
10,7,MineraiMetal,Ind,Chauffage,Chauffage,Week,9.71e-06
10,7,papier,Ind,Chauffage,Chauffage,Week,0.00026392
10,7,ParachimiePharma,Ind,Chauffage,Chauffage,Week,0.000868623
10,7,Textile,Ind,Chauffage,Chauffage,Week,0.0
10,7,Principal,Residentiel,Chauffage,Chauffage,Week,0.018193026
10,7,Secondaire,Residentiel,Chauffage,Chauffage,Week,0.002089993
10,7,MatConstruction,Ind,Chauffage,Chauffage,Week,0.013663652
10,7,MatVerre,Ind,Chauffage,Chauffage,Week,0.002489545
10,7,ADMBUR,Tertiaire,Chauffage,Chauffage,Week,0.004240356
10,7,Autres,Tertiaire,Chauffage,Chauffage,Week,0.0
10,7,CHR,Tertiaire,Chauffage,Chauffage,Week,0.003925243
10,7,COM,Tertiaire,Chauffage,Chauffage,Week,0.002205136
10,7,ENS,Tertiaire,Chauffage,Chauffage,Week,0.000662809
10,7,EP,Tertiaire,Chauffage,Chauffage,Week,0.0
10,7,HCO,Tertiaire,Chauffage,Chauffage,Week,0.000451744
10,7,SAN,Tertiaire,Chauffage,Chauffage,Week,0.001078903
10,7,SPL,Tertiaire,Chauffage,Chauffage,Week,0.0007248889999999999
10,7,TRA,Tertiaire,Chauffage,Chauffage,Week,0.000219966
10,8,Autre,Autre,Chauffage,Chauffage,Week,0.0
10,8,Agroalimentaires,Ind,Chauffage,Chauffage,Week,0.00042676300000000003
10,8,ChimieMateriaux,Ind,Chauffage,Chauffage,Week,2.13e-05
10,8,ComposantsElec,Ind,Chauffage,Chauffage,Week,0.00041624
10,8,ConstructionMecanique,Ind,Chauffage,Chauffage,Week,5.24e-05
10,8,ConstructionNavArm,Ind,Chauffage,Chauffage,Week,0.000232091
10,8,EquipTransport,Ind,Chauffage,Chauffage,Week,5.12e-05
10,8,FonderieMetaux,Ind,Chauffage,Chauffage,Week,0.00018203400000000003
10,8,MineraiMetal,Ind,Chauffage,Chauffage,Week,9.75e-06
10,8,papier,Ind,Chauffage,Chauffage,Week,0.00026392
10,8,ParachimiePharma,Ind,Chauffage,Chauffage,Week,0.00088709
10,8,Textile,Ind,Chauffage,Chauffage,Week,0.0
10,8,Principal,Residentiel,Chauffage,Chauffage,Week,0.02541008
10,8,Secondaire,Residentiel,Chauffage,Chauffage,Week,0.002767123
10,8,MatConstruction,Ind,Chauffage,Chauffage,Week,0.013743743999999999
10,8,MatVerre,Ind,Chauffage,Chauffage,Week,0.00250594
10,8,ADMBUR,Tertiaire,Chauffage,Chauffage,Week,0.005201949
10,8,Autres,Tertiaire,Chauffage,Chauffage,Week,0.0
10,8,CHR,Tertiaire,Chauffage,Chauffage,Week,0.004564536
10,8,COM,Tertiaire,Chauffage,Chauffage,Week,0.002705608
10,8,ENS,Tertiaire,Chauffage,Chauffage,Week,0.000689438
10,8,EP,Tertiaire,Chauffage,Chauffage,Week,0.0
10,8,HCO,Tertiaire,Chauffage,Chauffage,Week,0.000630947
10,8,SAN,Tertiaire,Chauffage,Chauffage,Week,0.001261279
10,8,SPL,Tertiaire,Chauffage,Chauffage,Week,0.000743805
10,8,TRA,Tertiaire,Chauffage,Chauffage,Week,0.000225706
10,9,Autre,Autre,Chauffage,Chauffage,Week,0.0
10,9,Agroalimentaires,Ind,Chauffage,Chauffage,Week,0.00042987699999999995
10,9,ChimieMateriaux,Ind,Chauffage,Chauffage,Week,2.13e-05
10,9,ComposantsElec,Ind,Chauffage,Chauffage,Week,0.000460102
10,9,ConstructionMecanique,Ind,Chauffage,Chauffage,Week,5.45e-05
10,9,ConstructionNavArm,Ind,Chauffage,Chauffage,Week,0.000273437
10,9,EquipTransport,Ind,Chauffage,Chauffage,Week,5.18e-05
10,9,FonderieMetaux,Ind,Chauffage,Chauffage,Week,0.00018686
10,9,MineraiMetal,Ind,Chauffage,Chauffage,Week,9.98e-06
10,9,papier,Ind,Chauffage,Chauffage,Week,0.00026392
10,9,ParachimiePharma,Ind,Chauffage,Chauffage,Week,0.000979423
10,9,Textile,Ind,Chauffage,Chauffage,Week,0.0
10,9,Principal,Residentiel,Chauffage,Chauffage,Week,0.030161527999999996
10,9,Secondaire,Residentiel,Chauffage,Chauffage,Week,0.0030742540000000002
10,9,MatConstruction,Ind,Chauffage,Chauffage,Week,0.014144203999999999
10,9,MatVerre,Ind,Chauffage,Chauffage,Week,0.002587912
10,9,ADMBUR,Tertiaire,Chauffage,Chauffage,Week,0.004903777
10,9,Autres,Tertiaire,Chauffage,Chauffage,Week,0.0
10,9,CHR,Tertiaire,Chauffage,Chauffage,Week,0.004061466
10,9,COM,Tertiaire,Chauffage,Chauffage,Week,0.002551789
10,9,ENS,Tertiaire,Chauffage,Chauffage,Week,0.000647371
10,9,EP,Tertiaire,Chauffage,Chauffage,Week,0.0
10,9,HCO,Tertiaire,Chauffage,Chauffage,Week,0.000748928
10,9,SAN,Tertiaire,Chauffage,Chauffage,Week,0.001110429
10,9,SPL,Tertiaire,Chauffage,Chauffage,Week,0.0006961239999999999
10,9,TRA,Tertiaire,Chauffage,Chauffage,Week,0.000211237
10,10,Autre,Autre,Chauffage,Chauffage,Week,0.0
10,10,Agroalimentaires,Ind,Chauffage,Chauffage,Week,0.00042987699999999995
10,10,ChimieMateriaux,Ind,Chauffage,Chauffage,Week,2.13e-05
10,10,ComposantsElec,Ind,Chauffage,Chauffage,Week,0.000460102
10,10,ConstructionMecanique,Ind,Chauffage,Chauffage,Week,5.45e-05
10,10,ConstructionNavArm,Ind,Chauffage,Chauffage,Week,0.000273437
10,10,EquipTransport,Ind,Chauffage,Chauffage,Week,5.18e-05
10,10,FonderieMetaux,Ind,Chauffage,Chauffage,Week,0.00018686
10,10,MineraiMetal,Ind,Chauffage,Chauffage,Week,9.98e-06
10,10,papier,Ind,Chauffage,Chauffage,Week,0.00026392
10,10,ParachimiePharma,Ind,Chauffage,Chauffage,Week,0.000979423
10,10,Textile,Ind,Chauffage,Chauffage,Week,0.0
10,10,Principal,Residentiel,Chauffage,Chauffage,Week,0.026158598999999998
10,10,Secondaire,Residentiel,Chauffage,Chauffage,Week,0.00269543
10,10,MatConstruction,Ind,Chauffage,Chauffage,Week,0.014144203999999999
10,10,MatVerre,Ind,Chauffage,Chauffage,Week,0.002587912
10,10,ADMBUR,Tertiaire,Chauffage,Chauffage,Week,0.0036910909999999996
10,10,Autres,Tertiaire,Chauffage,Chauffage,Week,0.0
10,10,CHR,Tertiaire,Chauffage,Chauffage,Week,0.003070798
10,10,COM,Tertiaire,Chauffage,Chauffage,Week,0.001926196
10,10,ENS,Tertiaire,Chauffage,Chauffage,Week,0.00047646
10,10,EP,Tertiaire,Chauffage,Chauffage,Week,0.0
10,10,HCO,Tertiaire,Chauffage,Chauffage,Week,0.000649533
10,10,SAN,Tertiaire,Chauffage,Chauffage,Week,0.000796523
10,10,SPL,Tertiaire,Chauffage,Chauffage,Week,0.0005022000000000001
10,10,TRA,Tertiaire,Chauffage,Chauffage,Week,0.000152392
10,11,Autre,Autre,Chauffage,Chauffage,Week,0.0
10,11,Agroalimentaires,Ind,Chauffage,Chauffage,Week,0.00042987699999999995
10,11,ChimieMateriaux,Ind,Chauffage,Chauffage,Week,2.13e-05
10,11,ComposantsElec,Ind,Chauffage,Chauffage,Week,0.000460102
10,11,ConstructionMecanique,Ind,Chauffage,Chauffage,Week,5.45e-05
10,11,ConstructionNavArm,Ind,Chauffage,Chauffage,Week,0.000273437
10,11,EquipTransport,Ind,Chauffage,Chauffage,Week,5.18e-05
10,11,FonderieMetaux,Ind,Chauffage,Chauffage,Week,0.00018686
10,11,MineraiMetal,Ind,Chauffage,Chauffage,Week,9.98e-06
10,11,papier,Ind,Chauffage,Chauffage,Week,0.00026392
10,11,ParachimiePharma,Ind,Chauffage,Chauffage,Week,0.000979423
10,11,Textile,Ind,Chauffage,Chauffage,Week,0.0
10,11,Principal,Residentiel,Chauffage,Chauffage,Week,0.016198174
10,11,Secondaire,Residentiel,Chauffage,Chauffage,Week,0.001813658
10,11,MatConstruction,Ind,Chauffage,Chauffage,Week,0.014144203999999999
10,11,MatVerre,Ind,Chauffage,Chauffage,Week,0.002587912
10,11,ADMBUR,Tertiaire,Chauffage,Chauffage,Week,0.002099459
10,11,Autres,Tertiaire,Chauffage,Chauffage,Week,0.0
10,11,CHR,Tertiaire,Chauffage,Chauffage,Week,0.0021079889999999998
10,11,COM,Tertiaire,Chauffage,Chauffage,Week,0.001105115
10,11,ENS,Tertiaire,Chauffage,Chauffage,Week,0.000252763
10,11,EP,Tertiaire,Chauffage,Chauffage,Week,0.0
10,11,HCO,Tertiaire,Chauffage,Chauffage,Week,0.00040221
10,11,SAN,Tertiaire,Chauffage,Chauffage,Week,0.00047572900000000004
10,11,SPL,Tertiaire,Chauffage,Chauffage,Week,0.000247678
10,11,TRA,Tertiaire,Chauffage,Chauffage,Week,7.52e-05
10,12,Autre,Autre,Chauffage,Chauffage,Week,0.0
10,12,Agroalimentaires,Ind,Chauffage,Chauffage,Week,0.00042987699999999995
10,12,ChimieMateriaux,Ind,Chauffage,Chauffage,Week,2.13e-05
10,12,ComposantsElec,Ind,Chauffage,Chauffage,Week,0.000460102
10,12,ConstructionMecanique,Ind,Chauffage,Chauffage,Week,5.45e-05
10,12,ConstructionNavArm,Ind,Chauffage,Chauffage,Week,0.000273437
10,12,EquipTransport,Ind,Chauffage,Chauffage,Week,5.18e-05
10,12,FonderieMetaux,Ind,Chauffage,Chauffage,Week,0.00018686
10,12,MineraiMetal,Ind,Chauffage,Chauffage,Week,9.98e-06
10,12,papier,Ind,Chauffage,Chauffage,Week,0.00026392
10,12,ParachimiePharma,Ind,Chauffage,Chauffage,Week,0.000979423
10,12,Textile,Ind,Chauffage,Chauffage,Week,0.0
10,12,Principal,Residentiel,Chauffage,Chauffage,Week,0.009253951
10,12,Secondaire,Residentiel,Chauffage,Chauffage,Week,0.001338931
10,12,MatConstruction,Ind,Chauffage,Chauffage,Week,0.014144203999999999
10,12,MatVerre,Ind,Chauffage,Chauffage,Week,0.002587912
10,12,ADMBUR,Tertiaire,Chauffage,Chauffage,Week,0.001437237
10,12,Autres,Tertiaire,Chauffage,Chauffage,Week,0.0
10,12,CHR,Tertiaire,Chauffage,Chauffage,Week,0.001573459
10,12,COM,Tertiaire,Chauffage,Chauffage,Week,0.0006658219999999999
10,12,ENS,Tertiaire,Chauffage,Chauffage,Week,0.000165448
10,12,EP,Tertiaire,Chauffage,Chauffage,Week,0.0
10,12,HCO,Tertiaire,Chauffage,Chauffage,Week,0.00022978099999999997
10,12,SAN,Tertiaire,Chauffage,Chauffage,Week,0.00030617299999999997
10,12,SPL,Tertiaire,Chauffage,Chauffage,Week,0.000150586
10,12,TRA,Tertiaire,Chauffage,Chauffage,Week,4.57e-05
10,13,Autre,Autre,Chauffage,Chauffage,Week,0.0
10,13,Agroalimentaires,Ind,Chauffage,Chauffage,Week,0.00042987699999999995
10,13,ChimieMateriaux,Ind,Chauffage,Chauffage,Week,2.13e-05
10,13,ComposantsElec,Ind,Chauffage,Chauffage,Week,0.000460102
10,13,ConstructionMecanique,Ind,Chauffage,Chauffage,Week,5.45e-05
10,13,ConstructionNavArm,Ind,Chauffage,Chauffage,Week,0.000273437
10,13,EquipTransport,Ind,Chauffage,Chauffage,Week,5.18e-05
10,13,FonderieMetaux,Ind,Chauffage,Chauffage,Week,0.00018686
10,13,MineraiMetal,Ind,Chauffage,Chauffage,Week,9.98e-06
10,13,papier,Ind,Chauffage,Chauffage,Week,0.00026392
10,13,ParachimiePharma,Ind,Chauffage,Chauffage,Week,0.000979423
10,13,Textile,Ind,Chauffage,Chauffage,Week,0.0
10,13,Principal,Residentiel,Chauffage,Chauffage,Week,0.0022015620000000002
10,13,Secondaire,Residentiel,Chauffage,Chauffage,Week,0.0007344869999999999
10,13,MatConstruction,Ind,Chauffage,Chauffage,Week,0.014144203999999999
10,13,MatVerre,Ind,Chauffage,Chauffage,Week,0.002587912
10,13,ADMBUR,Tertiaire,Chauffage,Chauffage,Week,0.000530291
10,13,Autres,Tertiaire,Chauffage,Chauffage,Week,0.0
10,13,CHR,Tertiaire,Chauffage,Chauffage,Week,0.00092929
10,13,COM,Tertiaire,Chauffage,Chauffage,Week,0.00010028200000000001
10,13,ENS,Tertiaire,Chauffage,Chauffage,Week,4.5600000000000004e-05
10,13,EP,Tertiaire,Chauffage,Chauffage,Week,0.0
10,13,HCO,Tertiaire,Chauffage,Chauffage,Week,5.47e-05
10,13,SAN,Tertiaire,Chauffage,Chauffage,Week,8.32e-05
10,13,SPL,Tertiaire,Chauffage,Chauffage,Week,1.4400000000000001e-05
10,13,TRA,Tertiaire,Chauffage,Chauffage,Week,4.36e-06
10,14,Autre,Autre,Chauffage,Chauffage,Week,0.0
10,14,Agroalimentaires,Ind,Chauffage,Chauffage,Week,0.00042987699999999995
10,14,ChimieMateriaux,Ind,Chauffage,Chauffage,Week,2.13e-05
10,14,ComposantsElec,Ind,Chauffage,Chauffage,Week,0.000460102
10,14,ConstructionMecanique,Ind,Chauffage,Chauffage,Week,5.45e-05
10,14,ConstructionNavArm,Ind,Chauffage,Chauffage,Week,0.000273437
10,14,EquipTransport,Ind,Chauffage,Chauffage,Week,5.18e-05
10,14,FonderieMetaux,Ind,Chauffage,Chauffage,Week,0.00018686
10,14,MineraiMetal,Ind,Chauffage,Chauffage,Week,9.98e-06
10,14,papier,Ind,Chauffage,Chauffage,Week,0.00026392
10,14,ParachimiePharma,Ind,Chauffage,Chauffage,Week,0.000979423
10,14,Textile,Ind,Chauffage,Chauffage,Week,0.0
10,14,Principal,Residentiel,Chauffage,Chauffage,Week,0.0
10,14,Secondaire,Residentiel,Chauffage,Chauffage,Week,7.99e-05
10,14,MatConstruction,Ind,Chauffage,Chauffage,Week,0.014144203999999999
10,14,MatVerre,Ind,Chauffage,Chauffage,Week,0.002587912
10,14,ADMBUR,Tertiaire,Chauffage,Chauffage,Week,0.0
10,14,Autres,Tertiaire,Chauffage,Chauffage,Week,0.0
10,14,CHR,Tertiaire,Chauffage,Chauffage,Week,0.00025923200000000003
10,14,COM,Tertiaire,Chauffage,Chauffage,Week,0.0
10,14,ENS,Tertiaire,Chauffage,Chauffage,Week,0.0
10,14,EP,Tertiaire,Chauffage,Chauffage,Week,0.0
10,14,HCO,Tertiaire,Chauffage,Chauffage,Week,0.0
10,14,SAN,Tertiaire,Chauffage,Chauffage,Week,0.0
10,14,SPL,Tertiaire,Chauffage,Chauffage,Week,0.0
10,14,TRA,Tertiaire,Chauffage,Chauffage,Week,0.0
10,15,Autre,Autre,Chauffage,Chauffage,Week,0.0
10,15,Agroalimentaires,Ind,Chauffage,Chauffage,Week,0.00042987699999999995
10,15,ChimieMateriaux,Ind,Chauffage,Chauffage,Week,2.13e-05
10,15,ComposantsElec,Ind,Chauffage,Chauffage,Week,0.000460102
10,15,ConstructionMecanique,Ind,Chauffage,Chauffage,Week,5.45e-05
10,15,ConstructionNavArm,Ind,Chauffage,Chauffage,Week,0.000273437
10,15,EquipTransport,Ind,Chauffage,Chauffage,Week,5.18e-05
10,15,FonderieMetaux,Ind,Chauffage,Chauffage,Week,0.00018686
10,15,MineraiMetal,Ind,Chauffage,Chauffage,Week,9.98e-06
10,15,papier,Ind,Chauffage,Chauffage,Week,0.00026392
10,15,ParachimiePharma,Ind,Chauffage,Chauffage,Week,0.000979423
10,15,Textile,Ind,Chauffage,Chauffage,Week,0.0
10,15,Principal,Residentiel,Chauffage,Chauffage,Week,0.0
10,15,Secondaire,Residentiel,Chauffage,Chauffage,Week,0.000146852
10,15,MatConstruction,Ind,Chauffage,Chauffage,Week,0.014144203999999999
10,15,MatVerre,Ind,Chauffage,Chauffage,Week,0.002587912
10,15,ADMBUR,Tertiaire,Chauffage,Chauffage,Week,0.0
10,15,Autres,Tertiaire,Chauffage,Chauffage,Week,0.0
10,15,CHR,Tertiaire,Chauffage,Chauffage,Week,0.000269671
10,15,COM,Tertiaire,Chauffage,Chauffage,Week,0.0
10,15,ENS,Tertiaire,Chauffage,Chauffage,Week,0.0
10,15,EP,Tertiaire,Chauffage,Chauffage,Week,0.0
10,15,HCO,Tertiaire,Chauffage,Chauffage,Week,0.0
10,15,SAN,Tertiaire,Chauffage,Chauffage,Week,0.0
10,15,SPL,Tertiaire,Chauffage,Chauffage,Week,0.0
