"TIMESTAMP","areaConsumption"
454,78996
455,74953
456,77347
457,76237
458,71826
459,71698
460,69465
461,67383
462,67481
463,71358
464,78701
465,84133
466,84828
467,85160
468,84934
469,84924
470,83721
471,81624
472,79047
473,77523
474,77419
475,82126
476,86801
477,83824
478,79035
479,75260
480,78254
481,77101
482,72867
483,73015
484,70819
485,68705
486,68726
487,73176
488,80772
489,85847
490,85665
491,85635
492,85016
493,84733
494,83208
495,80679
496,77728
497,76124
498,76303
499,81501
500,86203
501,83097
502,78922
503,75357
504,78069
505,77002
506,72675
507,72597
508,70450
509,68251
510,68373
511,72116
512,79524
513,84550
514,84627
515,84521
516,83938
517,84056
518,83122
519,80770
520,78192
521,76515
522,76174
523,79737
524,82030
525,78751
526,73980
527,70396
528,73104
529,71624
530,66710
531,64801
532,62065
533,59422
534,58315
535,59353
536,61602
537,64433
538,66648
539,68719
540,68775
541,69359
542,70283
543,66882
544,64061
545,62328
546,61839
547,66624
548,70513
549,69117
550,66096
551,63800
552,67523
553,67679
554,63672
555,62535
556,59817
557,56746
558,55529
559,56098
560,56933
561,58666
562,60395
563,62816
564,63807
565,64325
566,65002
567,60529
568,57306
569,55452
570,55449
571,60206
572,66012
573,66059
574,63596
575,61086
576,64148
577,63774
578,60259
579,59567
580,57626
581,55768
582,56375
583,60800
584,68732
585,74250
586,74371
587,73720
588,72517
589,72125
590,70707
591,68389
592,65818
593,64466
594,64329
595,69189
596,74183
597,71549
598,66984
599,63448
600,66018
601,65049
602,60847
603,59653
604,57474
605,55313
606,55752
607,59574
608,66881
609,72376
610,72215
611,72156
612,71716
613,71772
614,70595
615,68475
616,66382
617,64984
618,64431
619,69113
620,74244
621,71366
622,66859
623,63171
624,65592
625,64652
626,60233
627,59136
628,56796
629,54694
630,54989
631,58405
632,65589
633,70730
634,71068
635,71367
636,71551
637,72151
638,71373
639,69591
640,67616
641,66235
642,65725
643,69488
644,73966
645,70853
646,66220
647,62696
648,65049
649,64446
650,59686
651,58572
652,56371
653,54246
654,54386
655,58083
656,65764
657,71147
658,70931
659,71045
660,70718
661,71215
662,70380
663,68743
664,66813
665,65379
666,65221
667,69267
668,74638
669,71884
670,67362
671,63690
672,66579
673,65985
674,61388
675,60411
676,58363
677,56395
678,56775
679,60764
680,68089
681,73560
682,73277
683,73077
684,72565
685,72583
686,71614
687,69371
688,67299
689,65698
690,65187
691,68622
692,72711
693,70331
694,66303
695,63363
696,66263
697,65385
698,60471
699,58915
700,56544
701,53985
702,53398
703,54760
704,57217
705,60138
706,62143
707,64222
708,64688
709,65677
710,66860
711,63571
712,61475
713,60169
714,59902
715,63433
716,67284
717,65489
718,62281
719,59724
720,63320
721,63089
722,58612
723,57124
724,54264
725,51350
726,49878
727,50354
728,51171
729,52457
730,54295
731,57199
732,59222
733,60868
734,62209
735,58280
736,55621
737,54334
738,53732
739,57297
740,62353
741,61884
742,59115
743,56268
744,59064
745,58436
746,54458
747,53542
748,51195
749,49182
750,49497
751,53775
752,61523
753,66528
754,66567
755,66827
756,66796
757,67690
758,67413
759,66271
760,64437
761,63350
762,62904
763,65924
764,71092
765,68143
766,63685
767,59932
768,62650
769,61734
770,56759
771,55657
772,53240
773,51189
774,51442
775,55151
776,62745
777,67663
778,67435
779,67462
780,67351
781,68227
782,67846
783,66404
784,64819
785,63848
786,63759
787,66825
788,72267
789,69688
790,64987
791,61571
792,64250
793,63328
794,58588
795,57504
796,55164
797,53269
798,53673
799,57852
800,65294
801,70672
802,71337
803,71394
804,70890
805,71281
806,70719
807,69549
808,67779
809,66786
810,66755
811,69980
812,76801
813,74359
814,69820
815,66172
816,69199
817,68450
818,64011
819,63278
820,61090
821,59323
822,59469
823,63489
824,71109
825,75961
826,75863
827,75606
828,75270
829,75604
830,74598
831,72872
832,70741
833,69491
834,69021
835,71615
836,76709
837,73626
838,68743
839,64871
840,67267
841,66144
842,61221
843,60021
844,57671
845,55582
846,55712
847,59570
848,66702
849,71342
850,71278
851,70997
852,70228
853,70258
854,69433
855,67237
856,65124
857,63435
858,62510
859,65579
860,70920
861,68937
862,64948
863,61972
864,65084
865,64096
866,59293
867,57680
868,55273
869,52731
870,51944
871,53419
872,55993
873,58444
874,60426
875,61998
876,61944
877,62497
878,62983
879,59510
880,56657
881,54881
882,54492
883,57903
884,63687
885,62355
886,59265
887,57002
888,60453
889,60332
890,56171
891,54787
892,52059
893,49598
894,48397
895,49274
896,50632
897,51953
898,54331
899,57434
900,59203
901,60574
902,61611
903,57789
904,55050
905,53695
906,53657
907,56978
908,64204
909,64425
910,61897
911,59740
912,62944
913,62307
914,58379
915,57424
916,55183
917,53059
918,53433
919,57468
920,64309
921,68968
922,69928
923,70421
924,69991
925,70764
926,70370
927,69040
928,66932
929,65766
930,65183
931,67802
932,73966
933,71696
934,67007
935,63258
936,66128
937,64950
938,60175
939,58789
940,56549
941,54399
942,54659
943,58370
944,64856
945,69430
946,70562
947,71009
948,71486
949,72566
950,72551
951,71573
952,70214
953,69645
954,69367
955,71739
956,77353
957,74738
958,70183
959,66678
960,69377
961,68562
962,64094
963,63122
964,61003
965,59159
966,59793
967,63711
968,70332
969,75084
970,76286
971,76384
972,75503
973,75536
974,74723
975,73335
976,71243
977,69802
978,69401
979,71678
980,78526
981,76325
982,71773
983,68194
984,70848
985,69924
986,65494
987,64555
988,62345
989,60524
990,60577
991,64491
992,71298
993,75556
994,76337
995,76292
996,75472
997,75314
998,74223
999,72317
1000,70275
1001,68972
1002,68781
1003,71398
1004,78201
1005,75611
1006,71048
1007,67435
1008,70546
1009,69387
1010,64948
1011,64530
1012,62218
1013,60152
1014,60390
1015,64033
1016,70385
1017,74670
1018,75904
1019,76947
1020,76998
1021,77786
1022,77267
1023,75225
1024,72600
1025,70748
1026,69992
1027,71856
1028,76681
1029,74417
1030,70036
1031,66624
1032,69751
1033,68727
1034,63557
1035,62105
1036,59294
1037,56846
1038,55862
1039,56947
1040,59117
1041,61047
1042,63568
1043,66013
1044,66859
1045,67630
1046,67993
1047,64826
1048,62237
1049,60702
1050,59958
1051,62252
1052,67815
1053,66534
1054,63366
1055,60849
1056,64403
1057,63992
1058,59505
1059,58199
1060,55378
1061,52586
1062,51652
1063,52208
1064,53304
1065,54285
1066,56630
1067,59399
1068,61013
1069,62297
1070,63468
1071,59818
1072,57456
1073,56239
1074,55691
1075,58800
1076,66547
1077,66950
1078,64786
1079,62577
1080,66198
1081,65415
1082,61637
1083,60800
1084,58850
1085,57281
1086,58198
1087,62531
1088,69185
1089,73631
1090,75669
1091,76472
1092,76283
1093,77174
1094,76759
1095,75424
1096,73304
1097,71927
1098,71148
1099,73137
1100,80399
1101,78661
1102,74280
1103,70520
1104,73848
1105,72784
1106,68564
1107,67727
1108,65806
1109,64140
1110,64440
1111,68526
1112,75033
1113,78903
1114,80514
1115,80203
1116,78991
1117,78847
1118,77576
1119,75449
1120,72850
1121,71075
1122,70540
1123,72683
1124,80676
1125,79188
1126,74911
1127,71606
1128,75092
1129,74104
1130,69832
1131,70108
1132,67836
1133,65807
1134,66123
1135,69998
1136,76226
1137,80066
1138,81882
1139,81808
1140,81109
1141,81214
1142,79571
1143,77508
1144,74769
1145,73231
1146,72735
1147,74919
1148,82500
1149,80478
1150,76029
1151,72606
1152,75495
1153,74409
1154,70086
1155,70266
1156,67897
1157,65899
1158,65824
1159,69318
1160,75406
1161,78783
1162,79963
1163,80673
1164,80536
1165,81136
1166,80371
1167,78787
1168,76383
1169,74907
1170,73766
1171,74952
1172,81354
1173,79541
1174,75247
1175,71769
1176,74602
1177,73879
1178,69424
1179,69432
1180,67263
1181,65179
1182,65247
1183,68840
1184,75186
1185,78221
1186,79424
1187,79449
1188,77885
1189,76962
1190,75347
1191,72833
1192,70234
1193,68124
1194,66965
1195,68792
1196,76101
1197,74924
1198,71238
1199,68222
1200,71323
1201,70546
1202,65943
1203,65688
1204,62948
1205,60270
1206,59098
1207,60248
1208,62209
1209,63408
1210,65833
1211,67562
1212,67570
1213,68026
1214,68405
1215,65075
1216,62463
1217,60645
1218,59946
1219,61627
1220,67615
1221,66498
1222,63152
1223,60393
1224,64025
1225,63687
1226,59388
1227,58238
1228,55268
1229,52435
1230,51165
1231,51487
1232,52678
1233,52808
1234,55143
1235,57254
1236,58098
1237,58942
1238,59873
1239,55800
1240,53134
1241,51301
1242,50833
1243,53257
1244,61099
1245,61931
1246,59494
1247,57029
1248,60273
1249,59623
1250,55664
1251,55117
1252,52924
1253,50890
1254,51374
1255,55571
1256,62521
1257,65919
1258,68013
1259,68884
1260,69203
1261,70033
1262,69899
1263,68644
1264,66589
1265,65127
1266,64185
1267,65590
1268,71726
1269,69805
1270,64968
1271,60938
1272,64044
1273,63158
1274,58551
1275,57604
1276,55338
1277,53365
1278,53852
1279,57662
1280,64704
1281,68058
1282,69838
1283,70464
1284,70181
1285,70904
1286,70075
1287,68629
1288,66569
1289,64729
1290,64240
1291,65641
1292,73029
1293,71601
1294,67190
1295,63621
1296,66689
1297,65829
1298,61356
1299,60489
1300,58485
1301,56764
1302,57097
1303,60966
1304,67630
1305,70969
1306,72566
1307,72903
1308,72448
1309,72741
1310,71904
1311,70429
1312,68254
1313,67054
1314,66430
1315,68354
1316,75087
1317,73206
1318,68327
1319,64890
1320,67749
1321,66871
1322,62685
1323,61862
1324,59717
1325,57878
1326,58269
1327,62157
1328,69400
1329,72565
1330,73805
1331,73707
1332,72710
1333,72768
1334,71830
1335,70100
1336,68049
1337,66869
1338,66581
1339,68195
1340,75348
1341,73976
1342,69674
1343,66493
1344,69531
1345,68756
1346,64357
1347,63673
1348,61636
1349,60028
1350,60416
1351,64568
1352,71550
1353,74689
1354,75969
1355,75459
1356,74277
1357,73713
1358,72466
1359,70068
1360,67698
1361,66348
1362,65806
1363,68032
1364,74577
1365,73814
1366,69981
1367,66973
1368,70241
1369,69430
1370,64739
1371,63492
1372,60900
1373,58596
1374,57753
1375,59272
1376,61773
1377,63115
1378,66453
1379,68122
1380,68290
1381,69072
1382,69497
1383,66085
1384,63322
1385,61758
1386,61340
1387,63251
1388,69776
1389,69465
1390,66180
1391,63855
1392,67801
1393,67570
1394,63336
1395,62394
1396,59897
1397,57308
1398,56472
1399,57214
1400,58551
1401,58945
1402,61908
1403,64426
1404,65367
1405,66158
1406,66886
1407,62755
1408,59801
1409,58361
1410,58117
1411,60723
1412,68367
1413,69716
1414,67453
1415,65061
1416,68369
1417,67841
1418,64169
1419,63734
1420,62038
1421,60272
1422,61073
1423,65662
1424,73042
1425,76296
1426,77879
1427,77822
1428,77246
1429,77624
1430,76951
1431,74939
1432,72146
1433,70049
1434,69242
1435,70666
1436,78143
1437,77747
1438,73151
1439,69669
1440,72410
1441,71487
1442,67100
1443,66683
1444,64775
1445,62972
1446,63227
1447,67087
1448,74418
1449,76963
1450,77863
1451,77643
1452,76838
1453,76720
1454,76069
1455,74277
1456,72131
1457,70720
1458,70206
1459,71679
1460,77835
1461,76260
1462,70773
1463,66654
1464,68919
1465,67586
1466,63140
1467,62474
1468,60023
1469,57500
1470,57665
1471,61511
1472,68284
1473,71260
1474,72938
1475,73065
1476,72471
1477,72512
1478,71833
1479,70856
1480,69336
1481,68504
1482,68453
1483,69994
1484,76873
1485,76089
1486,71316
1487,67677
1488,70474
1489,69511
1490,65068
1491,64226
1492,62276
1493,60244
1494,60591
1495,64578
1496,71566
1497,74459
1498,75331
1499,75655
1500,75417
1501,75588
1502,74792
1503,73100
1504,70744
1505,69133
1506,68408
1507,69567
1508,76420
1509,75753
1510,70641
1511,66999
1512,69674
1513,68552
1514,64234
1515,63099
1516,61094
1517,59066
1518,59228
1519,62911
1520,69519
1521,72418
1522,74035
1523,74567
1524,74475
1525,74037
1526,73213
1527,71035
1528,68772
1529,67212
1530,66413
1531,67829
1532,73077
1533,72692
1534,68176
1535,65145
1536,68360
1537,67503
1538,62911
1539,61679
1540,59121
1541,56703
1542,56215
1543,57547
1544,59855
1545,61203
1546,64608
1547,66651
1548,66518
1549,66945
1550,67817
1551,64547
1552,61887
1553,60273
1554,59526
1555,61318
1556,67597
1557,68634
1558,65388
1559,63115
1560,67253
1561,67083
1562,62983
1563,61939
1564,59528
1565,57038
1566,56241
1567,56986
1568,58074
1569,58553
1570,61129
1571,63001
1572,63729
1573,64252
1574,65415
1575,61701
1576,58904
1577,57227
1578,56705
1579,58884
1580,66606
1581,69101
1582,66534
1583,63932
1584,67268
1585,66806
1586,63330
1587,62746
1588,60797
1589,58888
1590,59602
1591,63976
1592,71432
1593,74335
1594,75661
1595,75835
1596,75135
1597,74961
1598,74585
1599,72963
1600,71026
1601,69829
1602,69042
1603,70574
1604,77531
1605,77716
1606,72804
1607,69000
1608,72133
1609,71176
1610,66712
1611,66880
1612,64718
1613,62859
1614,63470
1615,67906
1616,75579
1617,78185
1618,78692
1619,77950
1620,76717
1621,76098
1622,75056
1623,73218
1624,70879
1625,69437
1626,68604
1627,70368
1628,76845
1629,76819
1630,71733
1631,67874
1632,70374
1633,69499
1634,65304
1635,65237
1636,62881
1637,60726
1638,61099
1639,64836
1640,71128
1641,73825
1642,75735
1643,75956
1644,75658
1645,76019
1646,75332
1647,73844
1648,71726
1649,70536
1650,69764
1651,70637
1652,76651
1653,76422
1654,71372
1655,67625
1656,70604
1657,69688
1658,65495
1659,65336
1660,63215
1661,60962
1662,61182
1663,65110
1664,72233
1665,74891
1666,75489
1667,75189
1668,74178
1669,73864
1670,72986
1671,71232
1672,69023
1673,67481
1674,66722
1675,68082
1676,74134
1677,74736
1678,69841
1679,66151
1680,68947
1681,68153
1682,63781
1683,63479
1684,61145
1685,59205
1686,59532
1687,63798
1688,71155
1689,74283
1690,75044
1691,74341
1692,73067
1693,71967
1694,70948
1695,68506
1696,65935
1697,64034
1698,62970
1699,64417
1700,70048
1701,71467
1702,67540
1703,64553
1704,67717
1705,66981
1706,62155
1707,61004
1708,58792
1709,56647
1710,56244
1711,58007
1712,59929
1713,61869
1714,64552
1715,65073
1716,63641
1717,63053
1718,63203
1719,59540
1720,56662
1721,54639
1722,53808
1723,55678
1724,61785
1725,64626
1726,61446
1727,59575
1728,63760
1729,63860
1730,60149
1731,59411
1732,56917
1733,54619
1734,53900
1735,54833
1736,55626
1737,56565
1738,58760
1739,60100
1740,60041
1741,60350
1742,60692
1743,56462
1744,53419
1745,51868
1746,51513
1747,53771
1748,60516
1749,64346
1750,62416
1751,59913
1752,63261
1753,63043
1754,59648
1755,59121
1756,57424
1757,55756
1758,56605
1759,61235
1760,68220
1761,71669
1762,72179
1763,71404
1764,69722
1765,69110
1766,68282
1767,66458
1768,63902
1769,62354
1770,61473
1771,62692
1772,68931
1773,71189
1774,66734
1775,63366
1776,66320
1777,65565
1778,61510
1779,60780
1780,59144
1781,57647
1782,58355
1783,62849
1784,69765
1785,72914
1786,72691
1787,71145
1788,69151
1789,68372
1790,67109
1791,64914
1792,62446
1793,60780
1794,59871
1795,61452
1796,67543
1797,69621
1798,65258
1799,61702
1800,64499
1801,63835
1802,59523
1803,58592
1804,56721
1805,54963
1806,55439
1807,59802
1808,66221
1809,70109
1810,71573
1811,71758
1812,71652
1813,72743
1814,72666
1815,71704
1816,70162
1817,69066
1818,68318
1819,69505
1820,74694
1821,75377
1822,70426
1823,66596
1824,69264
1825,68324
1826,64359
1827,63543
1828,61315
1829,59480
1830,59868
1831,63999
1832,70732
1833,74047
1834,73964
1835,73033
1836,71493
1837,70828
1838,69704
1839,67244
1840,64734
1841,62915
1842,61648
1843,62532
1844,68228
1845,71021
1846,66808
1847,63489
1848,66438
1849,65887
1850,61946
1851,61408
1852,59731
1853,57889
1854,58537
1855,63008
1856,69310
1857,72130
1858,72205
1859,71302
1860,69701
1861,68944
1862,67606
1863,64726
1864,61895
1865,59749
1866,58431
1867,59499
1868,64311
1869,67802
1870,64112
1871,61676
1872,64726
1873,64150
1874,59363
1875,59200
1876,56625
1877,54420
1878,53957
1879,55699
1880,57110
1881,59444
1882,61996
1883,63090
1884,62356
1885,62755
1886,63148
1887,59684
1888,56906
1889,54933
1890,53992
1891,55379
1892,60299
1893,63392
1894,60429
1895,58256
1896,62091
1897,62002
1898,57997
1899,56979
1900,54416
1901,51782
1902,50790
1903,51544
1904,51529
1905,52911
1906,55512
1907,57721
1908,58574
1909,59673
1910,60526
1911,56476
1912,53806
1913,52184
1914,51631
1915,53635
1916,59349
1917,63241
1918,60774
1919,57986
1920,61230
1921,60830
1922,57043
1923,56503
1924,54488
1925,52791
1926,53645
1927,58375
1928,64573
1929,67912
1930,68609
1931,67967
1932,66871
1933,66922
1934,66414
1935,64847
1936,62740
1937,61131
1938,60206
1939,61008
1940,66222
1941,68978
1942,64297
1943,60641
1944,63729
1945,62992
1946,58636
1947,58313
1948,56299
1949,54342
1950,54984
1951,59342
1952,65416
1953,68676
1954,68595
1955,67621
1956,66508
1957,66100
1958,65245
1959,63005
1960,60728
1961,58893
1962,57651
1963,58560
1964,63721
1965,67395
1966,63194
1967,60065
1968,63054
1969,62251
1970,58117
1971,58005
1972,55875
1973,54232
1974,54974
1975,59155
1976,65136
1977,68976
1978,69352
1979,68397
1980,67320
1981,67626
1982,67101
1983,65278
1984,63284
1985,61755
1986,60705
1987,61584
1988,66458
1989,69173
1990,64485
1991,61086
1992,63864
1993,63186
1994,58804
1995,57987
1996,56054
1997,54285
1998,54851
1999,58938
2000,64773
2001,68117
2002,68218
2003,67502
2004,66640
2005,66455
2006,65687
2007,63900
2008,62001
2009,60371
2010,59556
2011,60681
2012,65577
2013,67817
2014,63575
2015,60140
2016,62929
2017,62134
2018,57719
2019,57256
2020,54962
2021,52988
2022,53072
2023,56778
2024,61862
2025,65831
2026,67120
2027,67432
2028,66908
2029,67156
2030,66834
2031,64627
2032,62320
2033,60126
2034,58764
2035,59339
2036,62553
2037,65633
2038,61979
2039,59078
2040,62017
2041,61054
2042,56250
2043,54898
2044,52297
2045,50058
2046,49652
2047,51014
2048,51700
2049,53768
2050,56087
2051,56933
2052,56401
2053,56832
2054,57450
2055,53972
2056,51560
2057,49505
2058,48160
2059,49162
2060,53111
2061,57091
2062,54452
2063,52425
2064,56258
2065,56408
2066,52575
2067,51429
2068,48679
2069,46287
2070,45931
2071,46622
2072,46781
2073,49686
2074,52567
2075,54288
2076,55296
2077,56384
2078,52196
2079,49313
2080,47672
2081,46399
2082,46792
2083,48940
2084,52019
2085,55433
2086,53876
2087,57878
2088,57933
2089,53471
2090,52194
2091,49862
2092,47585
2093,46763
2094,47536
2095,49022
2096,49133
2097,51479
2098,54339
2099,55787
2100,56745
2101,57614
2102,53659
2103,50860
2104,49166
2105,47874
2106,48954
2107,52664
2108,54945
2109,57195
2110,54927
2111,58451
2112,57771
2113,53572
2114,52785
2115,50829
2116,48967
2117,49540
2118,53727
2119,61519
2120,65336
2121,66906
2122,66932
2123,66164
2124,65706
2125,65019
2126,63058
2127,60922
2128,58872
2129,57608
2130,57332
2131,59950
2132,60773
2133,60873
2134,57944
2135,60352
2136,59336
2137,54342
2138,53016
2139,50859
2140,48881
2141,49068
2142,52550
2143,59791
2144,63423
2145,65243
2146,65554
2147,65109
2148,65198
2149,64666
2150,62924
2151,60939
2152,59091
2153,57612
2154,57807
2155,60485
2156,61179
2157,60830
2158,57314
2159,60072
2160,59083
2161,54184
2162,52953
2163,50450
2164,48542
2165,48555
2166,51789
2167,58694
2168,62407
2169,64262
2170,65142
2171,65092
2172,65585
2173,64964
2174,63627
2175,61867
2176,60505
2177,59441
2178,59714
2179,62334
2180,62136
2181,62019
2182,59073
2183,61926
2184,61222
2185,56423
2186,55227
2187,53226
2188,51366
2189,52068
2190,55986
2191,63718
2192,67696
2193,69204
2194,69253
2195,68261
2196,67665
2197,66600
2198,64007
2199,61571
2200,59432
2201,57807
2202,58288
2203,60087
2204,60396
2205,61153
2206,58887
2207,61916
2208,61331
2209,56070
2210,54715
2211,52234
2212,50012
2213,49385
2214,50864
2215,53250
2216,55034
2217,58192
2218,60172
2219,59835
2220,60178
2221,60908
2222,57232
2223,54556
2224,52681
2225,51345
2226,52021
2227,54426
2228,55247
2229,55879
2230,53502
2231,57135
2232,57138
2233,52420
2234,50822
2235,47938
2236,45299
2237,44107
2238,44443
2239,45584
2240,45850
2241,48259
2242,50172
2243,50806
2244,51501
2245,52579
2246,48567
2247,45782
2248,44266
2249,43476
2250,44766
2251,48160
2252,50362
2253,52305
2254,50116
2255,53328
2256,52900
2257,48597
2258,47653
2259,45520
2260,43650
2261,44393
2262,48286
2263,55120
2264,58931
2265,61134
2266,61567
2267,61250
2268,61577
2269,61055
2270,59669
2271,57570
2272,55836
2273,54228
2274,54189
2275,56970
2276,57256
2277,57120
2278,53939
2279,56854
2280,56031
2281,51160
2282,50071
2283,47837
2284,46017
2285,46299
2286,49685
2287,56199
2288,59961
2289,62108
2290,62686
2291,62233
2292,62399
2293,61644
2294,59943
2295,57905
2296,56330
2297,54808
2298,54854
2299,57078
2300,56968
2301,57125
2302,54581
2303,57351
2304,56606
2305,51797
2306,50774
2307,48631
2308,46993
2309,47227
2310,50987
2311,57419
2312,61084
2313,62537
2314,62563
2315,61880
2316,62087
2317,61412
2318,59796
2319,57882
2320,56301
2321,54859
2322,54893
2323,57198
2324,57409
2325,57911
2326,55351
2327,58278
2328,57590
2329,52878
2330,51751
2331,49601
2332,47835
2333,48173
2334,51984
2335,58726
2336,62271
2337,63764
2338,63735
2339,62993
2340,63631
2341,62903
2342,61242
2343,59397
2344,57600
2345,56233
2346,56291
2347,58598
2348,58365
2349,59378
2350,57248
2351,60259
2352,59435
2353,55009
2354,53966
2355,52065
2356,50464
2357,50881
2358,54676
2359,60875
2360,64340
2361,66044
2362,65963
2363,64339
2364,64544
2365,64147
2366,61933
2367,59612
2368,57934
2369,56308
2370,56389
2371,58346
2372,58163
2373,59121
2374,57149
2375,60510
2376,59570
2377,54684
2378,53084
2379,50832
2380,48445
2381,47924
2382,49349
2383,51077
2384,52721
2385,55557
2386,57032
2387,57045
2388,57463
2389,58166
2390,54787
2391,52462
2392,50539
2393,49307
2394,50110
2395,52593
2396,53389
2397,54600
2398,53146
2399,57434
2400,57650
2401,53246
2402,52129
2403,49579
2404,47253
2405,46432
2406,47215
2407,47909
2408,48773
2409,50917
2410,52311
2411,52230
2412,52528
2413,53059
2414,48798
2415,45932
2416,43852
2417,42425
2418,43119
2419,45680
2420,47851
2421,50603
2422,49808
2423,53220
2424,52855
2425,48473
2426,47407
2427,45356
2428,43698
2429,44279
2430,48237
2431,53779
2432,57477
2433,59632
2434,60484
2435,60394
2436,60697
2437,60273
2438,58609
2439,56780
2440,55356
2441,54003
2442,53554
2443,55620
2444,55733
2445,55705
2446,53474
2447,56685
2448,55934
2449,51098
2450,50085
2451,47953
2452,46325
2453,46748
2454,50384
2455,55633
2456,59117
2457,60558
2458,60730
2459,59952
2460,60025
2461,58976
2462,57377
2463,55191
2464,53648
2465,52106
2466,51826
2467,54345
2468,54183
2469,54418
2470,52419
2471,55517
2472,54585
2473,49886
2474,48670
2475,46674
2476,44841
2477,45031
2478,48603
2479,53420
2480,57708
2481,59621
2482,60178
2483,59900
2484,60310
2485,59473
2486,57831
2487,55780
2488,54227
2489,52710
2490,52694
2491,54611
2492,54490
2493,54325
