Mois;heures;Branche Nom;Somme de Lave-Linge;Somme de Lave-vaisselle;Somme de Sèche-linge;Somme de Réfrigérateurs et combinés;Somme de Congélateurs;Somme de Télévisions;Somme de Lecteurs DVD;Somme de Magnétoscopes;Somme de Ordinateurs fixes, secondaires et portables;Somme de Décodeurs, TNT, Satellite et TV ADSL;Somme de Imprimantes;Somme de Boxs et modems;Somme de Téléphones fixes;Somme de Chaîne-Hifi;Somme de Consoles de jeux;Somme de Grille Pain;Somme de Bouilloires électriques;Somme de Cafetières filtres / Machine à expresso;Somme de Micro-ondes;Somme de Mini-four;Somme de Friteuses;Somme de Hottes;Somme de Cuisinières;Somme de Aspirateur;Somme de Fers à repasser / Centrales vapeures;Somme de Ordinateurs;Somme de Imprimantes / Photocopieurs / Scanners;Somme de Serveurs;Somme de Faxs;Somme de Traceurs;Somme de Cuisson;Somme de Electroménager;Somme de Froid Alimentaire;Somme de Process;Somme de Energie;Somme de Agriculture;Somme de Auxiliaire de Chauffage;Somme de Chauffage;Somme de Eclairage Public;Somme de Eclairage;Somme de Climatisation;Somme de ECS;Somme de Autres (Inconnu);Somme de Pertes
1;3;IND Agroalimentaires;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00474219;0;0;0;0,000345216;0;0,000131473;0;0;5,6727E-06;0,000365719
1;3;IND Chimie & matériaux plastiques ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,021942177;0;0;0;1,8234E-05;0;0,000405947;0;0;0,001618031;0,001678907
1;3;IND Composants électriques et électroniques;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,011663926;0;0;0;0,00027883;0;0,001126361;0;0;0,000894463;0,000977451
1;3;IND Construction Mécanique;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,000799739;0;0;0;2,75647E-05;0;9,32125E-05;0;0;2,28497E-05;6,60356E-05
1;3;IND Construction navale et aéronautique, armement;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,001705914;0;0;0;9,19566E-05;0;0,000168587;0;0;0,000312417;0,000159521
1;3;IND Équipement de transport ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,000744657;0;0;0;2,08878E-05;0;8,64379E-05;0;0;2,03783E-05;6,10653E-05
1;3;IND Fonderie, travail des métaux;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,002930315;0;0;0;9,16377E-05;0;0,000129864;0;0;8,58779E-05;0,000226639
1;3;IND Minerai, métal ferreux/non ferreux ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,001471772;0;0;0;6,70612E-06;0;3,68518E-05;0;0;3,16147E-05;0,000108286
1;3;IND Papier;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,002788667;0;0;0;0,000250845;0;5,75593E-05;0;0;5,21113E-05;0,000220443
1;3;IND Parachimie, industrie pharmaceutique;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,010057774;0;0;0;0,000567299;0;0,000720946;0;0;0,000975045;0,000862475
1;3;IND Textile ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;3;Résidence Principale;0,006566472;0,001607609;0,00403343;0,020747126;0,013727928;0,007317884;0,001143154;0;0,004795213;0,002986326;0,000992252;0,001964665;0;0,001479142;0,001669675;3,97738E-05;5,34166E-05;1,33523E-07;0,000357449;0,000140272;1,37753E-05;8,55919E-06;2,68495E-05;0;8,45994E-05;0;0;0;0;0;0;0;0;0;0;0;0,006299814;0,272436025;0;0,003736154;0;0,10802899;0,029545439;0,034286149
1;3;Résidence Secondaire;0,00012146;3,31501E-05;6,09156E-05;0,001083474;0,000217558;0,000357146;8,03633E-06;0;0;0;0;0;0,000652669;6,67699E-06;5,99197E-06;9,94791E-07;2,80866E-06;1,21935E-08;6,56435E-06;1,82897E-06;4,00084E-07;5,55246E-07;1,38983E-06;0;1,7105E-06;0;0;0;0;0;0;0;0;0;0;0;0,001473524;0,013869569;0;0,000198687;0;0,007153868;0,00157121;0,001878114
1;3;SPE Matériaux de construction;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,011405712;0;0;0;0;0;0,0007984
1;3;SPE Verre;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,002337626;0;0;0;0;0;0,000163634
1;3;Tertiaire - Autres;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,057188029;0,004003162
1;3;Tertiaire - CHR;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,000369572;0;0;0;0;0;0;0;0,001298409;2,01861E-05;0,003527269;0,00054426;0;0;0,003378278;0,014346421;0;0,000970239;0;0,014227622;0,001973104;0,002845875
1;3;Tertiaire - COM;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,28653E-05;0;0;0;0;0;0;0;0,000355841;0;0,004771154;0,002208576;0;0;0,00423528;0,018366932;0;0,00243123;0;0,00493141;0,003520358;0,002859055
1;3;Tertiaire - ENS;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4,76895E-05;0;0;0,000356019;0,000103489;0,00017814;0;0;0,000396358;0;0,000771207;0;0;0;0,000150589;0,005127275;0;0,00073695;0;0,004557182;0,000400041;0,000897746
1;3;Tertiaire - EP;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,022757639;0;0;0;0;0,001593035
1;3;Tertiaire - HCO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3,35305E-05;0;0;0;0;0;0;0;0,000433434;0;0,000359973;0,000624871;0;0;0,000129408;0,006764747;0;0,000261142;0;0,004063769;0,000327463;0,000909884
1;3;Tertiaire - SAN;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3,29572E-05;0;0;0;0;0;0;0;0,000498095;0;0,001429834;0,000827341;0;0;0,0003905;0,00705526;0;0,00122855;0;0,008172112;0,001183692;0,001457284
1;3;Tertiaire - SPL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,04415E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,005688709;0;0;0;0,005827209;0,009105305;0,001444216
1;3;Tertiaire - TRA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4,69437E-06;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,001726227;0;0;0;0,000853758;0,004728609;0,00051193
1;3;Tertiaire - ADM-BUR;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,51636E-05;0;0;0,005780114;0,003538825;0,003311384;0;0;0,000453403;7,68323E-06;0,00387392;0,015242577;0;0;0,000136132;0,035601412;0;0,002100092;0;0,003632667;0,00851791;0,00575549
1;4;AUT Autres (dont Branche énergie, Transport et Agriculture);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,006237114;0;0,001562517;0;0;0;0;0;0;0,001430645;0,000646119
1;4;IND Agroalimentaires;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,004884994;0;0;0;0,000355612;0;0,000135432;0;0;5,84352E-06;0,000376732
1;4;IND Chimie & matériaux plastiques ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,022077531;0;0;0;1,83465E-05;0;0,000408451;0;0;0,001628012;0,001689264
1;4;IND Composants électriques et électroniques;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,012315802;0;0;0;0,000294413;0;0,001189311;0;0;0,000944453;0,001032079
1;4;IND Construction Mécanique;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00091201;0;0;0;3,14344E-05;0;0,000106298;0;0;2,60575E-05;7,5306E-05
1;4;IND Construction navale et aéronautique, armement;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,002125068;0;0;0;0,000114551;0;0,00021001;0;0;0,000389179;0,000198717
1;4;IND Équipement de transport ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,000912807;0;0;0;2,56044E-05;0;0,000105956;0;0;2,49799E-05;7,48543E-05
1;4;IND Fonderie, travail des métaux;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,003221435;0;0;0;0,000100742;0;0,000142765;0;0;9,44096E-05;0,000249155
1;4;IND Minerai, métal ferreux/non ferreux ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,001491095;0;0;0;6,79417E-06;0;3,73356E-05;0;0;3,20298E-05;0,000109708
1;4;IND Papier;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,002795341;0;0;0;0,000251446;0;5,76971E-05;0;0;5,2236E-05;0,00022097
1;4;IND Parachimie, industrie pharmaceutique;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,010700312;0;0;0;0,000603541;0;0,000767004;0;0;0,001037336;0,000917573
1;4;IND Textile ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;4;Résidence Principale;0,009827087;0,00155221;0,004537609;0,020549967;0,013607508;0,004043863;0,001114269;0;0,004535781;0,00292777;0,000992252;0,001964665;0;0,001499686;0,001669675;9,37525E-05;2,67083E-05;4,66643E-06;0,000357538;0,000140272;1,25222E-05;1,0699E-05;0,0001415;0;7,6742E-05;0;0;0;0;0;0;0;0;0;0;0;0,006324897;0,273732645;0;0,003736154;0;0,072954643;0,029545439;0,031918636
1;4;Résidence Secondaire;0,000181772;3,20077E-05;6,853E-05;0,001073178;0,00021565;0,000197359;7,83327E-06;0;0;0;0;0;0,000652669;6,76972E-06;5,99197E-06;2,34486E-06;1,40433E-06;4,26146E-07;6,56598E-06;1,82897E-06;3,6369E-07;6,94058E-07;7,32457E-06;0;1,55163E-06;0;0;0;0;0;0;0;0;0;0;0;0,00153023;0,013934839;0;0,000198687;0;0,004831184;0,00157121;0,001717129
1;4;SPE Matériaux de construction;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,011663428;0;0;0;0;0;0,00081644
1;4;SPE Verre;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,002340362;0;0;0;0;0;0,000163825
1;4;Tertiaire - Autres;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,057188029;0,004003162
1;4;Tertiaire - CHR;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,000371953;0;0;0;0;0;0;0;0,001298409;5,0426E-07;0,003415872;0,00054426;0;0;0,003508286;0,015014892;0;0,000970239;0;0,009608264;0,001973104;0,002569405
1;4;Tertiaire - COM;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,30126E-05;0;0;0;0;0;0;0;0,000355841;0;0,004620474;0,002208576;0;0;0,004252142;0,018451891;0;0,00243123;0;0,003330303;0,003520358;0,002743568
1;4;Tertiaire - ENS;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4,79966E-05;0;0;0,000356189;0,00010351;0,00017814;0;0;0,000396358;0;0,000746851;0;0;0;0,000151193;0,005151007;0;0,00073695;0;0,003077578;0,000400041;0,000794207
1;4;Tertiaire - EP;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,022757639;0;0;0;0;0,001593035
1;4;Tertiaire - HCO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3,37465E-05;0;0;0;0;0;0;0;0,000433434;0;0,000348605;0,000624871;0;0;0,000129923;0,006796942;0;0,000261142;0;0,002744363;0,000327463;0,000819034
1;4;Tertiaire - SAN;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3,31695E-05;0;0;0;0;0;0;0;0,000498095;0;0,001384678;0,000827341;0;0;0,000406119;0,007385686;0;0,00122855;0;0,005518829;0,001183692;0,001292631
1;4;Tertiaire - SPL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,4612E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,005715045;0;0;0;0,003935258;0,009105305;0,001314615
1;4;Tertiaire - TRA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,10653E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,001734218;0;0;0;0,000576564;0,004728609;0,000493532
1;4;Tertiaire - ADM-BUR;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,53257E-05;0;0;0,005780421;0,003538896;0,003311384;0;0;0,000453403;1,91931E-07;0,003751575;0,015242577;0;0;0,000136674;0,035766101;0;0,002100092;0;0,00245323;0,00851791;0,005675445
1;5;AUT Autres (dont Branche énergie, Transport et Agriculture);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,006362651;0;0,00187502;0;0;0;0;0;0;0,00145944;0,000678798
1;5;IND Agroalimentaires;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,005007038;0;0;0;0,000364496;0;0,000138816;0;0;5,98952E-06;0,000386144
1;5;IND Chimie & matériaux plastiques ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,022145209;0;0;0;1,84028E-05;0;0,000409703;0;0;0,001633003;0,001694442
1;5;IND Composants électriques et électroniques;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,012641739;0;0;0;0,000302205;0;0,001220787;0;0;0,000969448;0,001059392
1;5;IND Construction Mécanique;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,000968146;0;0;0;3,33692E-05;0;0,000112841;0;0;2,76613E-05;7,99412E-05
1;5;IND Construction navale et aéronautique, armement;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,002450327;0;0;0;0,000132084;0;0,000242154;0;0;0,000448746;0,000229132
1;5;IND Équipement de transport ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,000999601;0;0;0;2,8039E-05;0;0,000116031;0;0;2,73551E-05;8,19719E-05
