construction_year_class;heating_system;living_area_class;residential_type;occupancy_status;heating_fuel;energy_class;IPONDL;energy_consumption;surface
[1919, 1945];Chaudière gaz;De 60 à 80 m²;house;low rent housing;gas;G;1939;532.7326841345408;71.68464342159314
[1919, 1945];Chaudière gaz;De 60 à 80 m²;house;owner;gas;A;336;23.585251233099967;71.68464342159314
[1919, 1945];Chaudière gaz;De 60 à 80 m²;house;owner;gas;B;305;78.13326128161144;71.68464342159314
[1919, 1945];Chaudière gaz;De 60 à 80 m²;house;owner;gas;C;5999;125.72603308886099;71.68464342159314
[1919, 1945];Chaudière gaz;De 60 à 80 m²;house;owner;gas;D;22337;196.8276640622256;71.68464342159314
[1919, 1945];Chaudière gaz;De 60 à 80 m²;house;owner;gas;E;41907;279.19778054423136;71.68464342159312
[1919, 1945];Chaudière gaz;De 60 à 80 m²;house;owner;gas;F;22008;381.472301540726;71.68464342159314
[1919, 1945];Chaudière gaz;De 60 à 80 m²;house;owner;gas;G;13372;531.5280601267822;71.68464342159314
[1919, 1945];Chaudière gaz;De 60 à 80 m²;house;renter;gas;A;35;23.585251233099967;71.68464342159314
[1919, 1945];Chaudière gaz;De 60 à 80 m²;house;renter;gas;B;105;77.55625091322668;71.68464342159314
[1919, 1945];Chaudière gaz;De 60 à 80 m²;house;renter;gas;C;1287;125.29096528791966;71.68464342159314
[1919, 1945];Chaudière gaz;De 60 à 80 m²;house;renter;gas;D;6194;196.2205721738762;71.68464342159314
[1919, 1945];Chaudière gaz;De 60 à 80 m²;house;renter;gas;E;10180;280.41211642187324;71.68464342159314
[1919, 1945];Chaudière gaz;De 60 à 80 m²;house;renter;gas;F;6180;383.86788070340367;71.68464342159314
[1919, 1945];Chaudière gaz;De 60 à 80 m²;house;renter;gas;G;3013;534.3192053842713;71.68464342159314
[1919, 1945];Chaudière gaz;De 80 à 100 m²;apartment;free accomodation;gas;B;5;71.2802983210199;87.9425823950275
[1919, 1945];Chaudière gaz;De 80 à 100 m²;apartment;free accomodation;gas;C;206;126.02322702767931;87.9425823950275
[1919, 1945];Chaudière gaz;De 80 à 100 m²;apartment;free accomodation;gas;D;511;193.58715284353613;87.9425823950275
[1919, 1945];Chaudière gaz;De 80 à 100 m²;apartment;free accomodation;gas;E;623;273.76187642600337;87.9425823950275
[1919, 1945];Chaudière gaz;De 80 à 100 m²;apartment;free accomodation;gas;F;272;369.32962442753325;87.9425823950275
[1919, 1945];Chaudière gaz;De 80 à 100 m²;apartment;free accomodation;gas;G;84;544.9483842248867;87.9425823950275
[1919, 1945];Chaudière gaz;De 80 à 100 m²;apartment;low rent housing;gas;A;3;45.75398242229785;87.9425823950275
[1919, 1945];Chaudière gaz;De 80 à 100 m²;apartment;low rent housing;gas;B;172;69.94873419787918;87.94258239502751
[1919, 1945];Chaudière gaz;De 80 à 100 m²;apartment;low rent housing;gas;C;846;129.4108590817431;87.9425823950275
[1919, 1945];Chaudière gaz;De 80 à 100 m²;apartment;low rent housing;gas;D;2367;201.0852127273155;87.94258239502749
[1919, 1945];Chaudière gaz;De 80 à 100 m²;apartment;low rent housing;gas;E;2181;278.87736133523214;87.94258239502751
[1919, 1945];Chaudière gaz;De 80 à 100 m²;apartment;low rent housing;gas;F;1098;383.65352147664174;87.9425823950275
[1919, 1945];Chaudière gaz;De 80 à 100 m²;apartment;low rent housing;gas;G;167;498.26796651229444;87.9425823950275
[1919, 1945];Chaudière gaz;De 80 à 100 m²;apartment;owner;gas;A;10;45.73416751816028;87.9425823950275
[1919, 1945];Chaudière gaz;De 80 à 100 m²;apartment;owner;gas;B;226;71.54373369424745;87.9425823950275
[1919, 1945];Chaudière gaz;De 80 à 100 m²;apartment;owner;gas;C;2377;126.40401161289202;87.9425823950275
[1919, 1945];Chaudière gaz;De 80 à 100 m²;apartment;owner;gas;D;7556;199.15006219248474;87.9425823950275
[1919, 1945];Chaudière gaz;De 80 à 100 m²;apartment;owner;gas;E;7997;276.77129021373815;87.9425823950275
[1919, 1945];Chaudière gaz;De 80 à 100 m²;apartment;owner;gas;F;3768;380.52903195276895;87.94258239502749
[1919, 1945];Chaudière gaz;De 80 à 100 m²;apartment;owner;gas;G;689;512.4528958974096;87.9425823950275
[1919, 1945];Chaudière gaz;De 80 à 100 m²;apartment;renter;gas;A;10;45.7436162772551;87.94258239502751
[1919, 1945];Chaudière gaz;De 80 à 100 m²;apartment;renter;gas;B;189;73.1416299779277;87.94258239502749
[1919, 1945];Chaudière gaz;De 80 à 100 m²;apartment;renter;gas;C;2393;127.20043025264043;87.9425823950275
[1919, 1945];Chaudière gaz;De 80 à 100 m²;apartment;renter;gas;D;6744;198.75867672358012;87.94258239502749
[1919, 1945];Chaudière gaz;De 80 à 100 m²;apartment;renter;gas;E;7071;276.9977010876997;87.9425823950275
[1919, 1945];Chaudière gaz;De 80 à 100 m²;apartment;renter;gas;F;3534;378.67883482595;87.9425823950275
[1919, 1945];Chaudière gaz;De 80 à 100 m²;apartment;renter;gas;G;775;507.83154401314675;87.94258239502751
[1919, 1945];Chaudière gaz;De 80 à 100 m²;house;free accomodation;gas;A;8;23.58525123309997;90.37637039547506
[1919, 1945];Chaudière gaz;De 80 à 100 m²;house;free accomodation;gas;B;17;81.76958965999168;90.37637039547508
[1919, 1945];Chaudière gaz;De 80 à 100 m²;house;free accomodation;gas;C;182;125.68011460296056;90.37637039547506
[1919, 1945];Chaudière gaz;De 80 à 100 m²;house;free accomodation;gas;D;876;196.0558793027407;90.37637039547508
[1919, 1945];Chaudière gaz;De 80 à 100 m²;house;free accomodation;gas;E;1454;278.42360881057016;90.37637039547506
[1919, 1945];Chaudière gaz;De 80 à 100 m²;house;free accomodation;gas;F;822;384.75647730074945;90.37637039547508
[1919, 1945];Chaudière gaz;De 80 à 100 m²;house;free accomodation;gas;G;420;531.6856764866437;90.37637039547506
[1919, 1945];Chaudière gaz;De 80 à 100 m²;house;low rent housing;gas;B;16;73.26249228216419;90.37637039547505
[1919, 1945];Chaudière gaz;De 80 à 100 m²;house;low rent housing;gas;C;452;123.84607915920222;90.37637039547506
[1919, 1945];Chaudière gaz;De 80 à 100 m²;house;low rent housing;gas;D;1862;196.26856239002663;90.37637039547506
[1919, 1945];Chaudière gaz;De 80 à 100 m²;house;low rent housing;gas;E;3181;277.99832858444216;90.37637039547506
[1919, 1945];Chaudière gaz;De 80 à 100 m²;house;low rent housing;gas;F;1861;384.1923249459567;90.37637039547506
[1919, 1945];Chaudière gaz;De 80 à 100 m²;house;low rent housing;gas;G;1006;526.4430857669552;90.37637039547505
[1919, 1945];Chaudière gaz;De 80 à 100 m²;house;owner;gas;A;496;23.585251233099964;90.37637039547506
[1919, 1945];Chaudière gaz;De 80 à 100 m²;house;owner;gas;B;431;78.73774872291649;90.37637039547505
[1919, 1945];Chaudière gaz;De 80 à 100 m²;house;owner;gas;C;8544;126.31988197387375;90.37637039547508
[1919, 1945];Chaudière gaz;De 80 à 100 m²;house;owner;gas;D;34099;196.56490982055033;90.37637039547506
[1919, 1945];Chaudière gaz;De 80 à 100 m²;house;owner;gas;E;65097;278.5912173196163;90.37637039547506
[1919, 1945];Chaudière gaz;De 80 à 100 m²;house;owner;gas;F;34993;383.9788096012632;90.37637039547505
[1919, 1945];Chaudière gaz;De 80 à 100 m²;house;owner;gas;G;20069;534.841708039431;90.37637039547506
[1919, 1945];Chaudière gaz;De 80 à 100 m²;house;renter;gas;A;30;23.585251233099967;90.37637039547506
[1919, 1945];Chaudière gaz;De 80 à 100 m²;house;renter;gas;B;89;77.26243938886863;90.37637039547508
[1919, 1945];Chaudière gaz;De 80 à 100 m²;house;renter;gas;C;1297;126.41074140678779;90.37637039547506
[1919, 1945];Chaudière gaz;De 80 à 100 m²;house;renter;gas;D;5617;195.66148107949564;90.37637039547506
[1919, 1945];Chaudière gaz;De 80 à 100 m²;house;renter;gas;E;9652;279.1499035481265;90.37637039547505
[1919, 1945];Chaudière gaz;De 80 à 100 m²;house;renter;gas;F;5360;382.03008370460066;90.37637039547506
[1919, 1945];Chaudière gaz;De 80 à 100 m²;house;renter;gas;G;2778;532.9416812091087;90.37637039547508
[1919, 1945];Chaudière gaz;Moins de 30 m²;apartment;free accomodation;gas;B;1;79.1254579406081;22.609346456117468
[1919, 1945];Chaudière gaz;Moins de 30 m²;apartment;free accomodation;gas;C;30;128.16561067900673;22.609346456117468
[1919, 1945];Chaudière gaz;Moins de 30 m²;apartment;free accomodation;gas;D;321;203.70611640067315;22.60934645611747
[1919, 1945];Chaudière gaz;Moins de 30 m²;apartment;free accomodation;gas;E;384;265.6738371798504;22.609346456117464
[1919, 1945];Chaudière gaz;Moins de 30 m²;apartment;free accomodation;gas;F;263;408.22877671449737;22.60934645611747
[1919, 1945];Chaudière gaz;Moins de 30 m²;apartment;free accomodation;gas;G;61;507.1358403201438;22.609346456117468
[1919, 1945];Chaudière gaz;Moins de 30 m²;apartment;low rent housing;gas;B;25;75.5719414726298;22.60934645611747
[1919, 1945];Chaudière gaz;Moins de 30 m²;apartment;low rent housing;gas;C;135;132.83921815919072;22.609346456117468
[1919, 1945];Chaudière gaz;Moins de 30 m²;apartment;low rent housing;gas;D;1494;201.37560764489905;22.60934645611747
[1919, 1945];Chaudière gaz;Moins de 30 m²;apartment;low rent housing;gas;E;1847;285.7461762468751;22.609346456117468
[1919, 1945];Chaudière gaz;Moins de 30 m²;apartment;low rent housing;gas;F;739;401.14644078424334;22.60934645611747
[1919, 1945];Chaudière gaz;Moins de 30 m²;apartment;low rent housing;gas;G;407;495.3521978049201;22.609346456117468
[1919, 1945];Chaudière gaz;Moins de 30 m²;apartment;owner;gas;B;33;71.36748579062393;22.609346456117468
[1919, 1945];Chaudière gaz;Moins de 30 m²;apartment;owner;gas;C;122;127.68032847633081;22.609346456117468
[1919, 1945];Chaudière gaz;Moins de 30 m²;apartment;owner;gas;D;968;201.58592553936955;22.609346456117468
[1919, 1945];Chaudière gaz;Moins de 30 m²;apartment;owner;gas;E;784;271.86626417526736;22.609346456117468
[1919, 1945];Chaudière gaz;Moins de 30 m²;apartment;owner;gas;F;673;399.33044121097737;22.609346456117468
[1919, 1945];Chaudière gaz;Moins de 30 m²;apartment;owner;gas;G;141;518.5957532466397;22.60934645611747
[1919, 1945];Chaudière gaz;Moins de 30 m²;apartment;renter;gas;A;9;46.58015488439958;22.609346456117468
[1919, 1945];Chaudière gaz;Moins de 30 m²;apartment;renter;gas;B;222;70.96982848868069;22.609346456117468
[1919, 1945];Chaudière gaz;Moins de 30 m²;apartment;renter;gas;C;694;132.9291307034804;22.60934645611747
[1919, 1945];Chaudière gaz;Moins de 30 m²;apartment;renter;gas;D;6147;202.1035150388103;22.609346456117468
[1919, 1945];Chaudière gaz;Moins de 30 m²;apartment;renter;gas;E;5851;278.76220151208116;22.609346456117468
[1919, 1945];Chaudière gaz;Moins de 30 m²;apartment;renter;gas;F;3652;403.0453655806377;22.609346456117468
[1919, 1945];Chaudière gaz;Moins de 30 m²;apartment;renter;gas;G;1226;533.6246769971323;22.609346456117468
[1919, 1945];Chaudière gaz;Moins de 30 m²;house;free accomodation;gas;B;3;61.47409151011289;24.46388471459012
[1919, 1945];Chaudière gaz;Moins de 30 m²;house;free accomodation;gas;C;1;113.31132749928668;24.46388471459012
[1919, 1945];Chaudière gaz;Moins de 30 m²;house;free accomodation;gas;D;28;192.2278287321135;24.46388471459012
[1919, 1945];Chaudière gaz;Moins de 30 m²;house;free accomodation;gas;E;31;279.5132633430171;24.46388471459012
[1919, 1945];Chaudière gaz;Moins de 30 m²;house;free accomodation;gas;F;23;382.61028513169686;24.463884714590115
[1919, 1945];Chaudière gaz;Moins de 30 m²;house;free accomodation;gas;G;13;519.6384723834659;24.46388471459012
[1919, 1945];Chaudière gaz;Moins de 30 m²;house;low rent housing;gas;B;3;69.44926982571162;24.46388471459012
[1919, 1945];Chaudière gaz;Moins de 30 m²;house;low rent housing;gas;C;8;147.25085046082924;24.46388471459012
[1919, 1945];Chaudière gaz;Moins de 30 m²;house;low rent housing;gas;D;51;202.07687831012183;24.46388471459012
[1919, 1945];Chaudière gaz;Moins de 30 m²;house;low rent housing;gas;E;69;288.0135302484519;24.46388471459012
[1919, 1945];Chaudière gaz;Moins de 30 m²;house;low rent housing;gas;F;40;380.14618151743093;24.463884714590115
[1919, 1945];Chaudière gaz;Moins de 30 m²;house;low rent housing;gas;G;24;506.63749228239186;24.46388471459012
[1919, 1945];Chaudière gaz;Moins de 30 m²;house;owner;gas;B;13;63.20749290362574;24.46388471459012
[1919, 1945];Chaudière gaz;Moins de 30 m²;house;owner;gas;C;9;134.10083837917773;24.46388471459012
[1919, 1945];Chaudière gaz;Moins de 30 m²;house;owner;gas;D;172;195.28175911038505;24.463884714590122
[1919, 1945];Chaudière gaz;Moins de 30 m²;house;owner;gas;E;224;276.45109936535573;24.46388471459012
[1919, 1945];Chaudière gaz;Moins de 30 m²;house;owner;gas;F;191;385.9503366334536;24.463884714590122
[1919, 1945];Chaudière gaz;Moins de 30 m²;house;owner;gas;G;73;516.0709177764253;24.463884714590122
[1919, 1945];Chaudière gaz;Moins de 30 m²;house;renter;gas;B;1;69.44926982571162;24.46388471459012
[1919, 1945];Chaudière gaz;Moins de 30 m²;house;renter;gas;C;23;127.83025053475802;24.46388471459012
[1919, 1945];Chaudière gaz;Moins de 30 m²;house;renter;gas;D;139;188.93276524576618;24.46388471459012
[1919, 1945];Chaudière gaz;Moins de 30 m²;house;renter;gas;E;271;284.4439051993101;24.46388471459012
[1919, 1945];Chaudière gaz;Moins de 30 m²;house;renter;gas;F;220;386.895557580737;24.46388471459012
[1919, 1945];Chaudière gaz;Moins de 30 m²;house;renter;gas;G;93;550.8773667621481;24.463884714590115
[1919, 1945];Chauffage urbain;120 m² ou plus;apartment;free accomodation;other;C;7;129.3923851100087;165.96596775518023
[1919, 1945];Chauffage urbain;120 m² ou plus;apartment;free accomodation;other;D;34;183.7189353692805;165.96596775518026
[1919, 1945];Chauffage urbain;120 m² ou plus;apartment;free accomodation;other;E;69;272.6708939283361;165.96596775518023
[1919, 1945];Chauffage urbain;120 m² ou plus;apartment;free accomodation;other;F;44;367.53097192647687;165.96596775518023
[1919, 1945];Chauffage urbain;120 m² ou plus;apartment;free accomodation;other;G;18;507.02109936973767;165.9659677551802
[1919, 1945];Chauffage urbain;120 m² ou plus;apartment;low rent housing;other;B;23;71.78323044830915;165.96596775518023
[1919, 1945];Chauffage urbain;120 m² ou plus;apartment;low rent housing;other;C;25;113.9510686118995;165.96596775518023
[1919, 1945];Chauffage urbain;120 m² ou plus;apartment;low rent housing;other;D;85;182.42993611516022;165.96596775518023
[1919, 1945];Chauffage urbain;120 m² ou plus;apartment;low rent housing;other;E;27;263.2974166929208;165.96596775518026
[1919, 1945];Chauffage urbain;120 m² ou plus;apartment;low rent housing;other;F;56;358.35273996065143;165.96596775518023
[1919, 1945];Chauffage urbain;120 m² ou plus;apartment;low rent housing;other;G;38;572.7568037334722;165.96596775518023
[1919, 1945];Chauffage urbain;120 m² ou plus;apartment;owner;other;B;32;72.93474274964896;165.96596775518023
[1919, 1945];Chauffage urbain;120 m² ou plus;apartment;owner;other;C;121;118.67170325655414;165.96596775518023
[1919, 1945];Chauffage urbain;120 m² ou plus;apartment;owner;other;D;187;195.4552311202876;165.96596775518023
[1919, 1945];Chauffage urbain;120 m² ou plus;apartment;owner;other;E;604;276.3092579601832;165.96596775518023
[1919, 1945];Chauffage urbain;120 m² ou plus;apartment;owner;other;F;398;363.96534402450743;165.96596775518023
[1919, 1945];Chauffage urbain;120 m² ou plus;apartment;owner;other;G;190;518.8459913045039;165.96596775518023
[1919, 1945];Chauffage urbain;120 m² ou plus;apartment;renter;other;B;11;73.03590609868324;165.96596775518023
[1919, 1945];Chauffage urbain;120 m² ou plus;apartment;renter;other;C;41;120.26142133608977;165.96596775518023
[1919, 1945];Chauffage urbain;120 m² ou plus;apartment;renter;other;D;100;185.35757591908677;165.96596775518023
[1919, 1945];Chauffage urbain;120 m² ou plus;apartment;renter;other;E;196;273.58689050881503;165.96596775518023
[1919, 1945];Chauffage urbain;120 m² ou plus;apartment;renter;other;F;157;369.0917869775504;165.9659677551802
[1919, 1945];Chauffage urbain;120 m² ou plus;apartment;renter;other;G;95;534.1031896195825;165.9659677551802
[1919, 1945];Chauffage urbain;120 m² ou plus;house;free accomodation;other;C;1;145.80625023923432;169.0882975836829
[1919, 1945];Chauffage urbain;120 m² ou plus;house;free accomodation;other;E;2;259.38151327445405;169.08829758368287
[1919, 1945];Chauffage urbain;120 m² ou plus;house;free accomodation;other;F;3;337.91126150870986;169.0882975836829
[1919, 1945];Chauffage urbain;120 m² ou plus;house;free accomodation;other;G;1;478.1555984240075;169.0882975836829
[1919, 1945];Chauffage urbain;120 m² ou plus;house;owner;other;C;4;132.06002623956374;169.0882975836829
[1919, 1945];Chauffage urbain;120 m² ou plus;house;owner;other;D;14;199.84653426220927;169.0882975836829
[1919, 1945];Chauffage urbain;120 m² ou plus;house;owner;other;E;16;271.30000751030764;169.08829758368293
[1919, 1945];Chauffage urbain;120 m² ou plus;house;owner;other;F;16;392.2162918798411;169.08829758368293
[1919, 1945];Chauffage urbain;120 m² ou plus;house;owner;other;G;34;503.138960428007;169.0882975836829
[1919, 1945];Chauffage urbain;120 m² ou plus;house;renter;other;D;5;181.9222990146995;169.0882975836829
[1919, 1945];Chauffage urbain;120 m² ou plus;house;renter;other;E;5;257.2476544070876;169.08829758368287
[1919, 1945];Chauffage urbain;120 m² ou plus;house;renter;other;F;4;347.5297346313237;169.08829758368293
[1919, 1945];Chauffage urbain;120 m² ou plus;house;renter;other;G;6;501.70521878890827;169.0882975836829
[1919, 1945];Chauffage urbain;De 100 à 120 m²;apartment;free accomodation;other;A;2;40.17854860859311;108.43404330239323
[1919, 1945];Chauffage urbain;De 100 à 120 m²;apartment;free accomodation;other;B;6;75.6046122577599;108.43404330239322
[1919, 1945];Chauffage urbain;De 100 à 120 m²;apartment;free accomodation;other;C;14;123.18942301103098;108.43404330239323
[1919, 1945];Chauffage urbain;De 100 à 120 m²;apartment;free accomodation;other;D;26;191.72869113752841;108.43404330239322
[1919, 1945];Chauffage urbain;De 100 à 120 m²;apartment;free accomodation;other;E;33;269.9726652493859;108.43404330239323
[1919, 1945];Chauffage urbain;De 100 à 120 m²;apartment;free accomodation;other;F;40;369.9958357912732;108.43404330239325
[1919, 1945];Chauffage urbain;De 100 à 120 m²;apartment;free accomodation;other;G;15;537.3362459161989;108.43404330239325
[1919, 1945];Chauffage urbain;De 100 à 120 m²;apartment;low rent housing;other;A;7;40.17854860859311;108.43404330239323
[1919, 1945];Chauffage urbain;De 100 à 120 m²;apartment;low rent housing;other;B;58;75.8170168808321;108.43404330239323
[1919, 1945];Chauffage urbain;De 100 à 120 m²;apartment;low rent housing;other;C;126;126.76683439020678;108.43404330239323
[1919, 1945];Chauffage urbain;De 100 à 120 m²;apartment;low rent housing;other;D;149;199.47085327978613;108.43404330239325
[1919, 1945];Chauffage urbain;De 100 à 120 m²;apartment;low rent housing;other;E;156;284.588427883619;108.43404330239322
[1919, 1945];Chauffage urbain;De 100 à 120 m²;apartment;low rent housing;other;F;113;384.3441286256756;108.43404330239323
[1919, 1945];Chauffage urbain;De 100 à 120 m²;apartment;low rent housing;other;G;72;581.3140482543953;108.43404330239325
[1919, 1945];Chauffage urbain;De 100 à 120 m²;apartment;owner;other;B;40;70.5048419828469;108.43404330239322
[1919, 1945];Chauffage urbain;De 100 à 120 m²;apartment;owner;other;C;96;115.46591116511661;108.43404330239322
[1919, 1945];Chauffage urbain;De 100 à 120 m²;apartment;owner;other;D;163;200.3702705634814;108.43404330239322
[1919, 1945];Chauffage urbain;De 100 à 120 m²;apartment;owner;other;E;305;279.019746724578;108.43404330239322
[1919, 1945];Chauffage urbain;De 100 à 120 m²;apartment;owner;other;F;344;371.0424857066139;108.43404330239325
[1919, 1945];Chauffage urbain;De 100 à 120 m²;apartment;owner;other;G;150;518.6363344546827;108.43404330239322
[1919, 1945];Chauffage urbain;De 100 à 120 m²;apartment;renter;other;A;6;36.83955156367578;108.43404330239322
[1919, 1945];Chauffage urbain;De 100 à 120 m²;apartment;renter;other;B;35;73.52966694866241;108.43404330239323
[1919, 1945];Chauffage urbain;De 100 à 120 m²;apartment;renter;other;C;50;123.00026559360637;108.43404330239323
[1919, 1945];Chauffage urbain;De 100 à 120 m²;apartment;renter;other;D;88;181.1883413247471;108.43404330239323
[1919, 1945];Chauffage urbain;De 100 à 120 m²;apartment;renter;other;E;181;278.57235412248474;108.43404330239325
[1919, 1945];Chauffage urbain;De 100 à 120 m²;apartment;renter;other;F;142;376.1015665657349;108.43404330239322
[1919, 1945];Chauffage urbain;De 100 à 120 m²;apartment;renter;other;G;94;516.2889790646859;108.43404330239322
[1919, 1945];Chauffage urbain;De 100 à 120 m²;house;free accomodation;other;D;1;190.283433504026;110.03675066551362
[1919, 1945];Chauffage urbain;De 100 à 120 m²;house;free accomodation;other;F;7;413.0547622500909;110.03675066551364
[1919, 1945];Chauffage urbain;De 100 à 120 m²;house;low rent housing;other;D;2;192.11273333712776;110.03675066551364
[1919, 1945];Chauffage urbain;De 100 à 120 m²;house;low rent housing;other;F;9;360.3340455928821;110.03675066551362
[1919, 1945];Chauffage urbain;De 100 à 120 m²;house;owner;other;C;6;115.53340137647197;110.03675066551362
[1919, 1945];Chauffage urbain;De 100 à 120 m²;house;owner;other;D;25;182.34970402880742;110.03675066551364
[1919, 1945];Chauffage urbain;De 100 à 120 m²;house;owner;other;E;10;262.79718995791853;110.03675066551362
[1919, 1945];Chauffage urbain;De 100 à 120 m²;house;owner;other;F;17;379.31534703184485;110.03675066551361
[1919, 1945];Chauffage urbain;De 100 à 120 m²;house;owner;other;G;19;604.6609378302891;110.03675066551362
[1919, 1945];Chauffage urbain;De 100 à 120 m²;house;renter;other;C;1;113.06957962882674;110.03675066551362
[1919, 1945];Chauffage urbain;De 100 à 120 m²;house;renter;other;D;10;179.0647601165337;110.03675066551361
[1919, 1945];Chauffage urbain;De 100 à 120 m²;house;renter;other;E;4;255.14808012178247;110.03675066551364
[1919, 1945];Chauffage urbain;De 100 à 120 m²;house;renter;other;F;7;384.4552939279981;110.03675066551361
[1919, 1945];Chauffage urbain;De 100 à 120 m²;house;renter;other;G;12;535.4210354410684;110.03675066551362
[1919, 1945];Chauffage urbain;De 30 à 40 m²;apartment;free accomodation;other;B;4;61.008788212648746;35.301771408852204
[1919, 1945];Chauffage urbain;De 30 à 40 m²;apartment;free accomodation;other;C;22;128.20030381804352;35.3017714088522
[1919, 1945];Chauffage urbain;De 30 à 40 m²;apartment;free accomodation;other;D;60;189.36302245510635;35.301771408852204
[1919, 1945];Chauffage urbain;De 30 à 40 m²;apartment;free accomodation;other;E;99;286.4171376411837;35.3017714088522
[1919, 1945];Chauffage urbain;De 30 à 40 m²;apartment;free accomodation;other;F;107;382.98741402023376;35.3017714088522
[1919, 1945];Chauffage urbain;De 30 à 40 m²;apartment;free accomodation;other;G;86;556.6866782330239;35.3017714088522
[1919, 1945];Chauffage urbain;De 30 à 40 m²;apartment;low rent housing;other;A;8;32.38431340522607;35.301771408852204
[1919, 1945];Chauffage urbain;De 30 à 40 m²;apartment;low rent housing;other;B;81;67.7277766571595;35.3017714088522
[1919, 1945];Chauffage urbain;De 30 à 40 m²;apartment;low rent housing;other;C;288;129.71580988345147;35.3017714088522
[1919, 1945];Chauffage urbain;De 30 à 40 m²;apartment;low rent housing;other;D;1325;198.45758276907344;35.3017714088522
[1919, 1945];Chauffage urbain;De 30 à 40 m²;apartment;low rent housing;other;E;2109;277.0194429755013;35.3017714088522
[1919, 1945];Chauffage urbain;De 30 à 40 m²;apartment;low rent housing;other;F;1597;381.30613384236193;35.3017714088522
[1919, 1945];Chauffage urbain;De 30 à 40 m²;apartment;low rent housing;other;G;808;555.7771354941874;35.3017714088522
[1919, 1945];Chauffage urbain;De 30 à 40 m²;apartment;owner;other;B;29;64.3186059559201;35.3017714088522
[1919, 1945];Chauffage urbain;De 30 à 40 m²;apartment;owner;other;C;69;121.22265496160585;35.3017714088522
[1919, 1945];Chauffage urbain;De 30 à 40 m²;apartment;owner;other;D;243;197.01473800576915;35.3017714088522
[1919, 1945];Chauffage urbain;De 30 à 40 m²;apartment;owner;other;E;318;271.86644278501234;35.3017714088522
[1919, 1945];Chauffage urbain;De 30 à 40 m²;apartment;owner;other;F;344;385.7928517757486;35.3017714088522
[1919, 1945];Chauffage urbain;De 30 à 40 m²;apartment;owner;other;G;332;846.7257686797332;35.3017714088522
[1919, 1945];Chauffage urbain;De 30 à 40 m²;apartment;renter;other;A;15;33.053503366672196;35.3017714088522
[1919, 1945];Chauffage urbain;De 30 à 40 m²;apartment;renter;other;B;30;60.710962154956114;35.3017714088522
[1919, 1945];Chauffage urbain;De 30 à 40 m²;apartment;renter;other;C;221;126.88822354896432;35.3017714088522
[1919, 1945];Chauffage urbain;De 30 à 40 m²;apartment;renter;other;D;950;193.72232271023702;35.3017714088522
[1919, 1945];Chauffage urbain;De 30 à 40 m²;apartment;renter;other;E;1477;281.88322154728394;35.301771408852204
[1919, 1945];Chauffage urbain;De 30 à 40 m²;apartment;renter;other;F;921;387.4686473193622;35.3017714088522
[1919, 1945];Chauffage urbain;De 30 à 40 m²;apartment;renter;other;G;684;571.4757590862976;35.3017714088522
[1919, 1945];Chauffage urbain;De 30 à 40 m²;house;free accomodation;other;G;1;752.0673423995053;35.90875207248894
[1919, 1945];Chauffage urbain;De 30 à 40 m²;house;low rent housing;other;E;7;303.15604305980776;35.90875207248894
[1919, 1945];Chauffage urbain;De 30 à 40 m²;house;low rent housing;other;F;6;366.4591150410709;35.90875207248894
[1919, 1945];Chauffage urbain;De 30 à 40 m²;house;low rent housing;other;G;10;548.8916885359699;35.90875207248894
[1919, 1945];Chauffage urbain;De 30 à 40 m²;house;owner;other;C;1;115.50994094441211;35.90875207248894
[1919, 1945];Chauffage urbain;De 30 à 40 m²;house;owner;other;D;1;220.70998238985888;35.90875207248894
[1919, 1945];Chauffage urbain;De 30 à 40 m²;house;owner;other;E;9;329.48579576135023;35.90875207248894
[1919, 1945];Chauffage urbain;De 30 à 40 m²;house;owner;other;G;2;637.2329345402077;35.90875207248893
[1919, 1945];Chauffage urbain;De 30 à 40 m²;house;renter;other;D;8;196.88453712667481;35.90875207248893
[1919, 1945];Chauffage urbain;De 30 à 40 m²;house;renter;other;E;16;271.6039065680002;35.90875207248894
[1919, 1945];Chauffage urbain;De 30 à 40 m²;house;renter;other;F;17;410.7596774185866;35.90875207248893
[1919, 1945];Chauffage urbain;De 40 à 60 m²;apartment;free accomodation;other;A;4;34.75770557394171;49.53456450365714
[1919, 1945];Chauffage urbain;De 40 à 60 m²;apartment;free accomodation;other;B;4;58.83532829523652;49.53456450365714
[1919, 1945];Chauffage urbain;De 40 à 60 m²;apartment;free accomodation;other;C;65;124.24291148936535;49.53456450365715
[1919, 1945];Chauffage urbain;De 40 à 60 m²;apartment;free accomodation;other;D;84;199.99516729518822;49.53456450365714
[1919, 1945];Chauffage urbain;De 40 à 60 m²;apartment;free accomodation;other;E;195;282.8451078094312;49.53456450365714
[1919, 1945];Chauffage urbain;De 40 à 60 m²;apartment;free accomodation;other;F;202;358.7863683737919;49.53456450365714
[1919, 1945];Chauffage urbain;De 40 à 60 m²;apartment;free accomodation;other;G;123;570.3344577789782;49.53456450365714
[1919, 1945];Chauffage urbain;De 40 à 60 m²;apartment;low rent housing;other;A;134;43.06058697210052;49.53456450365714
[1919, 1945];Chauffage urbain;De 40 à 60 m²;apartment;low rent housing;other;B;107;66.96774289340064;49.53456450365713
