construction_year_class;heating_system;living_area_class;residential_type;occupancy_status;heating_fuel;energy_class;IPONDL;energy_consumption;surface
[1946, 1970];Pompes à chaleur électricité;De 30 à 40 m²;house;owner;electricity;B;5;87.17908117114133;35.90875207248894
[1946, 1970];Pompes à chaleur électricité;De 30 à 40 m²;house;owner;electricity;C;2;124.61912301919283;35.90875207248894
[1946, 1970];Pompes à chaleur électricité;De 30 à 40 m²;house;owner;electricity;D;29;186.65157765128458;35.90875207248894
[1946, 1970];Pompes à chaleur électricité;De 30 à 40 m²;house;owner;electricity;E;85;290.05391297423574;35.90875207248894
[1946, 1970];Pompes à chaleur électricité;De 30 à 40 m²;house;owner;electricity;F;130;386.54686878763346;35.908752072488944
[1946, 1970];Pompes à chaleur électricité;De 30 à 40 m²;house;owner;electricity;G;148;642.3144456798151;35.90875207248894
[1946, 1970];Pompes à chaleur électricité;De 30 à 40 m²;house;renter;electricity;B;2;75.08692988104403;35.90875207248894
[1946, 1970];Pompes à chaleur électricité;De 30 à 40 m²;house;renter;electricity;C;11;132.26089490894563;35.90875207248894
[1946, 1970];Pompes à chaleur électricité;De 30 à 40 m²;house;renter;electricity;D;80;193.08742765075758;35.90875207248894
[1946, 1970];Pompes à chaleur électricité;De 30 à 40 m²;house;renter;electricity;E;265;286.17140442686485;35.908752072488944
[1946, 1970];Pompes à chaleur électricité;De 30 à 40 m²;house;renter;electricity;F;319;384.361768180717;35.90875207248894
[1946, 1970];Pompes à chaleur électricité;De 30 à 40 m²;house;renter;electricity;G;377;622.5697781453218;35.90875207248894
[1946, 1970];Pompes à chaleur électricité;De 40 à 60 m²;apartment;free accomodation;electricity;C;14;115.0456945400933;49.53456450365714
[1946, 1970];Pompes à chaleur électricité;De 40 à 60 m²;apartment;free accomodation;electricity;D;135;198.57882551137638;49.53456450365714
[1946, 1970];Pompes à chaleur électricité;De 40 à 60 m²;apartment;free accomodation;electricity;E;233;276.51858585199716;49.53456450365713
[1946, 1970];Pompes à chaleur électricité;De 40 à 60 m²;apartment;free accomodation;electricity;F;240;395.0335662189815;49.53456450365713
[1946, 1970];Pompes à chaleur électricité;De 40 à 60 m²;apartment;free accomodation;electricity;G;200;570.7433567783221;49.53456450365714
[1946, 1970];Pompes à chaleur électricité;De 40 à 60 m²;apartment;low rent housing;electricity;A;3;45.568679208988286;49.53456450365714
[1946, 1970];Pompes à chaleur électricité;De 40 à 60 m²;apartment;low rent housing;electricity;B;59;75.48638099494575;49.53456450365713
[1946, 1970];Pompes à chaleur électricité;De 40 à 60 m²;apartment;low rent housing;electricity;C;501;129.39579913816965;49.534564503657144
[1946, 1970];Pompes à chaleur électricité;De 40 à 60 m²;apartment;low rent housing;electricity;D;2145;195.11853245046285;49.53456450365713
[1946, 1970];Pompes à chaleur électricité;De 40 à 60 m²;apartment;low rent housing;electricity;E;4422;280.03263619979185;49.53456450365714
[1946, 1970];Pompes à chaleur électricité;De 40 à 60 m²;apartment;low rent housing;electricity;F;4308;387.00281603176296;49.53456450365714
[1946, 1970];Pompes à chaleur électricité;De 40 à 60 m²;apartment;low rent housing;electricity;G;2808;556.0632248286164;49.53456450365714
[1946, 1970];Pompes à chaleur électricité;De 40 à 60 m²;apartment;owner;electricity;B;26;74.39711942798904;49.53456450365714
[1946, 1970];Pompes à chaleur électricité;De 40 à 60 m²;apartment;owner;electricity;C;291;130.76366002655436;49.53456450365713
[1946, 1970];Pompes à chaleur électricité;De 40 à 60 m²;apartment;owner;electricity;D;1323;194.69734816196947;49.53456450365713
[1946, 1970];Pompes à chaleur électricité;De 40 à 60 m²;apartment;owner;electricity;E;2579;279.68666483781027;49.53456450365714
[1946, 1970];Pompes à chaleur électricité;De 40 à 60 m²;apartment;owner;electricity;F;2792;386.92463860720227;49.534564503657144
[1946, 1970];Pompes à chaleur électricité;De 40 à 60 m²;apartment;owner;electricity;G;2047;574.7773362997922;49.53456450365714
[1946, 1970];Pompes à chaleur électricité;De 40 à 60 m²;apartment;renter;electricity;A;2;21.802804795536144;49.53456450365714
[1946, 1970];Pompes à chaleur électricité;De 40 à 60 m²;apartment;renter;electricity;B;66;77.62887286094691;49.53456450365714
[1946, 1970];Pompes à chaleur électricité;De 40 à 60 m²;apartment;renter;electricity;C;683;127.66551286175822;49.534564503657144
[1946, 1970];Pompes à chaleur électricité;De 40 à 60 m²;apartment;renter;electricity;D;3262;195.61091089999172;49.53456450365714
[1946, 1970];Pompes à chaleur électricité;De 40 à 60 m²;apartment;renter;electricity;E;6224;279.71906577367315;49.53456450365714
[1946, 1970];Pompes à chaleur électricité;De 40 à 60 m²;apartment;renter;electricity;F;5910;385.13989365652134;49.53456450365714
[1946, 1970];Pompes à chaleur électricité;De 40 à 60 m²;apartment;renter;electricity;G;4415;568.8522874978778;49.53456450365713
[1946, 1970];Pompes à chaleur électricité;De 40 à 60 m²;house;free accomodation;electricity;D;17;213.3099700705698;52.23403589475645
[1946, 1970];Pompes à chaleur électricité;De 40 à 60 m²;house;free accomodation;electricity;E;42;281.9900057139169;52.234035894756445
[1946, 1970];Pompes à chaleur électricité;De 40 à 60 m²;house;free accomodation;electricity;F;38;379.7401448303144;52.234035894756445
[1946, 1970];Pompes à chaleur électricité;De 40 à 60 m²;house;free accomodation;electricity;G;74;590.3120093867542;52.234035894756445
[1946, 1970];Pompes à chaleur électricité;De 40 à 60 m²;house;low rent housing;electricity;C;1;123.30229372867431;52.234035894756445
[1946, 1970];Pompes à chaleur électricité;De 40 à 60 m²;house;low rent housing;electricity;D;30;187.94347607942078;52.234035894756445
[1946, 1970];Pompes à chaleur électricité;De 40 à 60 m²;house;low rent housing;electricity;E;88;288.30287289486995;52.23403589475644
[1946, 1970];Pompes à chaleur électricité;De 40 à 60 m²;house;low rent housing;electricity;F;102;386.3072047967129;52.234035894756445
[1946, 1970];Pompes à chaleur électricité;De 40 à 60 m²;house;low rent housing;electricity;G;160;620.2159364924019;52.234035894756445
[1946, 1970];Pompes à chaleur électricité;De 40 à 60 m²;house;owner;electricity;A;5;39.8827059969944;52.234035894756445
[1946, 1970];Pompes à chaleur électricité;De 40 à 60 m²;house;owner;electricity;B;13;77.64972186849408;52.23403589475645
[1946, 1970];Pompes à chaleur électricité;De 40 à 60 m²;house;owner;electricity;C;34;125.18906000008448;52.234035894756445
[1946, 1970];Pompes à chaleur électricité;De 40 à 60 m²;house;owner;electricity;D;239;198.96889876179597;52.234035894756445
[1946, 1970];Pompes à chaleur électricité;De 40 à 60 m²;house;owner;electricity;E;574;286.175005897507;52.23403589475644
[1946, 1970];Pompes à chaleur électricité;De 40 à 60 m²;house;owner;electricity;F;730;385.42633852768364;52.234035894756445
[1946, 1970];Pompes à chaleur électricité;De 40 à 60 m²;house;owner;electricity;G;953;609.2715650685002;52.23403589475645
[1946, 1970];Pompes à chaleur électricité;De 40 à 60 m²;house;renter;electricity;A;3;32.04481292205221;52.23403589475644
[1946, 1970];Pompes à chaleur électricité;De 40 à 60 m²;house;renter;electricity;B;6;77.70239303837728;52.23403589475645
[1946, 1970];Pompes à chaleur électricité;De 40 à 60 m²;house;renter;electricity;C;45;126.64725361815667;52.234035894756445
[1946, 1970];Pompes à chaleur électricité;De 40 à 60 m²;house;renter;electricity;D;196;197.14328309414145;52.23403589475644
[1946, 1970];Pompes à chaleur électricité;De 40 à 60 m²;house;renter;electricity;E;637;284.4080375982874;52.23403589475645
[1946, 1970];Pompes à chaleur électricité;De 40 à 60 m²;house;renter;electricity;F;655;385.58069441681374;52.234035894756445
[1946, 1970];Pompes à chaleur électricité;De 40 à 60 m²;house;renter;electricity;G;884;609.3906702116086;52.234035894756445
[1946, 1970];Pompes à chaleur électricité;De 60 à 80 m²;apartment;free accomodation;electricity;B;12;74.23967752534443;68.79263436020791
[1946, 1970];Pompes à chaleur électricité;De 60 à 80 m²;apartment;free accomodation;electricity;C;80;127.5398288640463;68.79263436020791
[1946, 1970];Pompes à chaleur électricité;De 60 à 80 m²;apartment;free accomodation;electricity;D;195;194.72739844678708;68.79263436020791
[1946, 1970];Pompes à chaleur électricité;De 60 à 80 m²;apartment;free accomodation;electricity;E;274;281.3383549500466;68.79263436020791
[1946, 1970];Pompes à chaleur électricité;De 60 à 80 m²;apartment;free accomodation;electricity;F;184;385.74573132742967;68.79263436020791
[1946, 1970];Pompes à chaleur électricité;De 60 à 80 m²;apartment;free accomodation;electricity;G;107;531.6203410676356;68.79263436020791
[1946, 1970];Pompes à chaleur électricité;De 60 à 80 m²;apartment;low rent housing;electricity;B;120;80.24758109416685;68.79263436020791
[1946, 1970];Pompes à chaleur électricité;De 60 à 80 m²;apartment;low rent housing;electricity;C;1318;125.14590736291994;68.79263436020791
[1946, 1970];Pompes à chaleur électricité;De 60 à 80 m²;apartment;low rent housing;electricity;D;4217;193.12345485779508;68.79263436020791
[1946, 1970];Pompes à chaleur électricité;De 60 à 80 m²;apartment;low rent housing;electricity;E;4916;277.9945619197671;68.79263436020791
[1946, 1970];Pompes à chaleur électricité;De 60 à 80 m²;apartment;low rent housing;electricity;F;3599;381.0704454643019;68.79263436020791
[1946, 1970];Pompes à chaleur électricité;De 60 à 80 m²;apartment;low rent housing;electricity;G;1957;528.0838595657169;68.79263436020791
[1946, 1970];Pompes à chaleur électricité;De 60 à 80 m²;apartment;owner;electricity;B;98;78.17761451051116;68.79263436020791
[1946, 1970];Pompes à chaleur électricité;De 60 à 80 m²;apartment;owner;electricity;C;976;126.5621487187215;68.7926343602079
[1946, 1970];Pompes à chaleur électricité;De 60 à 80 m²;apartment;owner;electricity;D;2995;192.47929588927408;68.79263436020791
[1946, 1970];Pompes à chaleur électricité;De 60 à 80 m²;apartment;owner;electricity;E;3549;276.6238172218949;68.79263436020791
[1946, 1970];Pompes à chaleur électricité;De 60 à 80 m²;apartment;owner;electricity;F;2617;380.12501008596854;68.79263436020791
[1946, 1970];Pompes à chaleur électricité;De 60 à 80 m²;apartment;owner;electricity;G;1208;539.0131040360017;68.79263436020791
[1946, 1970];Pompes à chaleur électricité;De 60 à 80 m²;apartment;renter;electricity;A;6;38.57464686150722;68.79263436020793
[1946, 1970];Pompes à chaleur électricité;De 60 à 80 m²;apartment;renter;electricity;B;70;77.98593282494551;68.79263436020791
[1946, 1970];Pompes à chaleur électricité;De 60 à 80 m²;apartment;renter;electricity;C;1034;127.3075938867394;68.79263436020791
[1946, 1970];Pompes à chaleur électricité;De 60 à 80 m²;apartment;renter;electricity;D;3425;193.1866008467197;68.79263436020791
[1946, 1970];Pompes à chaleur électricité;De 60 à 80 m²;apartment;renter;electricity;E;3971;278.2269983509147;68.79263436020791
[1946, 1970];Pompes à chaleur électricité;De 60 à 80 m²;apartment;renter;electricity;F;3027;378.92364324911273;68.79263436020791
[1946, 1970];Pompes à chaleur électricité;De 60 à 80 m²;apartment;renter;electricity;G;1533;540.6922534574873;68.79263436020791
[1946, 1970];Pompes à chaleur électricité;De 60 à 80 m²;house;free accomodation;electricity;A;1;28.776116563955167;71.68464342159314
[1946, 1970];Pompes à chaleur électricité;De 60 à 80 m²;house;free accomodation;electricity;B;4;59.093071797199514;71.68464342159312
[1946, 1970];Pompes à chaleur électricité;De 60 à 80 m²;house;free accomodation;electricity;C;7;122.17983047193857;71.68464342159314
[1946, 1970];Pompes à chaleur électricité;De 60 à 80 m²;house;free accomodation;electricity;D;36;194.29789916789454;71.68464342159312
[1946, 1970];Pompes à chaleur électricité;De 60 à 80 m²;house;free accomodation;electricity;E;90;281.057375850786;71.68464342159314
[1946, 1970];Pompes à chaleur électricité;De 60 à 80 m²;house;free accomodation;electricity;F;83;391.8745865352641;71.68464342159314
[1946, 1970];Pompes à chaleur électricité;De 60 à 80 m²;house;free accomodation;electricity;G;95;604.2963430587123;71.68464342159314
[1946, 1970];Pompes à chaleur électricité;De 60 à 80 m²;house;low rent housing;electricity;A;7;44.75684997590469;71.68464342159314
[1946, 1970];Pompes à chaleur électricité;De 60 à 80 m²;house;low rent housing;electricity;C;26;130.82550494000662;71.68464342159314
[1946, 1970];Pompes à chaleur électricité;De 60 à 80 m²;house;low rent housing;electricity;D;100;194.91762249269723;71.68464342159314
[1946, 1970];Pompes à chaleur électricité;De 60 à 80 m²;house;low rent housing;electricity;E;199;275.3521650822677;71.68464342159314
[1946, 1970];Pompes à chaleur électricité;De 60 à 80 m²;house;low rent housing;electricity;F;206;385.253892609803;71.68464342159314
[1946, 1970];Pompes à chaleur électricité;De 60 à 80 m²;house;low rent housing;electricity;G;150;583.5175082150514;71.68464342159315
[1946, 1970];Pompes à chaleur électricité;De 60 à 80 m²;house;owner;electricity;A;38;40.19280850305314;71.68464342159314
[1946, 1970];Pompes à chaleur électricité;De 60 à 80 m²;house;owner;electricity;B;32;63.015374815242;71.68464342159314
[1946, 1970];Pompes à chaleur électricité;De 60 à 80 m²;house;owner;electricity;C;232;131.72204373111808;71.68464342159314
[1946, 1970];Pompes à chaleur électricité;De 60 à 80 m²;house;owner;electricity;D;1097;195.45047883632347;71.68464342159314
[1946, 1970];Pompes à chaleur électricité;De 60 à 80 m²;house;owner;electricity;E;2267;280.9176555933797;71.68464342159314
[1946, 1970];Pompes à chaleur électricité;De 60 à 80 m²;house;owner;electricity;F;2558;386.79223052852944;71.68464342159314
[1946, 1970];Pompes à chaleur électricité;De 60 à 80 m²;house;owner;electricity;G;2407;584.6157972900709;71.68464342159314
[1946, 1970];Pompes à chaleur électricité;De 60 à 80 m²;house;renter;electricity;A;4;33.639749494533255;71.68464342159315
[1946, 1970];Pompes à chaleur électricité;De 60 à 80 m²;house;renter;electricity;B;15;67.24787431093064;71.68464342159312
[1946, 1970];Pompes à chaleur électricité;De 60 à 80 m²;house;renter;electricity;C;87;125.65911389820651;71.68464342159314
[1946, 1970];Pompes à chaleur électricité;De 60 à 80 m²;house;renter;electricity;D;413;197.02743272372692;71.68464342159314
[1946, 1970];Pompes à chaleur électricité;De 60 à 80 m²;house;renter;electricity;E;997;282.6902463092589;71.68464342159314
[1946, 1970];Pompes à chaleur électricité;De 60 à 80 m²;house;renter;electricity;F;1043;388.4677753267076;71.68464342159312
[1946, 1970];Pompes à chaleur électricité;De 60 à 80 m²;house;renter;electricity;G;1006;591.8341593435235;71.68464342159314
[1946, 1970];Pompes à chaleur électricité;De 80 à 100 m²;apartment;free accomodation;electricity;B;3;73.13418622792912;87.94258239502751
[1946, 1970];Pompes à chaleur électricité;De 80 à 100 m²;apartment;free accomodation;electricity;C;24;123.61703621534886;87.9425823950275
[1946, 1970];Pompes à chaleur électricité;De 80 à 100 m²;apartment;free accomodation;electricity;D;93;187.17951117973115;87.9425823950275
[1946, 1970];Pompes à chaleur électricité;De 80 à 100 m²;apartment;free accomodation;electricity;E;69;270.50733731425515;87.94258239502749
[1946, 1970];Pompes à chaleur électricité;De 80 à 100 m²;apartment;free accomodation;electricity;F;74;371.23666410007996;87.9425823950275
[1946, 1970];Pompes à chaleur électricité;De 80 à 100 m²;apartment;free accomodation;electricity;G;27;533.3172279425451;87.9425823950275
[1946, 1970];Pompes à chaleur électricité;De 80 à 100 m²;apartment;low rent housing;electricity;B;53;78.05851032328874;87.9425823950275
[1946, 1970];Pompes à chaleur électricité;De 80 à 100 m²;apartment;low rent housing;electricity;C;401;125.90851008344525;87.94258239502749
[1946, 1970];Pompes à chaleur électricité;De 80 à 100 m²;apartment;low rent housing;electricity;D;1340;195.59428835379236;87.9425823950275
[1946, 1970];Pompes à chaleur électricité;De 80 à 100 m²;apartment;low rent housing;electricity;E;1666;277.5511351830838;87.9425823950275
[1946, 1970];Pompes à chaleur électricité;De 80 à 100 m²;apartment;low rent housing;electricity;F;1302;380.3741461936127;87.9425823950275
[1946, 1970];Pompes à chaleur électricité;De 80 à 100 m²;apartment;low rent housing;electricity;G;704;535.9033012578482;87.9425823950275
[1946, 1970];Pompes à chaleur électricité;De 80 à 100 m²;apartment;owner;electricity;B;40;81.2616746593159;87.94258239502751
[1946, 1970];Pompes à chaleur électricité;De 80 à 100 m²;apartment;owner;electricity;C;423;126.69199457704637;87.94258239502751
[1946, 1970];Pompes à chaleur électricité;De 80 à 100 m²;apartment;owner;electricity;D;1316;190.4020473975087;87.9425823950275
[1946, 1970];Pompes à chaleur électricité;De 80 à 100 m²;apartment;owner;electricity;E;1381;276.2086271476004;87.9425823950275
[1946, 1970];Pompes à chaleur électricité;De 80 à 100 m²;apartment;owner;electricity;F;1115;378.0995287067099;87.9425823950275
[1946, 1970];Pompes à chaleur électricité;De 80 à 100 m²;apartment;owner;electricity;G;502;547.6199555129378;87.9425823950275
[1946, 1970];Pompes à chaleur électricité;De 80 à 100 m²;apartment;renter;electricity;B;23;79.42012394966909;87.9425823950275
[1946, 1970];Pompes à chaleur électricité;De 80 à 100 m²;apartment;renter;electricity;C;281;127.84774306064861;87.94258239502751
[1946, 1970];Pompes à chaleur électricité;De 80 à 100 m²;apartment;renter;electricity;D;963;193.4168725498645;87.94258239502749
[1946, 1970];Pompes à chaleur électricité;De 80 à 100 m²;apartment;renter;electricity;E;1209;275.6547969060805;87.9425823950275
[1946, 1970];Pompes à chaleur électricité;De 80 à 100 m²;apartment;renter;electricity;F;926;382.777424473757;87.94258239502749
[1946, 1970];Pompes à chaleur électricité;De 80 à 100 m²;apartment;renter;electricity;G;403;539.0409370017403;87.9425823950275
[1946, 1970];Pompes à chaleur électricité;De 80 à 100 m²;house;free accomodation;electricity;B;3;67.17063085619058;90.37637039547508
[1946, 1970];Pompes à chaleur électricité;De 80 à 100 m²;house;free accomodation;electricity;C;9;132.18642897135175;90.37637039547508
[1946, 1970];Pompes à chaleur électricité;De 80 à 100 m²;house;free accomodation;electricity;D;36;190.25629143306648;90.37637039547506
[1946, 1970];Pompes à chaleur électricité;De 80 à 100 m²;house;free accomodation;electricity;E;93;280.3897868499199;90.37637039547506
[1946, 1970];Pompes à chaleur électricité;De 80 à 100 m²;house;free accomodation;electricity;F;94;387.7017501136953;90.37637039547506
[1946, 1970];Pompes à chaleur électricité;De 80 à 100 m²;house;free accomodation;electricity;G;113;593.8651223534833;90.37637039547506
[1946, 1970];Pompes à chaleur électricité;De 80 à 100 m²;house;low rent housing;electricity;A;1;44.726040008593685;90.37637039547506
[1946, 1970];Pompes à chaleur électricité;De 80 à 100 m²;house;low rent housing;electricity;C;12;134.32937877209872;90.37637039547505
[1946, 1970];Pompes à chaleur électricité;De 80 à 100 m²;house;low rent housing;electricity;D;74;185.87088618550553;90.37637039547508
[1946, 1970];Pompes à chaleur électricité;De 80 à 100 m²;house;low rent housing;electricity;E;131;285.5474767144224;90.37637039547505
[1946, 1970];Pompes à chaleur électricité;De 80 à 100 m²;house;low rent housing;electricity;F;157;392.9370829742724;90.37637039547508
[1946, 1970];Pompes à chaleur électricité;De 80 à 100 m²;house;low rent housing;electricity;G;167;597.7028871138698;90.37637039547506
[1946, 1970];Pompes à chaleur électricité;De 80 à 100 m²;house;owner;electricity;A;60;41.4696597970243;90.37637039547506
[1946, 1970];Pompes à chaleur électricité;De 80 à 100 m²;house;owner;electricity;B;80;71.20876942318215;90.37637039547506
[1946, 1970];Pompes à chaleur électricité;De 80 à 100 m²;house;owner;electricity;C;317;130.10012308634865;90.37637039547506
[1946, 1970];Pompes à chaleur électricité;De 80 à 100 m²;house;owner;electricity;D;1755;196.0666870408045;90.37637039547505
[1946, 1970];Pompes à chaleur électricité;De 80 à 100 m²;house;owner;electricity;E;3928;281.79368378794135;90.37637039547506
[1946, 1970];Pompes à chaleur électricité;De 80 à 100 m²;house;owner;electricity;F;3953;387.03627030233844;90.37637039547506
[1946, 1970];Pompes à chaleur électricité;De 80 à 100 m²;house;owner;electricity;G;3751;583.6167299205488;90.37637039547506
[1946, 1970];Pompes à chaleur électricité;De 80 à 100 m²;house;renter;electricity;A;6;48.44867229578259;90.37637039547505
[1946, 1970];Pompes à chaleur électricité;De 80 à 100 m²;house;renter;electricity;B;14;69.61129787878;90.37637039547505
[1946, 1970];Pompes à chaleur électricité;De 80 à 100 m²;house;renter;electricity;C;69;126.5039131153276;90.37637039547505
[1946, 1970];Pompes à chaleur électricité;De 80 à 100 m²;house;renter;electricity;D;361;197.85371334499698;90.37637039547505
[1946, 1970];Pompes à chaleur électricité;De 80 à 100 m²;house;renter;electricity;E;692;281.1533436395456;90.37637039547506
[1946, 1970];Pompes à chaleur électricité;De 80 à 100 m²;house;renter;electricity;F;846;389.43004106336815;90.37637039547506
[1946, 1970];Pompes à chaleur électricité;De 80 à 100 m²;house;renter;electricity;G;822;586.0767268013021;90.37637039547505
[1946, 1970];Pompes à chaleur électricité;Moins de 30 m²;apartment;free accomodation;electricity;C;24;124.23701803651144;22.60934645611747
[1946, 1970];Pompes à chaleur électricité;Moins de 30 m²;apartment;free accomodation;electricity;D;62;195.01411647048732;22.609346456117468
[1946, 1970];Pompes à chaleur électricité;Moins de 30 m²;apartment;free accomodation;electricity;E;178;282.66011238357123;22.609346456117468
[1946, 1970];Pompes à chaleur électricité;Moins de 30 m²;apartment;free accomodation;electricity;F;139;385.40806388307357;22.609346456117464
[1946, 1970];Pompes à chaleur électricité;Moins de 30 m²;apartment;free accomodation;electricity;G;168;536.6414368155924;22.609346456117468
[1946, 1970];Pompes à chaleur électricité;Moins de 30 m²;apartment;low rent housing;electricity;B;4;82.24502301747026;22.609346456117464
[1946, 1970];Pompes à chaleur électricité;Moins de 30 m²;apartment;low rent housing;electricity;C;71;127.64879936293592;22.609346456117468
[1946, 1970];Pompes à chaleur électricité;Moins de 30 m²;apartment;low rent housing;electricity;D;198;194.6089389695228;22.609346456117468
[1946, 1970];Pompes à chaleur électricité;Moins de 30 m²;apartment;low rent housing;electricity;E;568;278.8909425763104;22.609346456117464
[1946, 1970];Pompes à chaleur électricité;Moins de 30 m²;apartment;low rent housing;electricity;F;408;387.512212710069;22.609346456117468
[1946, 1970];Pompes à chaleur électricité;Moins de 30 m²;apartment;low rent housing;electricity;G;340;563.7016920306021;22.609346456117468
[1946, 1970];Pompes à chaleur électricité;Moins de 30 m²;apartment;owner;electricity;A;1;47.77845827559965;22.609346456117468
[1946, 1970];Pompes à chaleur électricité;Moins de 30 m²;apartment;owner;electricity;B;6;76.95494289073024;22.609346456117468
[1946, 1970];Pompes à chaleur électricité;Moins de 30 m²;apartment;owner;electricity;C;46;119.1238419015691;22.609346456117464
[1946, 1970];Pompes à chaleur électricité;Moins de 30 m²;apartment;owner;electricity;D;167;202.7268116601189;22.609346456117468
[1946, 1970];Pompes à chaleur électricité;Moins de 30 m²;apartment;owner;electricity;E;336;278.5898185133101;22.60934645611747
[1946, 1970];Pompes à chaleur électricité;Moins de 30 m²;apartment;owner;electricity;F;367;385.9926665735082;22.609346456117464
[1946, 1970];Pompes à chaleur électricité;Moins de 30 m²;apartment;owner;electricity;G;248;571.4919036185559;22.609346456117468
[1946, 1970];Pompes à chaleur électricité;Moins de 30 m²;apartment;renter;electricity;B;36;72.08161376085974;22.609346456117468
[1946, 1970];Pompes à chaleur électricité;Moins de 30 m²;apartment;renter;electricity;C;625;125.55761342252677;22.609346456117468
[1946, 1970];Pompes à chaleur électricité;Moins de 30 m²;apartment;renter;electricity;D;2746;196.90292032092114;22.609346456117468
[1946, 1970];Pompes à chaleur électricité;Moins de 30 m²;apartment;renter;electricity;E;5713;281.47813909393614;22.609346456117468
[1946, 1970];Pompes à chaleur électricité;Moins de 30 m²;apartment;renter;electricity;F;5127;383.33541513058816;22.609346456117468
[1946, 1970];Pompes à chaleur électricité;Moins de 30 m²;apartment;renter;electricity;G;3945;559.8158848758704;22.609346456117468
[1946, 1970];Pompes à chaleur électricité;Moins de 30 m²;house;free accomodation;electricity;D;6;204.5855436671664;24.463884714590115
[1946, 1970];Pompes à chaleur électricité;Moins de 30 m²;house;free accomodation;electricity;E;4;270.2425083892247;24.463884714590115
[1946, 1970];Pompes à chaleur électricité;Moins de 30 m²;house;free accomodation;electricity;F;3;387.7363114246624;24.46388471459012
[1946, 1970];Pompes à chaleur électricité;Moins de 30 m²;house;free accomodation;electricity;G;8;698.7248473078893;24.46388471459012
[1946, 1970];Pompes à chaleur électricité;Moins de 30 m²;house;low rent housing;electricity;C;2;119.21761611583736;24.46388471459012
[1946, 1970];Pompes à chaleur électricité;Moins de 30 m²;house;low rent housing;electricity;D;5;175.99073501204148;24.46388471459012
[1946, 1970];Pompes à chaleur électricité;Moins de 30 m²;house;low rent housing;electricity;E;16;281.76538641877585;24.463884714590122
[1946, 1970];Pompes à chaleur électricité;Moins de 30 m²;house;low rent housing;electricity;F;17;385.9683927280045;24.463884714590115
[1946, 1970];Pompes à chaleur électricité;Moins de 30 m²;house;low rent housing;electricity;G;6;653.8373995635831;24.46388471459012
[1946, 1970];Pompes à chaleur électricité;Moins de 30 m²;house;owner;electricity;C;4;140.77775210747876;24.46388471459012
[1946, 1970];Pompes à chaleur électricité;Moins de 30 m²;house;owner;electricity;D;11;194.17246790298606;24.46388471459012
[1946, 1970];Pompes à chaleur électricité;Moins de 30 m²;house;owner;electricity;E;33;296.7039361994481;24.46388471459012
[1946, 1970];Pompes à chaleur électricité;Moins de 30 m²;house;owner;electricity;F;30;392.60255770439863;24.46388471459012
[1946, 1970];Pompes à chaleur électricité;Moins de 30 m²;house;owner;electricity;G;31;610.2011404013381;24.46388471459012
[1946, 1970];Pompes à chaleur électricité;Moins de 30 m²;house;renter;electricity;C;8;121.39417808055642;24.46388471459012
[1946, 1970];Pompes à chaleur électricité;Moins de 30 m²;house;renter;electricity;D;48;207.89385543838748;24.463884714590122
[1946, 1970];Pompes à chaleur électricité;Moins de 30 m²;house;renter;electricity;E;149;277.65959169235026;24.46388471459012
[1946, 1970];Pompes à chaleur électricité;Moins de 30 m²;house;renter;electricity;F;138;383.0124649215641;24.46388471459012
[1946, 1970];Pompes à chaleur électricité;Moins de 30 m²;house;renter;electricity;G;174;652.3834540405354;24.46388471459012
[1971, 1990];Autres;120 m² ou plus;apartment;free accomodation;other;B;1;63.33974359830676;165.96596775518023
[1971, 1990];Autres;120 m² ou plus;apartment;free accomodation;other;C;7;123.30662820497956;165.96596775518023
[1971, 1990];Autres;120 m² ou plus;apartment;free accomodation;other;D;14;183.06951164949444;165.96596775518023
[1971, 1990];Autres;120 m² ou plus;apartment;free accomodation;other;E;10;271.3981156814187;165.96596775518023
[1971, 1990];Autres;120 m² ou plus;apartment;free accomodation;other;F;6;363.67435343172565;165.96596775518026
[1971, 1990];Autres;120 m² ou plus;apartment;free accomodation;other;G;5;521.9632275728185;165.96596775518026
[1971, 1990];Autres;120 m² ou plus;apartment;low rent housing;other;C;2;132.037702886897;165.96596775518023
[1971, 1990];Autres;120 m² ou plus;apartment;low rent housing;other;D;4;184.16259003680094;165.96596775518023
[1971, 1990];Autres;120 m² ou plus;apartment;low rent housing;other;E;6;246.79419468148643;165.9659677551802
[1971, 1990];Autres;120 m² ou plus;apartment;non primary residence;other;A;1218;32.862689722758226;165.96596775518026
[1971, 1990];Autres;120 m² ou plus;apartment;non primary residence;other;B;17582;74.16781647733946;165.96596775518026
[1971, 1990];Autres;120 m² ou plus;apartment;non primary residence;other;C;149325;125.12019986096759;165.9659677551802
[1971, 1990];Autres;120 m² ou plus;apartment;non primary residence;other;D;309828;189.92309816224156;165.96596775518023
[1971, 1990];Autres;120 m² ou plus;apartment;non primary residence;other;E;272605;272.6970814897823;165.96596775518023
[1971, 1990];Autres;120 m² ou plus;apartment;non primary residence;other;F;142177;374.31335242783086;165.96596775518023
[1971, 1990];Autres;120 m² ou plus;apartment;non primary residence;other;G;40406;565.0755692202966;165.9659677551802
[1971, 1990];Autres;120 m² ou plus;apartment;owner;other;A;1;27.746429802892237;165.96596775518023
[1971, 1990];Autres;120 m² ou plus;apartment;owner;other;B;17;73.28671330316513;165.96596775518026
