Année;Biomasse;Chaudière fioul;Chaudière gaz;Chauffage urbain;Chauffage électrique;Pompes à chaleur air-eau;Pompes à chaleur air-air;Pompes à chaleur hybride
2020;15.74005237055063;47.81788923483344;65.75578019433699;0.1430971632039911;71.5405255344819;12.690070780020495;0.0;0.0
2021;15.974570954511435;45.81305052617335;65.05112377490404;0.14116389007216046;70.48326511384552;14.157843949461162;0.379686644024867;0.038385138470226704
2022;16.47015869512502;42.43010337375075;64.0891227950315;0.1391941419648843;69.17054804725413;16.864829771860506;1.0142348476664615;0.11430905113275706
2023;17.214862399694084;37.713866139125344;62.87002466788101;0.13693681308951577;67.60880796082698;20.76305413036682;1.894843867805288;0.2265479342420464
2024;18.253039038002456;31.714692268799844;61.218541342488386;0.13471928025096;65.80149827524252;25.867890066904927;3.019069520663556;0.454247433025572
2025;19.334512698188625;25.853218382969388;59.33457028648704;0.132430284748969;63.82216952775772;31.023071958053045;4.305620824802304;0.7157754979550487
2026;20.478722766812716;20.143643491202262;57.22309169938023;0.1304142098565873;61.72915687137538;36.25771652023884;5.753651958637972;1.01049478544384
2027;21.649394323676194;14.547188167985272;54.88329888922629;0.12818768687302062;59.425397339703856;41.51703528592455;7.351445878490004;1.3367252100413445
2028;22.842583448656416;9.070965585240865;52.328800321185746;0.1260261764765006;56.91555462576708;46.79464170204622;9.089770364654845;1.693543832017538
2029;24.05841943025544;3.7213438585232783;49.56221076027416;0.12386558113535837;54.21900288820681;52.076030375827465;10.96240544121226;2.07963579107287
2030;25.065271424123836;0.0005144304055078041;46.59439441228496;0.12145754236240211;51.34014869685946;56.15933470491347;12.884613444733523;2.4951911260318402
2031;25.493654982389867;0.0;43.66863617568285;0.11932767766968623;48.502904934444445;57.21848908335897;14.568943953007754;2.9012106537543976
2032;25.897878116320246;0.0;40.78431149621087;0.1170583290161996;45.70630342038203;58.22350580668797;16.201120759466487;3.298837654883793
2033;26.27811930907076;0.0;37.9443804573151;0.11467752526085093;42.95801175161935;59.17627130857922;17.77781640056504;3.6869428260230435
2034;26.634807776154847;0.0;35.14223790091638;0.11239403839726418;40.25191545779768;60.07609117823376;19.298998540027988;4.064619023724781
2035;27.051264571963912;0.0;32.460481260320414;0.11042808764994261;37.73563016288868;61.1183652978288;20.828781363852226;4.441041981360709
2036;27.564516310529765;0.0;29.902348894060292;0.10918244561323683;35.43443144023716;62.38043044431009;22.4197139195743;4.820129010830552
2037;28.061400317021473;0.0;27.36958040405697;0.10789619680937124;33.15443578162146;63.60164465730746;23.97692350050867;5.19194779784873
2038;28.543640738101644;0.0;24.86861547774169;0.10658077160547981;30.89954453371338;64.78727224239628;25.50074789029601;5.557437323298408
2039;29.0098449405038;0.0;22.39652083451681;0.10501949876813192;28.67125183674666;65.94148102733713;26.995933009785535;5.91712356356613
2040;29.46470656829064;0.0;19.955047864354803;0.10364483242243408;26.4689599327633;67.061758903719;28.460013095440814;6.271973032073422
2041;29.90341865482659;0.0;17.53892207457795;0.10223450920535436;24.296753220490075;68.15192951085538;29.894205807354286;6.6189954186857705
2042;30.332586758756616;0.0;15.159267677427957;0.10075113397299135;22.152041491719274;69.21027074767707;31.29937541791937;6.959532289756914
2043;30.745821414351074;0.0;12.813148393155112;0.09937476539751515;20.038480674713284;70.2381639561949;32.66955295175758;7.293405054112094
2044;31.147401983878684;0.0;10.499680735472792;0.098064141434323;17.957880607624954;71.24242807889955;34.00688646525294;7.620375687866851
2045;31.53383949802475;0.0;8.219515034808428;0.09668584039727662;15.910165432750697;72.21467197392722;35.31381897642984;7.94049421215416
2046;31.90546139828317;0.0;5.972749348633149;0.09519559869789565;13.89513823070958;73.15561976428646;36.59189172201469;8.254725390821559
2047;32.264539905625746;0.0;3.760470339217112;0.0937383846495948;11.909112961574957;74.06332591869564;37.83549055147283;8.561128150859757
2048;32.61403728060373;0.0;1.5812236678957905;0.09241628532216262;9.958940151563507;74.94172440898367;39.04684466451149;8.860303648454563
2049;32.847575812017524;0.0;0.07846783378997295;0.09085266507707289;8.04358428062406;75.38522539067154;40.193506648519396;9.052832149903669
2050;32.84422320111939;0.0;0.004253498172252267;0.08954943255206695;6.161795005830673;74.91608566779595;41.23372733151409;9.018315488723383
2051;32.585081097960284;0.0;0.004159283923531444;0.08812315811840023;6.085604526696223;74.21722021617977;40.766423195546274;8.962593021778885
2052;32.30856923268552;0.0;0.0041297076366008725;0.08662372366034618;6.00722138221917;73.50267740803245;40.2952283539036;8.898248095696154
2053;32.00753392548288;0.0;0.004051550173137522;0.08523639372481165;5.926423944180149;72.73474832622055;39.794125564558044;8.832657522989777
2054;31.702233211915946;0.0;0.003999277542934754;0.08351178599888151;5.845142063268171;71.96097625083482;39.28558618621668;8.764749562074213
2055;31.393781049937527;0.0;0.003935010829257191;0.082012867853635;5.7648930674938725;71.18205948457565;38.77283128405729;8.69586091344721
2056;31.083441554710912;0.0;0.003892063774339282;0.08045157372371725;5.684983765715935;70.39947183958424;38.25580006696033;8.62574896573199
2057;30.7710140814476;0.0;0.003821338106482416;0.07916292741744967;5.6031473511028445;69.61114349068717;37.74320019344758;8.555894977514852
2058;30.456242126981476;0.0;0.003789195185264927;0.07789864315223338;5.520771848296768;68.82394794386289;37.22595548929115;8.484790065456773
2059;30.138707636396667;0.0;0.0037030135381052884;0.07649519493236422;5.438180283271228;68.02864168048144;36.70813655796214;8.41301047591984
2060;29.817004973368412;0.0;0.0036723180071366736;0.0750901942513887;5.3557031393551835;67.23173472611678;36.190240894810685;8.338680482524058
