Date;Autres usages;Climatisation et ventilation;Cuisson;Eclairage;Energie;Industrie hors metallurgie;Metallurgie
2019-09-27 09:00:00;25568.570947865515;1107.5971669400885;1156.0164913273516;3541.5636933433707;1273.92084037928;11741.7574043;2313.1753006418026
2019-09-27 10:00:00;26450.874834896993;1132.6016314391854;1089.1116196066928;3602.178591708988;1291.038108619956;11899.527583000214;2344.2567031786
2019-09-27 11:00:00;25943.778937991938;1116.8741416419446;1677.6048328776694;3504.5729614659913;1276.9066966737141;11769.278219227206;2318.5970381988013
2019-09-27 12:00:00;23919.28964017016;1038.9448621243132;3051.493140322421;3260.869078344128;1276.722030536073;11767.576115413109;2318.261724603856
2019-09-27 13:00:00;25211.406983517754;1057.7640694597344;1805.0038416200262;3365.3934366230264;1322.7969416099995;12192.249510478567;2401.924143654356
2019-09-27 14:00:00;25599.079487034294;1106.3403468900572;769.1350968790445;3315.9056950889294;1306.312963018467;12040.31618605495;2371.992647600473
2019-09-27 15:00:00;24653.850472317466;1126.364447111189;677.5342090258113;3194.5132757189294;1321.471959517676;12180.037143103249;2399.518256801684
2019-09-27 16:00:00;23524.727602717117;1119.8968317133672;790.9194314529426;3145.0526544355594;1319.1885053975807;12158.99059489478;2395.371983017865
2019-09-27 17:00:00;22098.09617374501;1066.0553652276685;1000.2138093069185;3458.744938377222;1269.4301030184904;11700.36621549052;2305.0210543241833
2019-09-27 18:00:00;21041.378057906517;1028.7910152625996;2594.5497293439453;3604.773191722356;1236.2100610208927;11394.176131765711;2244.7003386232395
2019-09-27 19:00:00;18710.056485910973;971.870938719907;5507.451836873276;3615.0564296464922;1254.2319074486288;11560.283883670507;2277.424275583825
2019-09-27 20:00:00;19632.608009157546;1028.8464094871272;4100.174708430317;4074.9331919882143;1372.1407473808677;12647.052561005617;2491.5222629582995
2019-09-27 21:00:00;18869.690546092206;940.4527752385505;1668.9620232896173;4812.957184528991;1347.920835632538;12423.816896875564;2447.5438882675307
2019-09-27 22:00:00;15854.005319211592;736.0506273219925;610.7904273825483;4810.535742411295;1181.0962328462995;10886.190882498926;2144.6251425593455
2019-09-27 23:00:00;16459.470240844414;726.3714736334225;332.44526689362704;4315.482931370796;1203.6920655038164;11094.457066217356;2185.6544430603426
2019-09-28 00:00:00;16195.8209292601;691.5102687655802;246.9947084788631;3488.428703866897;1297.4288567334463;11958.431163955123;2355.8609583069915
2019-09-28 01:00:00;13605.123341112556;679.4951397283771;154.86777862780312;2773.958084577984;1210.336070541045;11155.695110340894;2197.7185813604983
2019-09-28 02:00:00;14004.757534125403;730.7557669623515;153.5716275690653;2735.104259938489;1222.1010926067231;11264.133465049781;2219.081408657191
2019-09-28 03:00:00;13952.100138137555;726.955269383712;146.26367311665368;2622.631018682549;1202.2938241215759;11081.569587909831;2183.115543268311
2019-09-28 04:00:00;13361.243654083879;733.2517959599893;182.57710423066212;2593.0189508896256;1164.010687815149;10728.713037261405;2113.601327549299
2019-09-28 05:00:00;13274.226267860986;745.9692169679739;240.15842514118282;2077.328958545584;1138.1286138109517;10490.157363280034;2066.6048661416785
2019-09-28 06:00:00;13314.21799145201;769.570215286709;540.4832884504731;2024.8698677065283;1139.1877042019944;10499.91900305932;2068.527959311416
2019-09-28 07:00:00;15182.405015933335;817.186535115317;1113.454285727336;2814.4541648370378;1142.1819308718761;10527.516900613802;2073.964849269303
